"","2001-07-01","2012-12-01","2017-04-01","2017-05-01","2017-06-01","2017-07-01","2017-08-01","2017-09-01","2017-11-01","2018-01-01","2018-02-01","2018-03-01","2018-04-01","2018-05-01","2018-06-01","2018-07-01","2018-08-01","2018-09-01","2018-10-01","2018-11-01","2018-12-01","2019-01-01","2019-02-01","2019-03-01","2019-04-01","2019-05-01","2019-06-01","2019-07-01","2019-08-01","2019-09-01","2019-10-01","2019-11-01","2019-12-01","2020-01-01","2020-02-01","2020-03-01","2020-04-01","2020-05-01","2020-06-01","2020-07-01","2020-08-01","2020-09-01","2020-10-01","2020-11-01","2020-12-01","2021-01-01","2021-02-01","2021-03-01","2021-04-01","2021-05-01","2021-06-01","2021-07-01","2021-08-01","2021-09-01","2021-10-01","2021-11-01","2021-12-01","2022-01-01","2022-02-01","2022-03-01","2022-04-01","2022-05-01","2022-06-01","2022-07-01","2022-08-01","2022-09-01","2022-10-01","2022-11-01","2022-12-01","2023-01-01","2023-02-01"
"10","abbag","chris","website","falschnachrichten",NA,"tue","ab","zeilen",NA,NA,"mutter","aussagen","jahre","friends","news","stellt","bruder","zeitung","gruenenpolitikerin","geaeussert","absurd","fazit","alexander","desinformation","aussagen","berg","satz","afd","rede","faktencheck","zitate","masernvirus","of","aussage","archiviert","trump","gesagt","kennedy","leyen","of","merkel","dollar","aussage","obama","verschwoerungstheorien","washington","montgomery","bill","buch","roth","elektroschocks","interview","satz","verzicht","aussage","aussage","aussagen","verbrechen","aussage","leyen","buch","lindner","lambrecht","leben","philips","buecher","trump","uspraesident","schwab","rede",NA
"11","abbau","einleitung","kinder","fuehrte",NA,"version","abalo","menschen",NA,NA,"open","hoffnung","gesagt","gesellschaft","croix","autor","franzoesischen","wurde","roth","seite","erwiesen","angebliche","interview","interview","seite","unsere","angebliche","begriff","beitrag","wilhelm","worte","damals","angela","churchill","angela","buch","links","interview","ellis","fauci","interview","the","prioritaetsdatum","wisconsin","angebliche","arizona","uspraesidenten","of","kennedy","zitate","geaeussert","fontane","interview","kanzlerin","bright","tolstoi","weltwirtschaftsforum","geaeussert","scharia","uspraesident","wef","zitate","satz","joe","koerner","interview","the","satz","weltwirtschaftsforum","schwab",NA
"12","abbauen","facebookpost","the","getroffen",NA,"peter","abbag","geschafft",NA,NA,"society","wort","jones","weidel","europas","the","jahre","angesprochen","sagte","jahr","islam","braunschweiger","artikel","wurde","ausradieren","gut","politik","merkel","is","frei","aussage","freud","friday","satz","politiker","darkness","artikel","archiviert","daily","nih","satz","goeringeckardt","angela","fella","gesagt","gsk","vermeintliche","gesagt","papst","satz","angebliche","gesagt","worte","zugeschrieben","cicero","gesagt","gates","endemol","gates","jahren","weltwirtschaftsforums","the","gesagt","googlesuche","agenda","the","fuersorge","biden","gesagt","bidens",NA
"13","abbauprodukt","frontier","artikel","harald",NA,"statement","abbau","uebrig",NA,NA,"beleg","artikels","bezeichnet","sprache","for","thema","brueder","ansichten","zitat","antwortet","senegal","maas","sitzung","gesellschaft","angeblichen","aussagen","beck","zellerhirzel","fukuyama","nie","satz","volk","toleranz","rede","buch","eyes","sagt","angela","trumps","gates","text","silverstein","voltaire","jones","trainor","vermeintlichen","boehnhardt","kinderehen","rose","gruenenpolitikerin","gew","eltern","sendung","glasfaserausbau","habeck","papst","klaus","pressekonferenz","geschichte","zugeschrieben","the","volk","reuters","gruenen","anstecker","angebliche","grossvater","fox","rede","goodall",NA
"14","abbild","kimberley","as","hauses",NA,"°c","abbauen","bleibt",NA,NA,"dokumente","bezeichnet","kontext","namen","friends","beleg","erwaehnung","chinesische","ganz","gesagt","bild","deutschland","rede","welle","quelle","politikerin","mal","bewegung","rothschild","of","angela","jahr","sagte","jahr","of","voelkermord","usa","dollar","washington","ipsos","angela","interview","schiffmann","gesagt","aussagen","angela","letters","soros","scholl","waehler","mails","geld","geaeussert","ueberschrift","heinrich","zugeschrieben","zitate","media","buch","rede","mutter","interview","denke","ehemaligen","biden","autor","partei","leyen","donald","gesagt",NA
"15","abbilden","of","lindner","juncker",NA,"µm","abbauprodukt","frage",NA,NA,"manchmal","jahr","frankreich","europa","europa","michael","gegenstand","gut","unsere","satz","wort","angebliches","thema","quelle","zusammenfassung","posten","korrekt","zusammenhang","heute","angebliche","namen","usa","dokumente","bill","minute","angela","netz","stiftung","zitat","mori","michelle","cia","biden","aussage","leben","aussagen","zitate","blackrock","ddr","zugeschrieben","rockefellerstiftung","marianne","jobs","belege","musliminnen","angebliche","katholischen","angebliche","nuernberger","sprach","lindner","true","aussage","zitate","maxwell","satz","usa","interview","summit","frage",NA
"16","abbildet","black","milliarden","new",NA,"aachen","abbild","bundeskanzlerin",NA,NA,"schulz","afdchef","aussage","interaktionen","rede","quelle","gesagt","hoeren","aussage","the","deutscher","aussage","buecher","unsere","of","rede","ehemalige","kinderehen","text","artikel","liste","archiviert","asperger","patent","the","satz","archiviert","gesagt","weissen","usdollar","rockefeller","michelle","juedische","of","belege","besitz","text","glaxosmithkline","scheich","antisemitismus","of","broschuere","hebraeischen","zitate","antisemitische","marx","josef","satz","sokrates","the","olaf","usamerikanischen","pfizer","robert","aussage","usa","aussage","lindner","trump","lisa",NA
"17","abbildung","aehnliche","melinda","offenbar",NA,"aan","abbilden","einsetzen",NA,NA,"verschwoerungstheorien","angeblich","franzoesische","the","islam","of","rettet","liebe","welt","interview","angela","fischer","merkel","beitrag","europaeischen","geteilt","welt","oezdemir","fakten","erfunden","angebliche","bangel","aspergersyndrom","angela","herles","bewertung","deutsch","jahr","verbreitet","anthony","nuernberger","rothschild","richard","goeringeckardt","biden","blackrock","peter","milliarden","sophie","dts","broschuere","eugen","king","angela","interview","einstein","leyen","beyond","the","angebliche","tusk","jahr","unvorstellbar","frage","ehemaligen","afrikanischen","daily","wisconsin","angebliche","pressekonferenz",NA
"18","abbildungen","afp","of","tank",NA,"aap","abbildet","frau",NA,NA,"webseiten","angela","gibt","spd","mannheimer","regierung","tina","stern","afd","statement","nachrichtenagentur","reicht","york","abtreibung","diversity","leben","deutschen","rechtsextremisten","mutter","zitats","suche","bardens","friends","hitler","rede","biden","bill","melinda","live","angela","gibson","familie","erfinder","schaeuble","anklageschrift","trumps","gesagt","gruenen","zitate","angebliche","dollar","geboren","usa","afd","geaeussert","huxley","olaf","menschlichkeit","stammt","amtszeit","karl","nachrichtenagenturen","welt","kursiert","gespraech","ursula","wissen","pressekonferenz","robert","ministerpraesident",NA
"19","abbinder","afrikaner","menschen","tausendfach",NA,"aargauer","abbildung","grenzen",NA,NA,"news","erika","artikel","for","la","afrikaner","ueberraschung","wirklich","damaligen","raum","bundeskanzlerin","jahren","angela","koran","artikel","jahren","sagte","stuerzenberger","jahr","stammt","goeringeckardt","gedicht","ms","patente","text","forbes","is","aussagen","jahr","institute","hollywood","york","erfindung","goering","obama","uspraesident","namen","zitate","john","strom","interview","heterosexuelle","suche","saskia","vergangenheit","maude","stammt","shine","ricarda","angela","vater","biden","vater","interview","reuters","bibliothek","hitler","klaus","leyen","davos",NA
"20","abbott","aneinander","about","think",NA,"ab","abbildungen","huffington",NA,NA,"titel","foundation","haus","news","darauf","aufteilung","verwandtschaft","sagen","gesellschaft","buero","politische","merkel","neu","verurteilt","youtubevideo","finden","robert","titel","bewertung","gericht","schiller","people","newspunch","pirbright","artikel","koontz","regierungssprecher","of","baum","satz","jobs","verschwoerungstheorie","jahr","uspraesidenten","gelernt","zitate","ehrhorn","claudia","worte","vermeintliche","angeblichen","schwabs","autor","jahr","anthony","times","liste","strafgerichtshof","aeusserungen","ursula","aussage","medienunternehmen","escher","angebliche","sharepic","corporation","luegen","welt","fritz","uspraesident",NA
"21","abbrechen","angaben","bekommen","traegt",NA,"abalo","abbinder","merkels",NA,NA,"veroeffentlicht","george","aeusserungen","welt","christliche","bundeskanzlerin","vizepraesidenten","vielleicht","hoecke","george","schreibt","politik","ehe","zitats","as","behauptung","steinbach","aussagen","sagt","buch","the","trump","obama","stiftung","stammt","name","seibert","welt","belege","wuhan","obama","conspiracy","kreditkarte","rede","uswahl","thema","kinderrechte","interview","zugeschrieben","london","merkel","familie","helmut","nie","buch","artikel","great","zitats","klaus","of","museum","trump","weltwirtschaftsforums","suche","theodor","obama","ehemaligen","usa","kritik","stammt",NA
"22","abbrennen","arbeitgeber","but","tuerkisch",NA,"abbag","abbott","musik",NA,NA,"politiker","frei","bundeskanzlerin","council","christlichen","butter","ard","gefunden","zitate","wurde","darauf","januar","afd","finden","frans","bald","system","afdwaehler","welt","maas","wurde","news","roth","bundeskanzlerin","youtube","roman","uspraesident","rede","badenwuerttembergische","leyen","worte","jackson","uspraesident","interview","gsk","satz","mundlos","stiftung","geaeussert","politiker","roger","wilhelm","hornscheidt","her","fontane","cicero","gsk","melinda","rose","aussage","zitat","weltordnung","wyss","waere","afrika","waehler","new","nostradamus","klaus","the",NA
"23","abbruch","bedeutung","by","uebersetzt",NA,"abbau","abbrechen","na",NA,NA,"findet","zeitung","ehemaligen","sagt","jesus","donald","autor","konferenz","menschen","rede","behauptung","quelle","vorschlag","blog","poverty","demokraten","to","bedfordstrohm","links","schulz","wort","zeitschrift","nie","quelle","spricht","york","bewertung","namen","christina","usa","firma","kennedy","gesagt","arizona","gibt","kapitol","satz","aussage","gesellschaft","quelle","vorurteile","interviews","heiko","geschrieben","kanzlerin","joe","wort","glauben","finden","scholz","jahr","woodbridge","privatjets","the","tatsaechlich","belege","claudia","minute","kubicki","konferenz",NA
"24","abbrueche","behauptet","can","urspruenglich",NA,"abbauen","abbrennen","neue",NA,NA,"teil","aussage","einstellung","auftritt","spricht","ehemalige","begriffe","zusammenhang","gut","geschichte","facebook","polen","geschlossenen","perennis","rostocklichtenhagen","dpa","you","bfv","angebliche","warren","koerner","gibt","is","franklins","bjoern","fakten","kanzlerin","un","georgia","donald","aeusserungen","sari","usa","buch","november","merkel","rede","bause","stammt","bezeichnet","washington","geborene","spaltung","thema","trump","geaeussert","maria","produktionsfirma","interview","to","schwabs","olaf","albert","obama","adolf","jahr","rockefeller","belege","newspunch","orbán",NA
"25","abc","bekam","eltern","verbreiten",NA,"abbauprodukt","abbruch","sagen",NA,NA,"dafuer","waere","englisch","ausstrahlung","welt","eintrag","redaktion","beim","heute","praesident","deutschland","renate","heirat","aussage","stammen","jugend","artikel","quante","bedrohung","deutschen","lichtenberg","angegeben","aussage","bewertung","gauland","brief","ramadan","finden","unserer","soros","jahr","geaeussert","aussagen","clown","bill","pfizer","nie","donald","orwell","goeringeckardt","ursprung","legalisierung","begriff","bundesstaaten","volksverraeter","jahr","namen","adorno","lang","jahr","familie","aussage","jahr","richard","bruce","geaeussert","rockefellerstiftung","jahrzehnte","ddr","aussage",NA
"26","abdecken","bekannte","erreichen","verbreitet",NA,"abbild","abbrueche","twitter",NA,NA,"sei","open","englischen","beweise","gibt","geruecht","afd","tatsaechlich","ziel","frage","anfuehrungszeichen","welt","kindeswohl","aussagen","wikileaks","kinderehen","begriff","scharia","gemeinschaft","archiviert","protokoll","englisch","internet","fakten","goernert","erschien","rede","milliarden","stammt","uspraesident","quelle","heiko","eingereicht","new","kanzlerin","anhaenger","bundeskanzlerin","ehen","roth","juden","sprach","margaret","geschichte","glasfaser","jahr","carlin","michael","germany","markus","sendung","of","bundeskanzler","robert","scobee","hahn","einstein","angebliche","fragt","cnn","wort",NA
"27","abdeckung","beweis","fact","vermeintliche",NA,"abbilden","abc","vielleicht",NA,NA,"allerdings","rede","entsprechende","hassverbrechen","bundeskanzlerin","kapitel","text","interview","diejenigen","fragen","archiveorg","direkt","legalisieren","bildmontage","zitat","merkel","europa","zitats","kleber","sagte","zugeschrieben","finden","jahr","interview","schaeuble","verurteilt","faktencheck","minute","sozialen","new","donald","trump","geplant","the","rede","bidens","bibel","aussenminister","archiviert","aussagen","usa","theodor","archiviert","scholl","muslimischen","nationalsozialismus","usa","voltaire","erklaerung","leisten","coleman","anstecker","dostojewski","worte","jeffrey","jr","gesagt","sagte","joe","journalisten",NA
"28","abdruck","bewertung","halten","verschwinden",NA,"abbildet","abdecken","warum",NA,NA,"ansieht","folgende","meinungsfreiheit","jelpke","frauen","kritischen","fragen","webseite","usa","sei","behandelte","frei","spiegel","sagte","eu","minderheit","forderung","archiviert","leserforum","januar","natuerlich","stammt","kindern","internet","worte","wuhan","cronk","china","ursula","george","enkel","volk","rede","formulierung","minute","lindner","donald","institute","satz","partei","rede","angebliche","stammt","zitaten","suche","zitats","aussage","aussagen","ergebnis","artikel","george","usa","hochrangiger","jahr","joest","minute","afd","bezog","politiker","antwort",NA
"29","abdruecke","bezeichnet","high","zeit",NA,"abbildung","abdeckung","zusammenhang",NA,NA,"arbeitskraeften","quelle","wilfried","journalistenwatchcom","kanzlerin","mannheimer","antwortete","anlaesslich","geteilt","gibt","betreibe","gruene","unwirksam","mal","kommission","nazis","organisation","geaeussert","minderheiten","beleg","internet","buch","fakten","gewalt","zitate","faktencheck","foundation","donald","youtubevideo","gesagt","mark","ausdruck","europaeischen","spricht","zukunft","masturbieren","joe","rede","text","angeblichen","generation","problem","blackrock","finden","tweets","stammt","finden","jahr","eingangsbestaetigung","titel","kleber","loesungen","vertrauter","finden","schuette","gruenen","ehrhorn","gates","titel","angebliche",NA
"30","abe","bezeichnung","massiv","allerdings",NA,"abbildungen","abdruck","viele",NA,NA,"bewegung","stimmt","zitat","quellen","pieper","masse","titel","aufzeichnungen","jahre","veroeffentlichte","bundestagsabgeordneten","geht","zurueck","correctiv","finden","stefanie","spaeter","of","land","internet","stiftung","hayden","cia","adolf","partei","welt","to","satan","gesagt","bgh","roth","begriff","biometrischer","demokraten","ausschnitt","soros","rothschild","the","erfunden","gruenen","goeringeckardt","aydan","gsk","suche","satz","findet","merkel","verfasser","strafgerichtshof","aussagen","protokolle","coronapandemie","the","rede","sendung","suche","schmidt","heiko","borrells","einstein",NA
"31","abel","bieten","vortrags","beispielsweise",NA,"abbinder","abdruecke","ganz",NA,NA,"claudia","bekannt","british","ramadan","trump","nachhaltige","geteilt","hinkt","webseite","schreibt","chef","elbe","darueber","aeusserungen","collage","zitate","frankreich","facebookpost","findet","recherchiert","deutschen","joschka","oezoguz","angebliches","aeusserungen","snopes","trump","afrika","the","dts","tax","belege","hoehne","fbi","lagarde","wuhan","screwtape","nina","politikern","bfv","journalisten","fred","juedischen","land","angela","interview","reset","obersten","talkshow","gewaehlte","textpassage","unabhaengige","uebersetzung","usa","gewessler","angebliches","trumps","jahr","dok","obama",NA
"32","abend","buches","ziel","damals",NA,"abbott","abe","schon",NA,NA,"eher","gibt","deutsch","uebersetzung","screenshot","schickte","ersten","juedisches","deutsche","abgeschafft","diskriminierende","grenzt","recherchiert","and","angegeben","alice","gut","deutschen","stammt","quelle","sagte","montagu","sexualitaet","islam","medienberichten","donald","jahr","kindern","finden","lambrecht","leben","merkel","kanzlerin","uspraesident","george","geaeussert","pazderski","afd","frei","kevin","kritisierte","katrin","soros","angebliche","antisemitismus","geschichte","wikipedia","treffer","unterzeichner","zitate","weltwirtschaftsforum","englisch","diesjaehrigen","pressekonferenz","welt","aussenministerin","william","michael","habecks","satz",NA
"33","abendblatt","dafuer","leben","gehoert",NA,"abbrechen","abel","post",NA,NA,"martin","mehr","gefuehrt","usa","integration","statement","veroeffentlicht","minderheit","sei","begriff","distanzieren","gruenenpolitikerin","zitat","demokratischen","dt","gar","fazit","text","auftritt","darueber","jahren","norman","snopes","quellenangabe","beck","dunkelheit","quelle","artikel","schwarzen","usregierung","minute","new","oezoguz","archiviert","bundeskanzlerin","netz","spricht","joe","angela","maas","gibt","krieghofer","twain","autoren","buerokratische","englisch","gesagt","the","waits","quelle","usa","georgia","thomson","begriff","anwesen","original","gruene","joe","heiko","trump",NA
"34","abendlichen","darunter","muessen","rechte",NA,"abbrennen","abend","vielen",NA,NA,"mehrheitlich","facebook","fragen","blog","akzeptieren","trumps","artikel","suchen","gerne","chefs","entnehmen","kuenast","satz","desinformationskampagnen","fundamental","gesellschaft","deutschland","schon","daily","gibt","interview","suche","for","runde","fuesse","gesagt","washington","englischen","of","usamerikanischen","mutter","frueher","orwell","john","angela","unterstellt","amtseinfuehrung","erfunden","geschrieben","politikerinnen","bundesregierung","the","wow","mehrheit","einstein","satz","interview","of","of","partei","open","great","weltbevoelkerung","eltern","cohen","ehemaligen","erwaehnt","gespraech","ursula","englisch",NA
"35","abends","erschienenen","behauptung","stellen",NA,"abbruch","abendblatt","deutschland",NA,NA,"notizen","geht","vereinigten","mohammed","aussagen","verloren","amt","altes","mal","conference","entsprechenden","lau","setzte","gesagt","gesellschaft","rundfunk","wurde","bbc","demokratie","buecher","is","gruppe","version","saetze","geithe","manipuliertes","verloren","webseite","kursiert","schulz","jahren","katrin","patentamtes","bundesstaat","familie","leisten","tunneln","pfizer","spricht","amerikanischen","new","versprechen","fehler","carrey","juden","rede","politik","wortlaut","world","forderung","rede","schulze","schweizer","astronautin","ghislaine","informr","kontext","finden","frage","interview",NA
"36","abendzeitung","erstmals","christian","vier",NA,"abbrueche","abendlichen","facebook",NA,NA,"oezoguz","kurz","aufsatz","interview","stimmt","voller","angefuehrt","denen","viele","europe","erfuellten","roth","bundestagsabgeordneten","herald","menschheit","weidel","atlantikbruecke","bundeskanzlerin","falscher","court","katrin","satz","froesi","stifter","volk","sinnentstellend","falscher","bewertung","faktenchecker","vater","facto","nuernberger","steiner","bewertung","anhaenger","wort","jahr","george","logik","googlesuche","sprechen","usa","gehoert","glasfaserkabel","ramadan","mal","bill","aeusserung","bill","praesidenten","christian","associated","begriff","castro","hitlers","trumps","steht","pfizer","welt","vereinigten",NA
"37","aberkannt","fakten","dabei","haus",NA,"abc","abends","aengste",NA,NA,"orbán","abrufbar","perfekte","kritik","akte","zitate","begangen","denke","mehr","geruecht","erfunden","zusammenhang","new","kirche","nation","gefordert","braucht","eingestuft","francis","fischer","schillers","fakten","gruenen","stifters","kemmerich","textpassage","frieden","gibt","gefunden","titel","greenberg","times","angebliche","praesident","fec","afd","verbreitet","vielen","gut","claudia","stammt","leute","sharepic","goeringeckardt","usimmunologe","biografie","buch","frage","podiumsdiskussion","satz","donald","ernst","leisten","lambrecht","joe","uspraesidenten","aussagen","sagt","vertrauen","ehemalige",NA
"38","aberle","form","and","seite",NA,"abdecken","abendzeitung","all",NA,NA,"recherche","aufklaerung","ging","zitiert","angst","blogs","begriffen","gelesen","jedoch","he","erfundenen","spiegel","satan","meinungsaeusserung","rights","angeblichen","oezdemir","goeringeckardt","geaeussert","offenen","theodor","angela","damals","spricht","sprach","uebersetzung","guardian","zeit","amerikanische","damals","ipso","to","espacenet","bill","gates","rede","forderung","aeusserung","clinton","nachrichtenagentur","news","deutschen","wisconsin","roth","archiviert","buch","europol","demokratie","mund","for","frohe","stammt","medikamente","mcnair","klaus","verbreitet","artikel","frei","autor","milliarden",NA
"39","abermals","gefangen","millionen","wurden",NA,"abdeckung","aberkannt","aufmachung",NA,NA,"roths","beantwortete","gut","statement","christus","dialog","beispiele","insbesondere","titel","irgendwann","erschien","europa","steht","muslime","satz","islam","patriotismus","gruenenpolitikerin","groesste","robert","fakten","brandt","kursiert","deutsch","aussagen","fremden","reuters","clinton","anne","projekt","name","jahr","falsch","dallas","hitler","begriff","goethe","amtszeit","kanzlerin","begriff","jahr","englisch","angebliche","selber","erfunden","conservative","lewis","bundespressekonferenz","pressekonferenz","kritik","verwandt","sagte","dybilasz","passage","reset","finden","finden","ursula","gruender","klaus",NA
"40","abes","gefunden","sagt","sechs",NA,"abdruck","aberle","aussage",NA,NA,"trump","bestandteil","of","jahr","existiert","partei","besassen","jugend","artikel","is","erschienen","stammt","jahr","paedophilie","schweizer","ueberschrift","wolfgang","heinrich","kanzlerin","sanders","usa","eulenspiegel","stammt","zugeschrieben","hannemann","verringern","times","gedicht","archiv","namens","rolle","vergangenheit","geheime","fischer","joe","belege","un","biden","raschid","damals","juni","elektroschocks","vermeintliche","politik","minute","dallas","weltwirtschaftsforums","einstein","aussagen","finden","wehrmacht","angebliche","generalmajor","schwedt","schwab","geld","minute","politiker","aussagen","sagte",NA
"41","abfaelle","gehe","auffassung","jahr",NA,"abdruecke","abermals","aussagen",NA,NA,"un","bundespressekonferenz","taetig","sechs","fuehrer","weder","betonen","lautete","amerikanischen","jeanclaude","eu","vermeintliche","ueberprueft","plattform","that","mai","gruenen","islam","oeffentlichkeit","schweitzer","unserer","habeck","bewertung","schweizer","interviews","thriller","angeblichen","is","geaeussert","alexander","namen","tun","rothschilds","kongress","trumps","aktionaer","angebliche","brechts","zitats","deutschen","usamerikanischen","epprecht","immer","angebliches","rede","juden","jahr","icc","satz","vermeintliche","zion","googlesuche","habecks","wef","weltwirtschaftsforum","buch","autorin","statement","organisation","muslime",NA
