"","2001-07-01","2012-12-01","2017-04-01","2017-05-01","2017-06-01","2017-07-01","2017-08-01","2017-09-01","2017-11-01","2018-01-01","2018-02-01","2018-03-01","2018-04-01","2018-05-01","2018-06-01","2018-07-01","2018-08-01","2018-09-01","2018-10-01","2018-11-01","2018-12-01","2019-01-01","2019-02-01","2019-03-01","2019-04-01","2019-05-01","2019-06-01","2019-07-01","2019-08-01","2019-09-01","2019-10-01","2019-11-01","2019-12-01","2020-01-01","2020-02-01","2020-03-01","2020-04-01","2020-05-01","2020-06-01","2020-07-01","2020-08-01","2020-09-01","2020-10-01","2020-11-01","2020-12-01","2021-01-01","2021-02-01","2021-03-01","2021-04-01","2021-05-01","2021-06-01","2021-07-01","2021-08-01","2021-09-01","2021-10-01","2021-11-01","2021-12-01","2022-01-01","2022-02-01","2022-03-01","2022-04-01","2022-05-01","2022-06-01","2022-07-01","2022-08-01","2022-09-01","2022-10-01","2022-11-01","2022-12-01","2023-01-01","2023-02-01"
"42","abfaellt","genannt","aufgegriffen","heisst",NA,"abe","abes","ausschnitt",NA,NA,"verhindern","daily","partei","veroeffentlicht","fuerchte","aussage","buerger","leid","auffassung","jemals","falsche","jahr","jahren","sucht","uebersetzt","wurde","tatsaechlich","islamfeindlichen","peter","wikiquote","news","luegen","spaeter","zeilen","kanzlerin","findet","bbc","kuenast","kokain","dallas","york","kursiert","us","obamas","immer","bill","kinder","ehrhorn","finden","bekannt","hinweise","erika","englischen","friedrich","reden","spruch","facebook","nationalsozialismus","geaeussert","ausschnitt","archiviert","nachrichtenagentur","hitlers","of","ludwig","vermeintliche","namen","vergangenheit","ziel","sharepic",NA
"43","abfall","genutzt","be","hamburg",NA,"abel","abfaelle","aydan",NA,NA,"jahr","erfahrungen","stellt","website","gesellschaft","frei","entscheidende","politik","bjoern","kevin","fragmente","erfunden","frage","verbreitet","verlinkten","gruenen","mitglied","jemals","politiker","veroeffentlicht","verbreitet","masernviren","seite","angebliche","lernen","faktencheckern","nachrichtenagentur","lanka","manchmal","goeringeckardt","wonach","sagt","zugeschrieben","waehler","daraufhin","eigene","reuters","fund","politik","alfred","frei","eusozialismus","buch","themen","wichtiger","voelkermord","the","platons","spricht","spaeter","interview","agenda","walter","vermeintliche","minute","mondlandung","googlesuche","sprache","vergangenheit","donald",NA
"44","abflug","gesteigerte","bekaempfen","news",NA,"abend","abfaellt","befuerworten",NA,NA,"buch","erfunden","deutsche","correctiv","hoeren","treffen","faktencheckportal","tote","erklaerte","letztlich","geborene","artikel","seite","wort","veroeffentlichten","viele","spiegel","kurschus","deutsch","jahr","text","new","ergebnis","wort","politik","new","kettenbrief","omeara","sohn","grady","david","stammt","heiko","wahlleute","text","gates","uwe","goeringeckardt","mehrheit","angebliches","the","heterosexualitaet","mark","pressekonferenz","muslime","zitate","weihnachten","willy","anwalt","anne","belege","allzu","christine","damaligen","new","of","welt","paul","usa","foerdert",NA
"45","abfolge","gestellt","bevoelkerungsreduktion","artikel",NA,"abendblatt","abfall","besuchte",NA,NA,"dadurch","erschien","aussagen","michael","idee","youtubevideo","finde","vortrags","groesstenteils","norbert","gegenwart","claudia","stammt","seit","vizepraesident","stammen","strom","mund","muslimischen","vergangenheit","cdu","saetze","veroeffentlichte","suche","spiegel","interview","kirche","paedophilen","toleranz","hans","deutsch","saetze","integrationssteuer","merkel","christine","lewis","blog","heiraten","vermeintliche","gefallen","and","homosexuelle","richard","gerne","uebersetzt","minute","artikel","angeblichen","aeusserung","barack","facebook","bundesstaaten","stammt","spricht","angebliche","frage","geaeussert","journalist","aeusserung","nuernberger",NA
"46","abfotografiert","ging","bevoelkerungswachstum","°c",NA,"abendlichen","abflug","dank",NA,NA,"wort","geaeussert","falsch","abc","isis","fischer","focusartikel","youtubeaccount","gruenenabgeordnete","of","gehe","integration","deutschen","kritisierte","voelker","sei","is","umvolkung","erfunden","jahren","kursiert","umvolkung","demnach","angaben","landtag","mimikama","bericht","parteien","uspraesident","lernen","wiedergegeben","passiert","werk","weissen","sagte","uspraesidenten","posting","schmidt","sendung","oezdemir","kontext","paedophilie","rothschild","gespraech","usa","webseite","blackrock","gericht","anklageschrift","fbi","suche","gerhard","frage","minute","nie","spricht","haldenwang","akzeptieren","asiatischpazifischen","ramadan",NA
"47","abfotografierte","handel","billion","µm",NA,"abends","abfolge","deutschen",NA,NA,"schon","generationen","dafuer","aussage","kapazitaet","japan","folgendes","sprache","koenigreich","philadelphia","gelesen","mariam","behauptung","artikel","werte","facebook","the","angela","vater","jahre","stammt","york","auszuziehen","system","nie","rede","britischen","snopes","uspraesidenten","masernviren","prominenten","artikel","datenbank","friedensabkommen","davon","winterthur","position","virology","politikerin","politikern","mehrfach","stammbaum","thomson","stammt","sagt","sagte","patent","verbindung","biden","obamas","damals","kissinger","weise","aeusserte","amerikanischen","wirtschaft","islam","kontext","demokraten","stempfle",NA
"48","abfotografierten","heutzutage","chance","aachen",NA,"abendzeitung","abfotografiert","drei",NA,NA,"dar","hoffen","geld","bjoern","leere","urspruenglich","fremden","fuehrer","leyen","professor","geniesst","trittin","gegenueber","darin","woertlich","artikel","seit","lengsfeld","eigenen","davon","links","voelkermord","claudia","benjamin","pressekonferenz","internet","minute","glauben","kritik","mcqueen","november","wort","beleg","bundeskanzlerin","firma","zitaten","jahren","debatte","sahra","signatur","dokumente","partei","worten","namen","ging","mehrfach","verbindungen","usa","formuliert","redebeitrag","bundeskanzler","weltwirtschaftsforums","einstein","quelle","finden","politikern","john","frage","jr","verfassungsfeinde",NA
"49","abfotografierter","historiker","chancen","aan",NA,"aberkannt","abfotografierte","eigentlich",NA,NA,"welt","katholische","jahr","englischen","vierteln","nie","freunde","allgemeine","mail","sigmund","gesundes","zitate","erst","satz","antwort","ueberprueft","dafuer","weidel","version","spiegel","artikel","angebliche","ging","gedicht","original","leben","digitale","frage","york","politifact","uebersetzung","angebliche","gefordert","kettenbrief","pressekonferenz","damals","version","kettenbrief","nie","blog","heterosexualitaet","autor","afd","biden","finden","namen","suche","findet","forum","stammt","veroeffentlichten","finden","faessler","stammen","gesellschaft","sharepic","solschenizyn","fragen","verschwoerungserzaehlungen","verstehe",NA
"50","abfrage","inzwischen","children","aap",NA,"aberle","abfotografierten","einziges",NA,NA,"belege","kindeswohl","davon","hoecke","viele","richtung","gekennzeichnet","besser","minderheit","staaten","gezogen","beste","abgeordneter","zudem","dokument","seite","heute","verbreitet","facebookpost","fakten","nie","existenz","halbe","langworth","zurueck","klar","literatur","fakten","neben","nie","frei","aeusserung","nummer","aussagen","sendung","aufsatz","afd","management","rede","wissenschaft","heterosexuelle","klimakrise","nachrichtenagentur","claudia","spricht","aeusserte","katholisch","stammt","hannah","warf","britischen","staaten","geaeussert","heute","geaeussert","denken","staatsanwaelte","the","firma","jahren",NA
"51","abfragen","irgendeiner","dadurch","aargauer",NA,"abermals","abfotografierter","erleben",NA,NA,"jones","klaus","bestaetigt","sicherheitsluecken","antwortet","dieter","generationen","statement","nachher","tatsache","hindeutet","schluss","aeusserungen","gerne","blogs","mal","mehr","spricht","deutscher","akkaya","spricht","gericht","interview","roth","gibt","titel","milliarden","geaeussert","london","aussage","weissen","donald","praesident","bundesstaaten","gerissen","version","aussagen","sagte","ostern","belege","homosexuelle","forderung","oh","kennedy","wirklich","wirklich","kommunikation","original","initiatoren","interpretiert","stammt","film","mitgliedschaften","kontext","brandt","heinrich","verwandtschaft","presse","suche","finden",NA
"52","abgabe","kommt","davon","ab",NA,"abes","abfrage","fazit",NA,NA,"tatsaechlich","leader","antwort","staerkere","islamischen","artikel","gesucht","aeussert","nachrichtenfabrik","thanksgiving","historische","waere","amtszeit","mohammed","eukommission","cdu","gehoert","gelegt","thomas","bause","baker","of","sex","woerter","bundeskanzlerin","zusammenhang","muslimen","kultur","mary","herbert","journalisten","memo","schon","angeblichen","satz","vielmehr","unternehmen","falsch","begriff","version","honecker","vermeintliche","namen","manchmal","new","november","pfizer","rede","is","vorstand","antisemitischen","press","schwabs","wurde","cia","jahre","zusammenhang","googlesuche","milliarden","heute",NA
"53","abgaben","langes","do","abalo",NA,"abfaelle","abfragen","folgende",NA,NA,"frage","oeffentlich","veroeffentlicht","us","europaeische","steckt","institutionen","nein","november","verstehen","huffington","zukunft","anerkennen","angebliche","ebenfalls","aeussert","facebookbeitrag","aeusserungen","ziel","çigdem","begrenzung","post","usdollar","britische","faktencheck","weder","neonazi","bundeskanzlerin","gates","zeit","belege","pleiten","familie","stammt","faktencheck","welt","alte","damals","autor","twitter","kanzlerin","politische","belege","sophie","sprach","suche","autor","nie","menschlichkeit","gruenenpolitiker","davos","gesprochen","traum","saetze","epsteins","stammt","stiftung","bali","sagt","erfunden",NA
"54","abgeaendert","lockt","entstellt","abbag",NA,"abfaellt","abgabe","folgt",NA,NA,"darin","reicht","tatsaechlich","vornamen","form","nennt","klima","mehrere","politikerin","verweist","inhaltlich","mehrere","aufklaerung","gar","jedoch","angela","offenbar","michael","bekannt","elizabeth","gruenenpolitikerin","archiv","zitats","charles","finden","anhaengern","nicholas","quellen","zufolge","alice","angebliche","rothschilds","ging","staaten","zusammenhang","praesident","vermeintlichen","geteilt","angeblichen","namen","politikern","frage","fuehrt","waziri","welt","titel","antwort","version","nouripour","rechtsextremen","esser","mitglied","undenkbar","gespraech","fauci","bezeichnet","uebersetzt","buch","findet","deutsch",NA
"55","abgebaut","nachrichtenagentur","equitable","abbau",NA,"abfall","abgaben","fragen",NA,NA,"zusammen","schrumpfen","seite","wagenknecht","antwortete","franzoesischen","koenig","frage","sharepic","wach","interpretation","abgedruckt","buchseite","internet","aktionsprogramms","antisemitismus","darueber","worte","herrmann","eric","merkels","bundeskanzlerin","bericht","sendung","januar","band","officer","wirklich","ja","quelle","geaeussert","that","sagt","angela","mehrfach","findet","bank","november","hillary","suche","that","angeblichen","for","zusammenhang","stammt","namens","gibt","boris","nouripours","lang","grosseltern","korrekt","spricht","john","florida","scholz","eukommissionspraesidentin","colombo","scott","weissen",NA
"56","abgeben","name","erfolgreich","abbauen",NA,"abflug","abgeaendert","gearbeitet",NA,NA,"autor","sinngemaess","sagen","wahlen","gemeinsam","darunter","kritik","sagte","sowieso","with","juedischen","beleg","damalige","englisch","archivierten","artikeln","bereits","bewertung","versionen","friess","of","geschrieben","artikel","afd","hitler","bevoelkerungswachstum","schillers","geschrieben","landtag","bundeskanzlerin","sagt","sagte","wort","satz","jahre","eigenen","the","aussenministers","googlesuche","rede","thierry","archiv","pfizer","aussagen","antisemitischen","aussagen","sprach","brandt","pensionierte","bezieht","grusswort","dollar","gruender","eigenen","leonore","lange","schon","energiekrieg","verbrechen","demokratie",NA
"57","abgebildet","netzwerken","erklaert","abbauprodukt",NA,"abfolge","abgebaut","gehoert",NA,NA,"beim","stammen","behauptet","wurde","heute","leben","kritischen","zeitungen","spricht","immer","korrupte","beruehmten","damaligen","dafuer","gespraech","beider","klar","wort","zitiert","goeringeckardt","orwell","konfuzius","ueberschrift","darin","koontz","biologische","this","faktenchecker","name","artikel","berg","auftritt","artikel","barack","land","angebliche","sei","gruenenpolitikerin","jahr","wer","verschwoerungserzaehlungen","buecher","aussagen","falsche","dekret","internet","englisch","kissinger","philosoph","niemals","haftbefehl","krieg","vielleicht","spaeter","morell","deutschen","realitaet","geaeussert","immer","familie",NA
"58","abgebildete","november","first","abbild",NA,"abfotografiert","abgeben","gelegt",NA,NA,"zusammenhang","tweets","europa","britische","muessen","aussagen","kritisierten","seit","the","finden","kritisierte","erschienen","entsprechenden","immer","julius","brauche","taucht","artikel","jahren","ilhan","praesidenten","merkels","behauptung","ausgabe","marx","days","tradition","website","dpa","finden","franziskus","verschwoerungsmythen","zeit","neuauszaehlung","geruecht","ja","suche","merkel","heute","treffer","yorker","gew","bekannt","worte","denke","kontext","text","philosophen","platon","press","katalognummer","besitz","politik","sprach","normalitaet","angeblichen","online","gtreffen","schlachten","afd",NA
"59","abgebildeten","oeffentlichen","folgendes","abbilden",NA,"abfotografierte","abgebildet","geliked",NA,NA,"jahre","uebersetzung","welt","emails","haetten","opfer","legalisieren","gesicht","usamerikanischen","durchfuehren","meinte","fischers","erfunden","staaten","magdeburger","buergerschaft","fakten","ja","ueberschrift","joschka","roth","nazis","daniel","ziel","werk","dean","werk","usa","firma","york","georgia","satz","nie","state","europa","angeblichen","of","verbindungen","claudia","heute","milliarden","homosexualitaet","ehemaligen","fuers","donald","afroamerikanischen","bischofskonferenz","schwab","volk","gibt","society","bidens","zugeschrieben","geboren","notstandsgesetze","titel","netzwerken","ostdeutschen","angela","mal",NA
"60","abgebrochen","recherchen","gaengige","abbildet",NA,"abfotografierten","abgebildete","gemeint",NA,NA,"immer","verfasst","aeusserte","fragt","davon","immer","mediathek","bereits","verdreht","nachrichtenagentur","museum","heiko","ergaben","europa","oktober","claudia","rede","stammt","weder","leider","schillerzitat","pirinçci","isis","muessen","muessen","deutschsprachigen","with","entstanden","behauptung","geschichte","germany","worte","kontext","vereinigten","anklage","suche","titel","aussagen","sagte","tauchen","thema","mathematiker","of","eltern","islamische","back","boehnhardt","to","jahr","allgemeinen","starb","brosche","familie","gruess","rechtsextremen","partei","bezog","scheint","artikel","of",NA
"61","abgedeckt","sagte","gegenteil","abbildung",NA,"abfotografierter","abgebildeten","gerade",NA,NA,"geld","wohlstand","aeusserung","meuthen","juni","antwort","meinung","veroeffentlicht","vermeintlichen","erfunden","nenne","leyen","erstens","faktencheck","planet","dummen","buch","deutschland","verbreitet","supreme","schriftsteller","sigmund","ausdruck","allerdings","sagt","end","wort","leben","netz","stammt","meinungsforschungsinstitut","pressekonferenz","angemeldet","taucht","dunham","befindet","tatsaechlich","beiden","welt","politische","aussage","money","name","scholz","kommunikation","erfunden","gefallen","usdollar","text","deutschen","wells","company","globale","resnik","talkshow","artikel","sprach","werke","nie","quelle",NA
"62","abgedruckt","schwarzen","gelangt","abbildungen",NA,"abfrage","abgebrochen","gerissen",NA,NA,"of","bezieht","afdpolitiker","bekannt","falsch","warum","meme","sei","webseiten","europaeischen","nutzten","neuss","familiengerichts","kritik","suche","ehen","erika","fakten","unsere","verbreitung","snopes","verbrechen","googlesuche","zweiten","deutschen","englischen","zitate","darauf","seite","labor","meinungsfreiheit","aussagen","economic","behauptung","praesidentschaftswahl","vergangenheit","briefe","vermeintliche","afd","aehnliche","verfasser","stiftung","ziel","politikerinnen","merkel","geschichtsbuecher","herkunft","foundation","dialog","begriff","internet","dsouza","reduzieren","ronald","trump","weiss","jahr","angeblichen","finden","geaeussert",NA
"63","abgefangen","sei","genug","abbinder",NA,"abfragen","abgedeckt","gesellschaft",NA,NA,"wegen","enthaelt","afrikaner","rede","website","pressekonferenz","michael","artikel","anfang","black","osten","oezdemir","finanzminister","angegeben","taucht","focus","friess","links","schon","youtubevideos","zugeschriebene","webseite","the","bause","kommt","englischsprachigen","bundesregierung","behauptung","erwaehnt","rede","obamas","vereinigten","forum","deutschen","prosieben","tun","buch","sterne","stiftung","stammt","blackburn","vorurteile","haette","live","seibert","archiviert","krenz","hoeren","gesellschaft","praesident","faktencheck","juedische","wirtschaft","uspraesident","verschwoerungstheorien","dokument","begriff","zerstoeren","ehemaligen","jahr",NA
"64","abgefeuert","spaeter","gesagt","abbott",NA,"abgabe","abgedruckt","gespraech",NA,NA,"webseite","erwaehnt","alice","alice","jedoch","geteilt","migrationspolitik","aeusserungen","bald","falsche","reden","quellenangabe","gar","sagt","version","hamburgischen","habecks","falschen","jahre","zitate","deutsche","viele","facebook","bystron","stammen","faz","interview","are","verschiedenen","wurde","papst","verschwoerungstheorien","george","verloren","umwelt","fakten","cs","gegruendet","franziskus","donald","politik","with","aktionaer","zeit","stoerend","zitiert","papst","anklage","passage","letzten","diiaapp","reset","keinerlei","politische","weltwirtschaftsforums","staat","agenten","gerissen","bidens","frei",NA
"65","abgefilmten","tages","gesundheitsversorgung","abbrechen",NA,"abgaben","abgefangen","guardian",NA,NA,"anfrage","sagt","alten","gekennzeichnet","angela","correctiv","minute","alleine","persoenlichen","kommen","sachen","ursula","gewaehlte","jahren","with","johann","kuenast","kontext","anfeindungen","schon","quelle","facebook","falscher","crime","ehemalige","gedichte","statement","bardens","jahren","albrecht","podcastfolge","usa","hass","kontext","unsere","wonach","inne","archiviert","hagen","ostdeutsche","findet","rede","altkanzler","antwortet","theodor","kursiert","podcast","genios","wisconsin","ehemalige","inhaltlich","rothschilds","of","vereinigten","great","vergangenheit","garage","vermeintliche","charles","weihnachten",NA
"66","abgefiltert","thanksgiving","ging","abbrennen",NA,"abgeaendert","abgefeuert","haenden",NA,NA,"wurde","kontroverse","amerikanischen","autor","davor","veroeffentlicht","moralische","angeblichen","voellig","wenig","saeugling","verhindern","gleiche","behauptet","text","kandidaten","of","albrecht","bankiersfamilie","liste","finden","links","tun","frankfurter","jedoch","gesundheitsversorgung","klaus","foundation","berichtet","allergy","pressereferentin","welt","juden","haus","wonach","finden","politifact","gehoert","reden","philosophen","herkunft","worte","besitz","geht","wuensche","bezog","polynesia","leyen","verbrechen","zusammenhang","finden","timeinterview","ziel","findet","interviews","verbindungen","maxwell","freiheit","eukommissionspraesidentin","praesident",NA
"67","abgefragt","usamerikanischen","great","abbruch",NA,"abgebaut","abgefilmten","halten",NA,NA,"gibt","kurze","angela","geht","journalisten","finden","na","angezweifelt","davon","forderung","spreche","wahres","heiraten","absage","titel","kontext","otte","bielefeld","beispiele","martin","zitierten","darin","webseite","gatesstiftung","oezoğuz","jahrhunderten","projekt","fund","universitaet","arnim","snopes","geschrieben","koran","volk","internet","seite","uebersetzung","verbindung","smart","spendenbereitschaft","usdollar","rechtsextremisten","bildmontage","rede","bildung","baseballspieler","uspraesident","quelle","allgemeinen","tageszeitung","initiative","verhaftet","buecher","buch","satz","amtszeit","melinda","kultur","gasumlage","internet",NA
"68","abgefuehrt","verbreitet","has","abbrueche",NA,"abgeben","abgefiltert","handelt",NA,NA,"aehnliche","blog","angezeigt","amerikanischen","marktwirtschaft","wurde","nachhoeren","beruf","falschmeldungen","mimikama","stoesst","wolfgang","herhalten","algorithmen","the","kritisiert","politikerin","cem","bergen","deutschland","googlesuche","richard","quelle","gott","sendung","maas","satz","george","afdabgeordneten","barack","steve","afd","patentamt","november","gesellschaft","verbreitet","uspraesident","falsche","vashem","thematisiert","googlesuche","angebliches","bundeskanzlerhelmutschmidtstiftung","dahin","the","beaver","erfunden","ueberhaupt","sprach","kursiert","voelker","partei","englischen","belege","praesident","deutsch","microsoft","worte","kommunistischen","angeblichen",NA
"69","abgegeben","verkauft","have","abc",NA,"abgebildet","abgefragt","hart",NA,NA,"agenda","genau","anschluss","politiker","muslimischen","ganz","nahm","bundeskanzlerin","problem","stammt","taz","zitierte","integrationsministerin","alte","not","kursiert","precht","identitaere","bestand","ehemaligen","gut","genozid","jahren","merkels","wurde","melinda","geht","investiert","akten","bardens","vashem","land","patentamts","gespraech","angeblichen","amtseinfuehrung","verfassen","uebersetzung","weisse","trump","vergangenheit","sex","deutsch","geaeussert","belege","schwarzen","darin","internationalen","angebliches","usa","ehemaligen","volkes","lambrechts","treffer","weissen","doerner","microsoftgruenders","persoenlich","sitzung","ging",NA
"70","abgegebene","vielen","heute","abdecken",NA,"abgebildete","abgefuehrt","heisst",NA,NA,"agent","ja","ausgewaehlt","allerdings","papstes","sagt","nation","bundesregierung","leben","mehr","tazartikel","bereits","internetseite","angela","rechtsradikalen","rechtspopulisten","tank","islamisch","boulevardzeitung","haeufig","ursprung","washington","and","mondlandung","satz","passage","tweets","masernviren","amerikaner","dollar","verschwoerungsmythos","getroffen","patents","bidens","gespraech","anleger","verhaftet","nie","yad","vermeintlichen","geschichte","welt","erzogen","usa","bekannt","stamme","verschwoerungserzaehlungen","de","fordern","politiker","begriff","ziele","menschenleben","interviews","archiviert","george","mitschnitt","interviews","stiftung","generation",NA
"71","abgegebenen","woher","if","abdeckung",NA,"abgebildeten","abgegeben","integrationsministerin",NA,NA,"anfeindungen","world","beantwortete","gibt","reden","klar","netzwerks","cdu","hintergrund","internet","the","angela","jugend","arme","webseiten","roth","thinktanks","katrin","braucht","brief","falsch","dafuer","angebliche","next","falsch","rolling","zugeschrieben","neon","ansehen","rothschild","world","damals","politik","georgia","phoenix","antifa","werk","sharepic","gesprochen","befragt","aussagen","stelle","george","zeitpunkt","bundeskanzlerin","are","geschichte","politik","uebersetzung","frueheren","british","stiftung","okay","is","veroeffentlicht","groessenwahn","mutter","wort","uspraesidenten","red",NA
"72","abgeglichen","worden","interviewt","abdruck",NA,"abgebrochen","abgegebene","interview",NA,NA,"angebliche","dokument","bearbeiten","hass","sozialismus","seite","oeffentlich","chinesen","of","beiden","umstritten","stoesst","kindesmissbrauch","beschriebenen","verschwinden","traf","verbindung","klare","britische","university","journal","bewertung","verbreitet","propaganda","sagen","significant","york","nettle","antwortet","saint","yad","natuerlich","roth","praesidentschaft","geruechte","axa","zugeschrieben","heisst","frueher","universitaet","york","integrationssteuer","james","deutschen","ideologie","verschiedenen","spd","open","versionen","googlesuche","verbreitet","duerfe","papst","ddr","jahr","management","praesidentin","praesidenten","vortrag","erwaehnte",NA
"73","abgegrenzt","wurde","job","abdruecke",NA,"abgedeckt","abgegebenen","interviewausschnitt",NA,NA,"angriffe","britische","begriffs","jahre","sprechen","medien","paedophilen","chinesischen","quelle","berichtete","veraendert","mehr","kritisierte","blogs","angeblich","versionen","treffen","kultur","bundeskanzlerin","gruenen","sharepic","deutsche","muessen","rechtsextremisten","angebliche","sohn","afd","obama","community","times","zitaten","stelle","stiftung","jahr","scytl","ceo","finden","faelschlicherweise","namen","worte","gegenteil","quelle","judentum","sprach","rick","fuehrt","milliarden","interview","treffen","sharepic","englisch","verbreitet","finden","sowjetunion","wort","menschlichkeit","reden","damals","begriff","sagt",NA
"74","abgehalten","wurden","legt","abe",NA,"abgedruckt","abgeglichen","interviews",NA,NA,"antisemitische","buero","beleg","quelle","uspraesidenten","webseite","pressefreiheit","dadurch","bezieht","geht","verbreitete","tatsaechlich","kultur","buch","frage","weiss","finden","mission","charles","falsche","pressekonferenz","cdu","faktenchecker","vorwort","alexander","talk","all","osama","conference","trittin","zuckerberg","usdollar","stammt","sprach","link","decke","quellen","entstanden","sagt","geschrieben","politiker","fragen","migrationspolitik","kontext","podiumsdiskussion","belege","tun","finden","familie","belege","geboren","aussagen","interview","aehnlich","politik","murray","schwierige","kursiert","bekannt","minute",NA
"75","abgeholt","zeitung","leicht","abel",NA,"abgefangen","abgegrenzt","ja",NA,NA,"antisemitismus","einwanderung","beschreiben","macht","weissen","text","problem","dokument","regierung","sozialen","vergangenheit","seit","lernen","eins","unsere","heiraten","merkel","politiker","claus","netzwerken","faktencheck","zitiert","abendzeitung","werken","chats","tot","national","satanischen","department","uebersetzt","art","frage","politiker","usmedien","behauptungen","denken","archiviert","jahr","alten","wortlaut","youtube","vergangenheit","museums","vereinigten","aussagen","englischsprachigen","john","anklaeger","internetseite","wer","praesidenten","internet","kontext","zuvor","scheint","orwell","stokowski","angebliche","treffen","boris",NA
"76","abgeholzt","zurueck","limit","abend",NA,"abgefeuert","abgehalten","kinderehe",NA,NA,"archiveorg","sache","bezug","zeitung","wohlstand","absehbar","reichte","duerfen","mimikama","behauptung","verkuerzten","internet","manchmal","erfunden","faktencheck","konnten","anklage","positionen","donald","the","jahre","artikel","afdchef","angeblichen","ddr","umgewandelt","grossbritannien","uspraesidenten","factcheckorg","virology","prozesse","bezieht","satz","george","mutter","englischen","spaeter","kritik","george","antwortete","artikel","gruenen","sarrazin","sagt","einheit","dokument","weltbevoelkerung","brandts","oktober","jedoch","wort","deutschlands","geboren","archiviert","frueher","stanley","unterdrueckung","spiel","and","faschisten",NA
"77","abgeklaert","zusammenhaengt","more","abendblatt",NA,"abgefilmten","abgeholt","kinderehen",NA,NA,"aristoteles","sagte","britischen","kampf","faende","aeussern","rente","entsteht","verschiedene","sagt","vollkommen","sagte","methoden","ergebnis","teilen","zukunft","geschrieben","rose","folgende","frankfurter","facebookbeitrag","amerikanischen","artikeltext","darunter","holger","usdollar","ausschnitt","waechter","fleisch","warnte","fauci","are","anmeldung","wirtschaft","vermeintlichen","fortbildung","spruch","vermeintlichen","glaube","gibt","sagte","wahrheit","snopes","archiviert","of","quelle","frage","bundesstaaten","frei","schon","ostern","bezieht","englisch","land","jahren","thatcher","weimarer","anteile","minute","paedophilie",NA
"78","abgekuerzt","zusammenhang","nationen","abendlichen",NA,"abgefiltert","abgeholzt","klar",NA,NA,"ausrichten","stammt","bundesaussenminister","falsch","ging","alten","respekt","ergebnis","gruenen","darauf","vorantreiben","taucht","mitbuerger","european","kontext","muslime","twitter","the","frieden","finden","zitiert","auftritt","ausgaben","muslime","honecker","vorhergesagt","new","zweitgroesste","francisco","zeichnungen","britischen","arnim","verschwoerungsmythen","nuernberger","geaeussert","george","englischsprachigen","artikel","goethe","kritisieren","erfunden","leben","verstanden","deutsch","schon","unsere","falsch","generaldirektor","googlesuche","regierung","satz","land","rnd","aussagen","artikel","winkler","weltartikel","spaeter","today","podiumsdiskussion",NA
"79","abgelassen","haendler","new","abends",NA,"abgefragt","abgeklaert","klassischen",NA,NA,"australischen","fazit","bundespressekonferenz","dabei","titel","and","schaffen","erscheinungsdatum","twitter","ja","wahrheit","falsch","nahezu","faz","sollen","nein","frei","vera","gesellschaftlichen","unserer","gesprochen","bedeutung","billion","englischen","kultur","weltbevoelkerung","aehnlichen","fazit","geistigen","sprach","findet","aussenminister","findet","wasserzeichen","apotheker","goeringeckardt","fischer","gericht","gruenenpolitikerin","parteien","fragen","stammt","vorstand","einstein","urheber","usa","damaligen","platon","diejenigen","namen","verbreitete","kurz","sagt","zugeschrieben","anthony","your","zitate","angebliches","intelligenz","reden",NA
"80","abgelaufen","the","offen","abendzeitung",NA,"abgefuehrt","abgekuerzt","klingt",NA,NA,"aydan","fragte","community","geteilt","behauptungen","anschein","seiten","erwaehnte","falsch","aussage","zeigte","verfuegbar","national","firma","sehen","angebliche","minute","vielen","institutionen","menschen","for","bgh","erwachsenen","weltkrieg","lafrenz","zerstoeren","faktenchecker","existenz","gewisse","belege","zukunft","buch","archiviertbewertung","amerikanischen","archiviert","politischen","unrecht","unternehmen","grusswort","zeit","afd","satz","winterthur","falscher","center","begriff","politiker","produktionsfirmen","uebersetzt","webseite","thema","falsch","spaeter","wirtschaft","antwortet","welt","kursiert","britischen","wirtschaftsgipfel","kritik",NA
"81","abgelaufene","son","or","aberkannt",NA,"abgegeben","abgelassen","kommen",NA,NA,"befristet","heute","damaligen","schreibt","koenne","antwortet","themen","faelschlich","veroeffentlichte","dafuer","bundestag","angeblich","sass","fordern","mal","verbreitet","erfunden","sagte","isis","september","grossen","donald","eulenspiegel","jahren","page","zitierten","googlesuche","jahre","googlesuche","frau","erfunden","fraktionsvorsitzende","text","angebliche","persoenlich","qanon","widerstand","angebliche","hart","uwe","debatte","ausgeht","wuhan","gegruendet","frei","ergebnis","sagte","schmidt","zitiert","weder","findet","nehmen","jahren","zukunft","bibliothek","sprach","pressekonferenz","warum","sprach","bezeichnet",NA
"82","abgelegt","°c","people","aberle",NA,"abgegebene","abgelaufen","kompletten",NA,NA,"bekam","behauptet","daneben","tatsaechlich","hingegen","aufklaerung","ueberlegt","folgendermassen","seit","netz","gespraech","leser","snopes","frei","behauptet","partei","sendung","diskussion","kritiker","facebook","bereits","germany","finance","autor","snopes","netz","internet","uwe","guardian","ursula","geteilt","geschichtsbuecher","getroffen","wort","news","sinnentstellend","damals","anteilseigner","islam","daraufhin","archiviert","of","deutschen","lernen","deutschen","sprachen","wagner","schriften","gruenen","bundestagsbuero","daraufhin","sechs","geschrieben","vergangenheit","buch","findet","fuehrt","aufgebaut","diskussion","artikel",NA
