"","2001-07-01","2012-12-01","2017-04-01","2017-05-01","2017-06-01","2017-07-01","2017-08-01","2017-09-01","2017-11-01","2018-01-01","2018-02-01","2018-03-01","2018-04-01","2018-05-01","2018-06-01","2018-07-01","2018-08-01","2018-09-01","2018-10-01","2018-11-01","2018-12-01","2019-01-01","2019-02-01","2019-03-01","2019-04-01","2019-05-01","2019-06-01","2019-07-01","2019-08-01","2019-09-01","2019-10-01","2019-11-01","2019-12-01","2020-01-01","2020-02-01","2020-03-01","2020-04-01","2020-05-01","2020-06-01","2020-07-01","2020-08-01","2020-09-01","2020-10-01","2020-11-01","2020-12-01","2021-01-01","2021-02-01","2021-03-01","2021-04-01","2021-05-01","2021-06-01","2021-07-01","2021-08-01","2021-09-01","2021-10-01","2021-11-01","2021-12-01","2022-01-01","2022-02-01","2022-03-01","2022-04-01","2022-05-01","2022-06-01","2022-07-01","2022-08-01","2022-09-01","2022-10-01","2022-11-01","2022-12-01","2023-01-01","2023-02-01"
"10","seien","abalo",NA,"mehreren","berichtet",NA,"massnahme","aap",NA,NA,"gehackt","hergeholt","gaza","nehmen","ankunft","bereit","massaker","veroeffentlichungsdatum","abbag","besetzt","dritten","pfeile","bildzeitung","ungarn","eingesetzt","liegt","seien","boot","russischen","nachrichtenagentur","transparency","behauptung","saudiarabien","video","kaempfer","lesbos","international","zeigen","fahrzeug","foto","regierung","russischen","russischen","afghanistan","hafen","staaten","tausende","bomben","minenfeld","jerusalem","china","fotos","fotos","afghanistans","rauchschwaden","kuwait","instagrambeitrag","wladimir","video","maerz","selenskyj","krieg","rakete","angriff","melnik","waffen","krieg","krieg","ftx","polen",NA
"11","standort","abbag",NA,"nachrichtenportal","times",NA,"organisation","aargauer",NA,NA,"geschickt","krieges","lawrow","opfern","spanien","beschuss","russland","toten","abbau","entlang","einkaufszentrum","sun","child","maerz","offenbar","davon","abzeichen","schiffe","april","fotos","syrien","un","urumqi","mehrere","frauen","migranten","videos","foto","fotos","gazastreifen","nachrichtenagentur","tuerkei","sun","abkommen","russische","stunden","angaben","militaerisch","russische","production","gazastreifen","explosion","frauen","rn","japan","englisch","jahrestag","indonesien","ukrainische","kiew","sehen","autos","putin","litauen","lipp","bremen","putin","polen","selenskyj","charlie",NA
"12","tatsaechlich","abbau",NA,"territorialen","°c",NA,"praeventive","ab",NA,NA,"grenze","laengsten","salisbury","regimes","verwaltung","geschmuggelt","solidaritaet","ausgebrochen","abbauen","libanon","entwickelten","uniformierten","eingestellt","dokumente","unsere","webseite","militaerische","waffen","kuestenwache","afrin","video","land","maerz","astronauten","alliierten","land","fahrzeuge","boeing","folge","maps","stadt","lager","united","polnische","russland","usa","aktuell","nawalny","zug","israelischen","libanon","sehen","maenner","dollar","staatliche","reifen","kreml","landwirtschaftsminister","blinken","angriff","stadt","soldaten","russlands","kaliningrad","krim","soldaten","stream","waffen","bandera","orban",NA
"13","verbreiteten","abbauen",NA,"verbindungen","µm",NA,"russen","abalo",NA,NA,"langen","military","sergei","sowjetischen","haetten","golf","stationiert","mediale","abbauprodukt","pipelines","fliehen","verzichtet","entstanden","berichtete","demnach","veroeffentlichte","russland","maenner","satellitenbilder","bord","befreit","menschen","fotos","besatzung","terrororganisation","usa","lazcar","kremls","usa","gebieten","praesident","kennzeichen","wladimir","bbc","russischen","bord","dahinter","russischen","april","luftangriff","ostchinesischen","china","afghanen","video","fotos","usa","krieges","russische","wladimir","foto","krieg","panzer","einkaufszentrum","video","aufgenommen","russischer","sehen","denisova","krieg","russland",NA
"14","verlegt","abbauprodukt",NA,"york","aachen",NA,"russische","abbag",NA,NA,"russland","mitteilte","wurden","historikerin","weggeworfen","hafen","verbreitete","drei","abbild","russischen","iran","zweiten","for","wurde","behauptet","mai","syrische","ort","indien","grenze","bunkern","zeigt","al","cover","syrische","erdoğan","ramstein","organisatoren","juni","worden","ammoniumnitrat","nawalny","august","usa","schiff","jaroslaw","kreml","syriens","bild","gebaeude","kassem","bild","sehen","nachrichtenagentur","aufgenommen","russischen","verteidigungsministerium","russland","grenze","selenskyj","truppen","grenze","angriff","panzer","video","krieg","bowen","sehen","russische","hebdo",NA
"15","zusammenhang","abbild",NA,"europa","aan",NA,"spekulationen","abbau",NA,NA,"verkaufen","nationale","regierung","island","behauptung","nord","vermeldet","vergangenen","abbilden","russland","libanesische","bulgarischen","gesammelt","anscheinend","artikel","aid","spenden","migranten","lodhi","offizielle","ersuchen","al","irak","evakuierung","bedingungen","manoever","usarmy","westlichen","april","autonomiegebiete","einschlag","lesbos","serie","polen","server","lagern","nationen","maerz","sehen","raketen","meer","haus","land","usa","angeblich","videos","wladimir","schweinefleisch","charkiw","sehen","maerz","sehen","botschaft","polen","heroes","ukrainer","irpin","russischer","al","sehen",NA
"16","handelt","abbilden",NA,"fazit","aap",NA,"stadt","abbauen",NA,NA,"unternehmen","nationalen","behauptung","liegt","ausgeteilten","putin","zugeben","beiden","abbildet","sudan","libanon","spuren","hauptstadt","arbeiteten","afghanistan","auswaertigen","regierung","anlegte","jabalpur","schiffes","force","angekommen","finden","maerkten","reise","mazedonien","maerz","russische","bild","erstmalig","insel","griechenland","airbus","weissen","ap","zwei","pentagon","einsatz","bundeswehr","foto","sehen","batterien","august","bericht","ort","millionen","flugzeug","soldaten","minsk","russischer","videos","ukrainer","frauen","sanktionen","vogue","foto","praesident","russlands","morawiecki","cover",NA
"17","ort","abbildet",NA,"rest","aargauer",NA,"statt","abbauprodukt",NA,NA,"kontrolle","nuklearen","laut","ende","bewacht","schiffes","soldat","worden","abbildung","syrien","magazins","autos","hilfsorganisation","armenien","amerikanische","bemueht","raeumung","grenzschutzagentur","jacht","flucht","freedom","angezweifelt","fanden","schlangen","unterstuetzung","zelt","foto","russland","maerz","russland","israel","bundeswehr","offen","praesident","italienische","transportiert","putins","flugzeuge","vermeintlichen","flugzeuge","energieministeriums","berichtete","verlassen","kabul","weissen","altreifen","lagern","watch","stadt","mariupol","edmonton","afp","afp","selenskyj","indien","isjum","afp","angriffskrieg","panzer","waffen",NA
"18","videos","abbildung",NA,"wann","ab",NA,"vkontakte","abbild",NA,NA,"liegt","patrick","arsenal","bilder","gelaende","schlimmste","offiziellen","veroeffentlichte","abbildungen","transport","nachbarland","eingekreist","organisation","aserbaidschan","and","berichte","weiterhin","haefen","njonoksa","armee","nikolai","arabische","tineye","wen","langowan","praesident","rt","belegen","worden","teilten","libanesische","braende","bilder","februar","leichen","grenze","weltkriegs","luftangriff","arabischen","video","jahrestag","organisation","air","lkw","berichtete","sowjetunion","staaten","untertitel","februar","truppen","kiew","selenskyjs","sehen","cover","region","kiew","maerz","greco","waffen","neujahrsansprache",NA
"19","gezeigten","abbildungen",NA,"humanitaeren","abalo",NA,"weisen","abbilden",NA,NA,"tuerkischen","propaganda","aussenministeriums","mehrere","generalitat","unbeantwortet","erschienen","wurde","abbinder","unterstuetzung","offiziell","scheinen","putin","belarus","angekuendigt","boris","worden","mobilmachung","syrien","griechische","pentagons","auseinandersetzungen","medien","arabisch","times","foto","zeigen","geprueften","abstaenden","trainings","libanon","insel","fotos","beginn","mittelmeer","kursierten","wladimir","syrische","kuestenwache","al","teheran","nahe","usluftwaffe","machtuebernahme","autolib","maerz","fotos","videos","foto","fotos","armee","truppen","fotos","krementschuk","explosionen","finnland","russlands","praesident","fotos","praesident",NA
"20","sei","abbinder",NA,"verbleibende","abbag",NA,"handelt","abbildet",NA,NA,"bild","raeumen","beweis","april","gerissen","ungarn","tagen","°c","abbott","verbreiteten","sudan","kueste","russische","botschaft","authentizitaet","dritten","angeblich","rakete","bord","mittelmeer","task","bremer","april","mittelmeer","wurden","februar","video","maerz","aktivierung","waffen","videos","google","maenner","september","transporte","video","aktivist","syrischen","militaer","autopuzz","times","stadt","afghanischen","sicherheitskraefte","brannte","argentinien","maerz","aussenministerin","kindergarten","zeigt","bilder","stream","kriegsbeginn","sachsenhausen","hostomel","sanktionen","weitere","praesidenten","exxpress","flagge",NA
"21","°c","abbott",NA,"erfunden","abbau",NA,"gefluechtete","abbildung",NA,NA,"medien","regierung","hauptstadt","jahr","sozialen","vorzubereiten","gesprochen","µm","abbrechen","bild","verbrennung","erklaerung","titelblatt","botschafter","bedrohungen","englisch","ganz","reuters","fiction","kueste","gebiet","darstellen","bild","route","maenner","hilfe","amerikanische","video","associated","ap","land","griechischen","gezeigt","entsorgung","wladimir","gekuehlt","angriffe","staaten","olympic","flugzeug","nachrichtenagentur","medienberichten","hauptstadt","fahrzeug","chinesische","fahrzeug","afp","konflikt","konflikt","videos","toten","wolodymyr","soldaten","blockade","hilfe","sehen","stadt","videos","jazeera","tvp",NA
"22","µm","abbrechen",NA,"migranten","abbauen",NA,"besuch","abbildungen",NA,NA,"portal","sergei","kriegsschiff","viele","vernichten","grenze","grund","aachen","abbrennen","tanklager","verlaesst","glauben","trug","bulgarien","befehle","entfernt","sei","tripolis","team","sozialen","irak","eigenschaft","sehen","entlang","sicherheit","griechische","angekommen","bord","australian","staaten","sehen","baeckerei","unklar","golf","ankunft","region","verbrannt","foto","reise","palaestinensische","ministeriums","erkennen","afghaninnen","kilometer","flughafen","lettland","aehnliches","lachen","minsker","invasion","soldaten","april","streitkraefte","usa","fotos","nord","zeigt","al","kryptoboerse","land",NA
"23","aachen","abbrennen",NA,"berichtet","abbauprodukt",NA,"celle","abbinder",NA,NA,"teil","spekuliert","kueste","wurde","wurden","april","konnte","aan","abbruch","hilfe","zerstoert","berichtete","unternehmens","darzustellen","beschaedigt","european","zeigt","sehen","mcintyre","migranten","land","entladen","explosionen","auswaertige","artikel","video","ausruestung","chinesische","beschaedigt","gebaeudes","beach","brand","bezeichnet","jemen","ussoldaten","richtung","bbc","angriff","schiff","atis","israel","afp","evakuiert","kirby","flugzeug","aufnahmen","zuletzt","schoigu","ostukraine","praesident","streitkraefte","leichen","foto","krieges","stadt","putin","vereinten","bombe","cover","syrien",NA
"24","aan","abbruch",NA,"echte","abbild",NA,"beispiel","abbott",NA,NA,"bericht","vergiftet","marine","aeusserte","uebertragung","videos","meisten","aap","abbrueche","zeigen","zerstoerung","gemacht","vorherigen","erkennen","beteiligt","feuern","idlib","israel","atlantik","bilderrueckwaertssuche","usa","erlebt","inhaftiert","sehen","armee","fotos","bahnhof","fahrzeuge","betreiben","ss","city","gefluechtete","bevoelkerung","libanon","behauptung","einsatz","bilder","ankunft","soldat","sehen","bild","foto","force","militaerische","heck","afrika","sehen","syrischen","soldaten","stadt","zivilisten","polen","zeigt","putin","besuch","stream","foto","lexus","denkmal","praesidenten",NA
"25","aap","abbrueche",NA,"zwei","abbilden",NA,"ausserdem","abbrechen",NA,NA,"sollen","warnen","moeglichen","afghanistan","widerlegt","berichten","wer","aargauer","abc","koennten","kursiert","verschiedene","waehrung","fernsehsender","bezeichnet","flug","krieg","china","india","bericht","beleg","fehlinterpretationen","iranischen","angriffe","bombardierung","tayyip","stuetzpunkt","militaerpolizei","dienten","illegal","pakistan","russische","laendern","nahen","beschlagnahmt","aktivitaeten","afp","drohnenangriff","worden","fahrzeuge","iranische","brand","turbinen","waffen","parkplatz","offiziell","seien","bundeswehr","truppen","soldaten","foto","stadt","olson","rakete","pipeline","ukrainischer","nord","soldaten","selenska","foto",NA
"26","aargauer","abc",NA,"worden","abbildet",NA,"facebook","abbrennen",NA,NA,"°c","weit","nahe","against","erklaert","aufnahme","weitere","ab","abdecken","fahren","asylsuchende","konnten","besetzt","fotografiert","bezugnehmend","fluggesellschaft","lage","stadt","schlimmer","bild","dmitri","fluchtbewegungen","journalisten","bilder","busunternehmen","eu","flughafen","military","durcheinander","grenzen","panama","unabhaengigkeit","berichtet","natostaaten","einsatz","anerkannt","italienischen","flugzeug","polnische","dreal","konflikt","chinesische","europa","land","vermutete","times","foto","flugzeug","staaten","russlands","april","foto","wehrpflicht","sehen","ap","fotos","klitschko","wm","international","polnische",NA
"27","ab","abdecken",NA,"wurde","abbildung",NA,"gibt","abbruch",NA,NA,"µm","zeigen","pentagon","aktuelle","bildern","falsche","angegeben","abalo","abdeckung","gehoeren","berichtete","berichteten","bundesgerichtshof","gefahren","brand","flugzeuges","menschenrechtsorganisationen","internationalen","boot","zeigt","kalten","flug","russischen","moeglichen","englische","aufgenommen","auswaertige","missbrauch","exakte","griechenland","worden","gemalt","sehen","palaestinensischen","angeblich","aufgegeben","gezeigten","konflikt","faehrt","franceinfo","palaestinensischen","kuestenwache","ausgeflogen","zurueckgelassen","russische","haetten","video","telegram","vereinten","bild","usa","wurden","februar","juni","worden","region","nationen","wolodymyr","usa","selenskyjs",NA
"28","abalo","abdeckung",NA,"°c","abbildungen",NA,"jahr","abbrueche",NA,NA,"aachen","zuge","schiff","amerikanische","shakira","foto","angeblichen","abbag","abdruck","wurden","handle","redaktion","identisch","geheime","charlie","fotograf","putin","angaben","griechenland","laesst","kueste","flugzeug","schminkt","offiziellen","evakuiert","griechischen","auswaertigen","staedten","gegensatz","haus","faelschung","griechische","land","somalia","generalleutnant","aufnaeher","foto","leichen","meer","gaza","schiffe","leichen","defense","flugzeuge","donnerstag","sehen","einkaufszentrums","mann","videos","klinik","medien","armee","truppen","google","buergermeister","zeigt","videos","polnischen","bild","verlassen",NA
"29","abbag","abdruck",NA,"µm","abbinder",NA,"staedten","abc",NA,NA,"aan","zweiten","schiffe","anschlaege","fluechtlinge","vereinten","grosse","abbau","abdruecke","gepostet","sahen","bisher","mehrere","georgien","entfernt","geoeffnet","schlacht","usa","sehen","worden","manoever","gerettet","tuerkischer","amt","fahrt","europa","chinesischen","standorte","getarnten","gepostet","bild","video","sagte","konflikt","military","eindringen","beitraege","libyen","passagiere","hamas","verletzten","leichnam","flugzeugs","sehen","gebrannt","veroeffentlichte","glueckwunsch","twitterbeitrag","bilder","praesidenten","strasse","bild","angaben","fotos","aussenministerium","stadt","beschuss","bild","emopeds","wurde",NA
"30","abbau","abdruecke",NA,"aachen","abbott",NA,"wurden","abdecken",NA,NA,"aap","is","sputnik","augenzeugenberichte","organisation","behauptung","laut","abbauen","abe","menschen","brand","zeigt","aufschrift","herausgegeben","ereignisse","humanitaere","staerke","internationale","august","teil","navy","geschwindigkeit","waffen","fotos","grenze","airport","sprecher","bringen","hafen","entstand","feuer","autos","alexander","bush","truppen","flugzeugs","angeblich","soldatinnen","twitter","palaestinenser","boot","parkplatz","ghani","medien","brennenden","abschuss","krieg","maerz","nato","einmarsch","kiewer","bilder","armee","land","lawrows","berichtete","griesemann","vovan","hilfe","panzer",NA
"31","abbauen","abe",NA,"aan","abbrechen",NA,"wurde","abdeckung",NA,NA,"aargauer","krankenhaus","wikipediaseite","ausreise","falschmeldung","abdeckung","mehr","abbauprodukt","abel","abgelaufen","fluechtlinge","gibt","finden","judith","erstmaligen","iom","symbol","land","uebersetzt","air","nord","haltung","ap","australiens","nachrichtenseite","handschuhe","bereits","hunderttausende","kilometer","chinesischen","usdollar","brannte","arabische","eisenhower","usarmy","grenzuebergang","verbreiten","verteidigungsministeriums","fanden","sprengung","flagge","unfall","globemaster","autos","naehe","bar","kuba","laender","nationen","donezk","lwiw","brand","donezk","praesident","tass","floriana","invasion","foto","polnischen","viktor",NA
"32","abbauprodukt","abel",NA,"aap","abbrennen",NA,"°c","abdruck",NA,NA,"ab","weder","fanden","beginn","verbreiteten","aenderte","seite","abbild","abend","adresse","finden","°c","genannt","lettland","fahrzeugen","kilometer","syriens","namens","wurde","angehoerige","usmilitaers","hongkong","hilfe","verkauft","press","kueste","drei","getoetet","leverkusen","offiziell","angriff","evros","attacke","flughafen","yandex","nationen","sehen","zivilen","telegramkanal","chinesischen","berichtete","firma","one","stammt","times","besatzung","putins","kurz","separatisten","grenze","mehrere","nato","nato","amstor","wartungsarbeiten","schiff","krieges","bericht","china","finden",NA
"33","abbild","abend",NA,"aargauer","abbruch",NA,"µm","abdruecke",NA,NA,"abalo","stadt","flughafen","benutzt","seite","aktuelle","erklaerte","abbilden","abendblatt","aegypten","recherchen","µm","operation","mail","fakes","kreuze","amt","sicher","region","booten","usverteidigungsministeriums","iom","berichte","aufgenommen","transportierten","lieferung","zeigt","shanghai","loeschung","medien","brand","russia","ausland","saudiarabien","bericht","plattform","berichtet","ort","belege","entfernt","aktivisten","russland","video","tausende","hauptstadt","besetzten","putinzitat","land","bild","aufnahmen","ort","polnischen","prorussischen","einkaufszentrums","brand","ankuendigung","praesidenten","angriff","soldaten","regierung",NA
"34","abbilden","abendblatt",NA,"ab","abbrueche",NA,"aachen","abe",NA,NA,"abbag","britische","ermittler","besatzungsmacht","sei","aktueller","°c","abbildet","abendlichen","afghanistan","derzeit","aachen","laesst","mediums","fernsehsender","lager","entfernt","fotos","angaben","botschafter","grossuebung","israelischen","yandex","erkennen","syrien","china","usa","belief","massaker","nachrichtenagentur","gelagert","slowenien","authentizitaet","pakistan","praesidenten","polens","april","opfer","strassen","jazeera","bericht","boot","afp","fotos","plaene","exportiert","raketen","mitte","aussenministerin","zeigen","mariupol","ukrainekrieg","russisch","behauptungen","of","videos","zivilisten","worden","angeblich","afp",NA
"35","abbildet","abendlichen",NA,"abalo","abc",NA,"aan","abel",NA,NA,"abbau","buero","falschmeldung","besetzt","teil","altersarmut","µm","abbildung","abends","algerien","recherchiert","aan","statt","narrative","fiktive","nationalisten","is","blick","zeigen","container","unterirdischen","jazeera","mehreren","april","un","medienberichten","aussenminister","praesidenten","mediums","praesident","minsk","wladimir","beach","gefahren","recherchen","simpsons","vermeintlichen","syrien","bilder","maerz","regierung","gebaeude","us","nutzerinnen","videos","gebieten","sieges","ali","russischer","wolodymyr","rakete","transport","russischer","maps","autos","alexej","telegramkanal","armee","videos","mongolei",NA
"36","abbildung","abends",NA,"abbag","abdecken",NA,"aap","abend",NA,NA,"abbauen","sicherheit","daraufhin","besetzten","fotos","angegeben","aachen","abbildungen","abendzeitung","anhaengig","worden","aap","seien","new","franceinfo","new","jacke","organisation","seit","entdeckt","aquarius","kaempfe","liegt","europa","fahrer","medien","gueterzug","kontrollierten","ranken","verbreiten","nationalflagge","februar","begannen","korruption","alan","transportierten","worden","abgeriegelt","gebracht","indonesien","worden","vorfall","afghanistans","sicherheit","aufnahme","michail","streitkraefte","ariha","russlands","worden","ap","abzug","stadt","worden","alina","armee","faktenchecks","jazeera","befreit","videos",NA
"37","abbildungen","abendzeitung",NA,"abbau","abdeckung",NA,"aargauer","abendblatt",NA,NA,"abbauprodukt","gebaeudes","bild","bevoelkerung","muellcontainer","ansturm","aan","abbinder","aberkannt","armenien","tuerkei","aargauer","mehr","oestlichen","frankreich","nordmazedonien","bau","foto","amnesty","exklave","bundeswehr","koerpers","videos","stadt","gestellt","berichten","manoever","plattform","rueckwaertssuche","meldete","raketenbeschuss","bild","benachbarten","medien","bilder","vereinten","behauptung","bundeswehr","maerz","armee","foto","kennzeichen","bord","zeigt","brennen","networks","uiguren","export","sehen","spenden","zeigen","gebaeude","strategischen","ort","angriffskrieg","finnische","polen","kiew","stadt","dorohusk",NA
"38","abbinder","aberkannt",NA,"abbauen","abdruck",NA,"ab","abendlichen",NA,NA,"abbild","vitt","aussenminister","beweisen","russland","aufweisen","aap","abbott","aberle","army","strasse","ab","seit","praesentieren","freigesetzt","polnischen","kurze","zufolge","explosionen","jahrestag","grenzen","konflikt","boden","finden","international","verlassen","nationen","medien","schock","nahe","russland","frauen","boeing","verbreitete","usamerikanischen","twitter","maerz","darunter","zeigen","bilder","ap","bilderrueckwaertssuche","katar","abzug","afrika","russland","veteranen","katar","gebaeude","faktenchecks","netzwerken","behauptung","land","angriffs","kiew","finnischen","armee","komikadze","schwerin","militaerische",NA
"39","abbott","aberle",NA,"abbauprodukt","abdruecke",NA,"abalo","abends",NA,NA,"abbilden","meter","usa","bildmaterial","voiceofeurope","aussenminister","aargauer","abbrechen","abermals","aserbaidschan","sozialen","abalo","wurde","russlands","geruechte","protection","stadt","etwa","istanbul","konkrete","waffe","kriminellen","chen","post","gebracht","recep","osten","rede","staatliche","faktenchecks","weissrussland","august","boykott","china","zeigen","gestohlenen","netzwerken","vier","liefert","konflikt","flug","bilder","machtuebernahme","afghanischer","afghanistan","saudiarabien","aenderte","kiew","usmilitaers","charkiw","putin","aufgenommen","seien","russlands","selenskyj","maximow","konvoi","putin","charlie","polnischen",NA
