"","2001-07-01","2012-12-01","2017-04-01","2017-05-01","2017-06-01","2017-07-01","2017-08-01","2017-09-01","2017-11-01","2018-01-01","2018-02-01","2018-03-01","2018-04-01","2018-05-01","2018-06-01","2018-07-01","2018-08-01","2018-09-01","2018-10-01","2018-11-01","2018-12-01","2019-01-01","2019-02-01","2019-03-01","2019-04-01","2019-05-01","2019-06-01","2019-07-01","2019-08-01","2019-09-01","2019-10-01","2019-11-01","2019-12-01","2020-01-01","2020-02-01","2020-03-01","2020-04-01","2020-05-01","2020-06-01","2020-07-01","2020-08-01","2020-09-01","2020-10-01","2020-11-01","2020-12-01","2021-01-01","2021-02-01","2021-03-01","2021-04-01","2021-05-01","2021-06-01","2021-07-01","2021-08-01","2021-09-01","2021-10-01","2021-11-01","2021-12-01","2022-01-01","2022-02-01","2022-03-01","2022-04-01","2022-05-01","2022-06-01","2022-07-01","2022-08-01","2022-09-01","2022-10-01","2022-11-01","2022-12-01","2023-01-01","2023-02-01"
"40","abbrechen","abermals",NA,"abbild","abe",NA,"abbag","abendzeitung",NA,NA,"abbildet","gab","widerlegt","botschaft","meldung","bahnhof","ab","abbrennen","abes","ausgelegt","aufgenommen","abbag","°c","stuetzen","gestartet","reagierten","april","analyse","kremlchef","munition","praesident","kueste","faktencheckorganisation","informationen","hilfe","bild","panzern","praesident","strommasten","geloescht","gehandelt","zeigt","einkaeufe","staaten","aegypten","boxen","bericht","bild","zufolge","israels","gaza","medien","soldaten","ausstattung","fahrzeuge","spezialeinheit","karte","kriegsgefahr","praesident","pub","fotos","praesident","beschuss","gueter","scholz","niemeyer","soldaten","fotos","hebdo","ukrainer",NA
"41","abbrennen","abes",NA,"abbilden","abel",NA,"abbau","aberkannt",NA,NA,"abbildung","frauen","tuerkei","deutschsprachigen","stadt","befanden","abalo","abbruch","abfaelle","ausgestellten","behauptet","abbau","µm","thematisieren","guardian","sammelten","aehnlich","brand","libanon","praesidenten","markt","kuestenwache","gefesselten","bild","uebersetzt","laut","schutzanzuege","westen","telegram","sprach","explodiert","sehen","erbe","zudem","google","transport","amerikanische","bericht","kursiert","gelagert","geschaeftsmann","internationale","usa","bbc","handeln","tass","russischen","muslimisches","liegt","wladimir","angriff","maerz","einmarsch","moskau","nachrichtenagentur","russlands","finden","nachrichtenagentur","polnische","ungarischen",NA
"42","abbruch","abfaelle",NA,"abbildet","abend",NA,"abbauen","aberle",NA,NA,"abbildungen","maenner","chemischen","direktor","quelle","botschafter","abbag","abbrueche","abfaellt","autonomiegebiete","dabei","abbauen","aachen","ukraine","hauptsaechlich","schiebt","wurde","dutzende","militaerischen","schlauchboot","angesehen","libanon","gettyimages","bereits","worden","zeigen","sprachnachrichten","europa","ukraine","wurden","vergleich","migranten","erstmalig","seit","sprecher","lkw","angriff","land","abzeichen","arabischen","landbesitz","seien","versuchen","bestand","zahl","juni","beschreibung","nordwesten","kiew","gebaeude","zeigt","fotos","invasion","transit","gebaeude","stau","zweiten","doha","bericht","grenze",NA
"43","abbrueche","abfaellt",NA,"abbildung","abendblatt",NA,"abbauprodukt","abermals",NA,NA,"abbinder","dabei","darueber","dunkeln","berger","dazugehoerige","abbau","abc","abfall","berechtigte","deutschland","abbauprodukt","aan","verhaengt","hebdo","sprachen","foto","elektrobus","rostow","un","gerettet","luftangriff","human","seien","markt","seien","unbeantwortet","folgen","verfuegt","maerz","sichtbar","fahrzeuge","flughafens","zeigt","times","nachrichtenseite","association","sprecher","ap","gouverneur","palaestinenser","video","aussenminister","bord","namens","netzwerken","russland","pilot","oblast","ueberblick","finden","praesidenten","krementschuk","regierung","foto","vaalimaa","aufnahmen","schiffe","hotels","zeigt",NA
"44","abc","abfall",NA,"abbildungen","abendlichen",NA,"abbild","abes",NA,NA,"abbott","zusammenhang","hervor","englischsprachigen","bulo","dokumentierten","abbauen","abdecken","abflug","bereitgestellt","jedoch","abbild","aap","wiedergeben","inneren","steckt","sehen","hilfsorganisation","ueberwacht","usbotschaft","aktuell","militaerfahrzeuge","kuestenwache","worden","zeitung","worden","ussoldaten","archiviert","vorbereitungen","berichten","sender","argentinien","flugzeugs","video","behauptungen","mexiko","aufruf","mutmasslich","ausruestung","luftwaffe","schiff","brandgefahr","ort","brand","sehen","atlantic","verbrechen","reiste","powell","russlandukrainekrieg","waffen","faktenchecks","luftwaffe","fahrzeuge","botschaft","wadim","zeigen","seien","krieges","aufgenommen",NA
"45","abdecken","abflug",NA,"abbinder","abends",NA,"abbilden","abfaelle",NA,NA,"abbrechen","veroeffentlichte","statement","entdeckte","spanischen","donnerstag","abbauprodukt","abdeckung","abfolge","charlie","eigenen","abbilden","aargauer","york","markierte","times","handelt","kleineres","zeitschrift","nachrichtenseite","genannt","nigeria","luftangriff","beitrag","bild","fluechtlinge","vereinten","englisch","wagen","immer","unterstuetzung","saudiarabien","gedenkfeier","regierung","toten","warschau","befoerdert","seit","bloombergartikel","militaer","schwenken","chempark","videos","explosionen","maerz","angriff","internierungslager","sergei","tkatschow","armee","autos","worden","mariupol","afp","angriff","streitkraefte","grenze","land","maenner","autos",NA
"46","abdeckung","abfolge",NA,"abbott","abendzeitung",NA,"abbildet","abfaellt",NA,NA,"abbrennen","wurde","berichtet","erdogan","wurde","einerseits","abbild","abdruck","abfotografiert","china","video","abbildet","ab","zerstoerung","militaerische","un","liegt","militaerische","jedoch","ostsee","kinder","orten","luftangriffen","facebook","land","wurden","schutzkleidung","behauptung","wikipedia","verschiedenen","unfall","soldaten","general","zufolge","seit","durchfuehren","bereitgestellt","vermeintliche","emiraten","palaestinensischen","zeitzeugen","entlang","flug","feuer","nutzer","telegramkanal","vereinigten","suedkorea","ukrainekonflikt","frauen","russen","fahrzeuge","prorussische","haetten","graeueltaten","neonazi","usa","februar","zeigt","fotos",NA
"47","abdruck","abfotografiert",NA,"abbrechen","aberkannt",NA,"abbildung","abfall",NA,NA,"abbruch","seit","wurde","ereignisse","tweets","explosion","abbilden","abdruecke","abfotografierte","details","findet","abbildung","abalo","zustaendig","militaers","unmittelbar","bereits","protection","video","richtung","allerdings","redebeitraege","rights","aehnelt","haetten","sehen","japan","laender","basiert","unklar","alexander","of","geprueften","al","sollen","falschinformation","betraf","erhalten","ereignet","parkplatz","berichten","griechenland","kuwait","folgendem","zeigt","handeln","nachrichtenagentur","syrien","volksrepubliken","angeblich","ueberblick","zeigt","russen","nachrichtenagentur","krieg","praesident","angriffe","hilfe","veroeffentlicht","austritt",NA
"48","abdruecke","abfotografierte",NA,"abbrennen","aberle",NA,"abbildungen","abflug",NA,NA,"abbrueche","maerz","demnach","erobert","zuvor","explosionen","abbildet","abe","abfotografierten","deutsch","veroeffentlichte","abbildungen","abbag","bekaempfen","ministeriums","verletzt","ableger","schiffes","land","griechischen","seit","rote","russlands","aenderte","seien","darunter","amtes","zahlreiche","bahnhof","namen","foto","videos","getoeteten","diplomatischer","zusammenhang","weitere","bewaffnete","angriffen","flug","recycelt","zusammenhang","krieg","zivilisten","forces","al","wahr","befindet","unterschrieben","sitzung","vereinten","aufnahmen","antispiegel","telegram","zeigen","lawrow","worden","bruecke","militaer","maerz","karikaturen",NA
"49","abe","abfotografierten",NA,"abbruch","abermals",NA,"abbinder","abfolge",NA,NA,"abc","artikel","organisation","fotos","verwiesen","fahrzeug","abbildung","abel","abfotografierter","direkter","artikel","abbinder","abbau","onlineplattformen","minuten","verliessen","ae","see","davon","deutschland","stadt","russischen","soldaten","anfuehrer","mehrere","videos","unabhaengig","post","gelagert","regierung","hauptstadt","verlegt","gewann","drohnenangriff","absturz","bilder","blauer","ausgefuehrt","flugzeug","romorantinlanthenay","the","satellitenbildern","zeigt","haende","anlage","fahrt","angeblichen","werbevideo","china","russisch","wurden","russischer","dokument","wurde","putin","bomben","angriff","ukrainer","praesidenten","orbans",NA
"50","abel","abfotografierter",NA,"abbrueche","abes",NA,"abbott","abfotografiert",NA,NA,"abdecken","mehr","teil","franzoesische","behoerde","faktenchecker","abbildungen","abend","abfrage","donnerstag","laut","abbott","abbauen","reaktion","nannte","videoausschnitt","al","zivile","reise","hafen","sehen","schiff","syrische","angedeutet","rund","geoeffnet","hilfe","angeblichen","verantwortlich","entfernt","davon","jacke","haende","eskalation","antwerpen","ort","bombenangriffen","crew","flugzeugs","typs","kahn","schiff","zeigen","historikerin","arabisch","praesident","sei","liefern","afp","ukrainischer","russischer","finden","krim","geschlossen","siemens","prorussische","ueberblick","nationen","borrell","russische",NA
"51","abend","abfrage",NA,"abc","abfaelle",NA,"abbrechen","abfotografierte",NA,NA,"abdeckung","°c","sehen","grosses","gesammelt","fehlten","abbinder","abendblatt","abfragen","europaabgeordnete","gibt","abbrechen","abbauprodukt","schliesslich","netzwerken","warnung","alassad","zeigen","sprecher","tauchte","facebookbeitrag","see","tauchte","annaehernd","sollen","fast","entstanden","tag","verlinkten","hingegen","offizielle","vollstaendig","independent","ghassem","army","eingesetzt","darzustellen","drohnenangriffe","geschwaecht","verrotten","verhaftet","informationen","iii","mckenzie","ausgebliebene","berichtete","mussten","veteranen","anerkennung","bilder","wolodymyr","mai","swastika","exklave","bild","truppen","ukrainer","international","polen","ueberblick",NA
"52","abendblatt","abfragen",NA,"abdecken","abfaellt",NA,"abbrennen","abfotografierten",NA,NA,"abdruck","µm","beispiel","invasion","verbreitet","fluechten","abbott","abendlichen","abgabe","farsi","deutschen","abbrennen","abbild","zahlreichen","oefters","wirken","amnesty","wartete","brand","seien","seien","soldaten","ungarischen","anschuldigungen","seit","aussenminister","sehen","laendern","bereitgestellten","viele","hoehe","indonesien","islamische","irak","as","zeigen","flammen","entschuldigung","japanische","medien","gebiet","unternehmen","bild","militaer","ausruestung","weiteres","berichte","hilfe","explosion","finden","worden","warschau","zeigen","streitkraefte","medien","bild","wartung","berichtet","transparency","ukrainerinnen",NA
"53","abendlichen","abgabe",NA,"abdeckung","abfall",NA,"abbruch","abfotografierter",NA,NA,"abdruecke","aachen","seit","islamische","vorwurf","fragt","abbrechen","abends","abgaben","fotografien","heisst","abbruch","abbilden","zugespielt","reporter","wohl","angegriffen","malta","bild","bestimmt","wurde","spiegelung","weihnachtsmaerkten","atmen","al","bildersuchmaschine","berichtet","regierung","zaehlten","heisst","zuge","fluechtlinge","krieg","iranischen","booten","behoerden","gebaeudes","eskalation","kongo","soldaten","arabischen","untergebracht","aufnahmen","militaerausruestung","baerbock","mitteilte","afpanfrage","kleidung","klitschko","nachrichtenagentur","spaeter","westen","videos","waffen","griechenland","polizeichef","wolodymyr","berichtete","ukrainer","ungarns",NA
"54","abends","abgaben",NA,"abdruck","abflug",NA,"abbrueche","abfrage",NA,NA,"abe","aan","zeigt","israels","informationen","fuck","abbrennen","abendzeitung","abgeaendert","frueheren","°c","abbrueche","abbildet","zunaechst","republik","york","armee","mittelmeer","aufnahmen","video","bild","suchmaschine","instagrambeitrag","ausgeflogen","angriffskrieges","flugplatz","schon","beispiel","offizieller","februar","entsprechende","gehandelt","lukaschenko","libyen","bord","praesident","gefoltert","flughafen","leichen","nahostkonflikt","getoeteten","independent","tuerkei","rollt","bahnhof","kontrolliert","zweiten","wasserstoff","prorussischen","nationen","nachrichtenagentur","uebung","worden","wolodymyr","gaslieferungen","grenzuebergang","wurde","einheit","wm","ungarische",NA
"55","abendzeitung","abgeaendert",NA,"abdruecke","abfolge",NA,"abc","abfragen",NA,NA,"abel","aap","europa","kommentatoren","abgeholt","fuenfte","abbruch","aberkannt","abgebaut","gase","µm","abc","abbildung","zweiten","russische","eingesetzt","assad","soldaten","zudem","meldung","afghanistan","tags","prag","ausgefuehrt","ankunft","flugzeug","unsere","gehen","resultat","gegeben","usamerikanischen","gebaeude","marge","morning","crew","bevor","geretteten","flugzeugen","maskottchen","klagemauer","flaggen","york","anadolu","russische","beschuldigte","seit","blick","internationale","schyrokyne","mehrere","telegram","hilfe","unterstuetzung","ziel","aufnahmen","russen","medien","korruption","faktenchecks","uskongress",NA
"56","aberkannt","abgebaut",NA,"abe","abfotografiert",NA,"abdecken","abgabe",NA,NA,"abend","aargauer","welt","krieges","akzeptiert","geeignet","abbrueche","aberle","abgeben","geliefert","aachen","abdecken","abbildungen","direkt","russischsprachigen","genau","aufloesung","gewaessern","spaetestens","juni","angriffen","unterstuetzte","original","ausreise","arabische","medienberichte","zusammenhang","ausserdem","theorie","behauptet","vermeintlichen","zufolge","matt","soleimani","desinformation","afp","geschaeft","fotoshooting","minen","gebaeudes","getoetet","tatsaechlich","aufblasbaren","transportieren","defense","york","berichtete","medienberichten","sicherheitszone","klitschko","praesident","finnland","kiew","maerz","polen","august","fotos","regierung","regierung","februar",NA
"57","aberle","abgeben",NA,"abel","abfotografierte",NA,"abdeckung","abgaben",NA,NA,"abendblatt","ab","afrin","kursierten","aufnahme","gekauft","abc","abermals","abgebildet","georgien","aan","abdeckung","abbinder","belegen","russland","griechenland","augenscheinlich","originalbild","berichten","usa","ankuendigung","verteidigungsministerium","praesident","aussenminister","arbeitgebern","richtung","sozialen","fazit","zweier","nie","kursiert","praesident","militaer","syrien","festland","maerz","helikopters","geraet","moskau","inneren","rt","praesidenten","aufblasbares","truppen","definierten","teile","regierung","falschinformationen","wohnhaus","polen","bild","ort","separatisten","gebaeude","juni","seien","streitkraefte","aussenministerium","afp","kanada",NA
"58","abermals","abgebildet",NA,"abend","abfotografierten",NA,"abdruck","abgeaendert",NA,NA,"abendlichen","abalo","aktuellen","medienecho","ausfuehren","gepanzerten","abdecken","abes","abgebildete","hauptquartier","aap","abdruck","abbott","beweise","russlands","informationen","ausruestung","unterstuetzt","teil","erstmals","aufschluss","voll","bilder","aussenministerium","aufgehalten","soldaten","bataillon","beleg","korrupten","beitraege","handelt","medienberichten","motivierte","terroristischen","gedenken","behauptungen","hilfsorganisationen","golf","moskauer","flugzeugen","waffen","august","besatzung","uebernommen","eintrag","ort","august","verbreitet","usa","uno","armbinden","nord","ukrainekrieg","wurden","bandera","zeigen","propaganda","finnland","besuch","ion",NA
"59","abes","abgebildete",NA,"abendblatt","abfotografierter",NA,"abdruecke","abgebaut",NA,NA,"abends","abbag","alassad","niemeyer","ausgegebene","gerettet","abdeckung","abfaelle","abgebildeten","heran","aargauer","abdruecke","abbrechen","grenzen","sprich","sicherheit","auswaertigem","hauptstadt","veroeffentlicht","monat","auseinandersetzen","vorher","verbreitet","baute","austausch","trt","beladen","sollen","nordwesten","april","belegen","krieg","mutmassliche","tiefe","general","wurde","indischen","irak","nordafrikanische","aufnahme","flughafen","netzwerken","fakeflugzeug","unterstuetzten","enthuellungen","international","bild","veroeffentlichte","vereinbarungen","februar","moskau","aufnahmen","vfx","medien","butscha","fahrzeuge","fahrzeuge","fussballweltmeisterschaft","ministerpraesidenten","kiew",NA
"60","abfaelle","abgebildeten",NA,"abendlichen","abfrage",NA,"abe","abgeben",NA,NA,"abendzeitung","abbau","anzeigen","palaestinensischen","autonomen","hersteller","abdruck","abfaellt","abgebrochen","indien","ab","abe","abbrennen","zuvor","stationiert","faktencheckteam","beitragstext","ankunft","netz","fluechtlinge","ausgeloest","weiterer","sprache","begruendung","beerdigt","wurde","entlang","zwei","autos","mehreren","faktenchecks","ort","norwegen","un","inland","medien","kongo","luftangriffe","originalbild","chinesische","region","nachrichtenagentur","flugzeuge","urheberin","entsorgt","fotos","unklar","twitter","osten","bar","russisch","angriff","waffenlieferungen","ehemaligen","energy","seit","york","kernkraftwerk","karte","bild",NA
"61","abfaellt","abgebrochen",NA,"abends","abfragen",NA,"abel","abgebildet",NA,NA,"aberkannt","abbauen","army","plausible","bewachten","inc","abdruecke","abfall","abgedeckt","innerhalb","abalo","abel","abbruch","dokument","szenen","offizielle","berechtigte","seiten","tag","namens","authentizitaet","wiederaufbau","webseiten","blogbeitraegen","befanden","seitdem","geflogen","darueber","klare","zeigen","abgespielt","angeblich","osten","ussoldaten","kreml","neue","kremls","luftwaffe","ostchinesischen","angeblich","vollstaendig","japan","flugzeugen","usarmee","exporte","berichts","dpa","europa","zeigt","twitter","staaten","arrow","wladimir","berichtete","halbinsel","berichte","fairford","panzer","medien","karte",NA
"62","abfall","abgedeckt",NA,"abendzeitung","abgabe",NA,"abend","abgebildete",NA,NA,"aberle","abbauprodukt","assad","praesentieren","durchgefuehrt","international","abe","abflug","abgedruckt","iran","abbag","abend","abbrueche","berichten","tue","worten","beruehmt","bereits","agency","deren","befreiung","luft","nachrichtenagentur","boykott","behaupteten","zeigt","hamas","informationen","baeumen","juni","aussenminister","namens","polska","volksrepublik","kuestenwache","berichtete","krieg","militaerfahrzeuge","polnischen","verkauft","deutsch","geteilten","herbert","usaussenministerium","exportiert","daraufhin","belege","zufolge","fotos","medien","international","ausruestung","reuters","geoeffnet","klitschko","twitter","ostsee","saporischschja","worden","dollar",NA
"63","abflug","abgedruckt",NA,"aberkannt","abgaben",NA,"abendblatt","abgebildeten",NA,NA,"abermals","abbild","aufschluss","praesidenten","echtheit","internationale","abel","abfolge","abgefangen","islamische","abbau","abendblatt","abc","stimmt","unterstuetzung","fanden","beschaedigt","videos","anleihen","berichtete","beginnen","behaupten","offenbar","brand","benoetigten","bundeswehr","lieferungen","haetten","liefert","teilte","belarussischen","regierung","soldaten","zivilisten","litauen","offenbar","leichen","militaerische","russisch","hauptstadt","kursierte","praesident","laderaum","ustruppen","feuers","universitaeten","februar","zeigen","antony","flucht","aufgenommen","mariupol","hilfe","belarus","russlands","maerz","ukrainischer","schmutzige","sagte","angriff",NA
"64","abfolge","abgefangen",NA,"aberle","abgeaendert",NA,"abendlichen","abgebrochen",NA,NA,"abes","abbilden","ausgeliefert","recep","entstanden","kamen","abend","abfotografiert","abgefeuert","kennung","abbauen","abendlichen","abdecken","dienst","usamerikanischen","rand","besetzt","worden","bootes","erwaehnt","beteiligt","europas","vier","brandgefahr","besetzt","erdogan","medienberichte","sowie","handelt","aktivitaeten","besetzten","aufgenommen","staatschefs","zweiten","militaerfahrzeugen","netzwerken","manns","militaerischer","schiffen","umgehen","of","behauptung","ortskraefte","verlassen","fire","zeige","anfang","oktober","armee","altincik","behauptung","militaerische","sollen","kiew","soldaten","kiewer","wladimir","streitkraefte","meituan","werbetafel",NA
"65","abfotografiert","abgefeuert",NA,"abermals","abgebaut",NA,"abends","abgedeckt",NA,NA,"abfaelle","abbildet","aussenministerium","rundfunkanstalt","erklaerungen","kilometer","abendblatt","abfotografierte","abgefilmten","kommentars","abbauprodukt","abends","abdeckung","englisch","verbindung","zeigen","besitzer","defence","crew","regierung","beteiligten","journalisten","angeblich","brennenden","boesartigen","tore","nahen","ableger","strasse","akzeptiert","besucht","maenner","szenen","shanghai","ostsee","deutsche","militaer","militaerkonvoi","verschrottet","offenbar","sollten","gefragt","moskau","wiederaufbau","flugzeuges","mitte","zeigen","bericht","aussenminister","grenzen","hubschraubers","offshorefirmen","medien","nato","ukrainer","leichen","beginn","ukrainischer","olena","gefunden",NA
"66","abfotografierte","abgefilmten",NA,"abes","abgeben",NA,"abendzeitung","abgedruckt",NA,NA,"abfaellt","abbildung","aussenministers","seitdem","erstes","kuendigte","abendlichen","abfotografierten","abgefiltert","kongo","abbild","abendzeitung","abdruck","gehoeren","veroeffentlichter","waeren","besuchte","indien","dokument","finden","deuten","quellenangabe","zwei","buergermeistern","brennenden","bootes","palaestinenser","aktivitaeten","verstorbenen","amtes","bombe","netzwerken","tayyip","verbreitet","parkinson","erklaert","moskau","oppositionspolitiker","verteidigungsministerium","behauptung","jahr","behauptet","wurden","august","flut","kleidung","abflug","wurde","ban","lkw","faktenchecks","pipeline","user","polens","veruntreuung","putins","internationale","internationale","stepan","landes",NA
"67","abfotografierten","abgefiltert",NA,"abfaelle","abgebildet",NA,"aberkannt","abgefangen",NA,NA,"abfall","abbildungen","befreit","spirit","eventueller","lagen","abends","abfotografierter","abgefragt","laendern","abbilden","aberkannt","abdruecke","untersuchen","vorherigen","lange","bewirbt","seit","entfernten","wurden","dreimal","usnachrichtenagentur","weiteren","chan","dargelegt","transport","panama","angelegenheiten","standort","anerkannt","database","anschlaege","theorie","flughafens","rekonstruierten","gruppe","naehren","osten","international","beirut","abgehalten","correctivfaktencheck","berichtete","usamerikanischen","force","april","abschnitten","sehen","ernannten","sammelt","afp","rakete","eric","raketen","yarikfors","tonspur","telegram","berichte","ueberblick","handelt",NA
"68","abfotografierter","abgefragt",NA,"abfaellt","abgebildete",NA,"aberle","abgefeuert",NA,NA,"abflug","abbinder","besatzung","spuren","faktencheckteam","lautet","abendzeitung","abfrage","abgefuehrt","lager","abbildet","aberle","abe","tschechien","weit","folgen","bildagentur","richtung","fahrt","reuters","einheit","afrika","behauptung","englische","dpafaktencheck","ussoldaten","rueckweg","anzeigen","haetten","aufgelistet","explosionen","belarus","tuerkische","bewaffneten","russischer","zufolge","opfern","pfeile","tineye","einsturz","araber","weiteren","angeblich","moment","gebet","uebernommen","abzeichen","sagte","kindergartens","angriffs","bildern","streitkraefte","hinweise","stream","militaerbuendnis","wladiwostok","vier","medien","uebergangsregierung","unterstuetzung",NA
"69","abfrage","abgefuehrt",NA,"abfall","abgebildeten",NA,"abermals","abgefilmten",NA,NA,"abfolge","abbott","beteiligung","stalin","fotoaufnahmen","libanon","aberkannt","abfragen","abgegeben","leerer","abbildung","abermals","abel","dezember","weltweit","video","boden","bilder","fahrzeugen","deutsche","eintritt","militaer","land","entstehung","engen","auswaertige","transporte","armee","karte","auseinandersetzungen","gedenkstaette","brennenden","unscharf","angriffen","schlauchboot","alamy","pentagons","russlands","translate","eskaliert","arabischer","wurden","medien","verschleierten","gebrauchten","laender","alaska","aljazeera","krieg","afp","bbc","transportiert","satan","zeitpunkt","mehrere","zivilen","hakenkreuz","kriegsverbrechen","telegram","ort",NA
"70","abfragen","abgegeben",NA,"abflug","abgebrochen",NA,"abes","abgefiltert",NA,NA,"abfotografiert","abbrechen","bewaffneten","starke","fotografien","minen","aberle","abgabe","abgegebene","libyen","abbildungen","abes","abend","staaten","zerstoert","grenzen","bord","and","feuern","august","engen","rueckkehr","darunter","erforschung","evakuierung","russischen","un","aufschluss","grossbritannien","autors","heftigen","flugzeug","unterbrochen","produkte","sicherstellung","angelegenheiten","protection","sanktionen","gedenkstaette","heck","beirut","gehoeren","al","nummernschild","gemueter","erwaehnt","amnesty","anbietet","militaerischen","ort","kramatorsk","ukrainischer","uebung","international","kanada","belegen","sicherheitsrat","usa","eingesetzt","armee",NA
"71","abgabe","abgegebene",NA,"abfolge","abgedeckt",NA,"abfaelle","abgefragt",NA,NA,"abfotografierte","abbrennen","blauen","symbolischen","gehoere","opfern","abermals","abgaben","abgegebenen","medium","abbinder","abfaelle","abendblatt","schrieb","autor","ziel","botschaft","maerz","geflossen","europa","entsetzen","mittlerweile","ebenfalls","erstmalig","extremistische","bildern","unterbrechung","ausruestung","lagen","baeume","israelischen","grenzuebergang","untersuchungsergebnisse","budget","usmilitaer","ankunft","raketen","usmilitaer","fahren","israelischer","besatzungsmitglieder","google","alkoholischen","maenner","geschehnisse","handelt","angespannten","angreifen","tschuhujiw","aufgenommen","perugia","kursieren","hungerkrise","finden","richtung","erkennen","worden","faelschungen","fussballweltmeisterschaft","energy",NA
"72","abgaben","abgegebenen",NA,"abfotografiert","abgedruckt",NA,"abfaellt","abgefuehrt",NA,NA,"abfotografierten","abbruch","bombe","treffen","gesundheitschecks","redaktionell","abes","abgeaendert","abgeglichen","mongolei","abbott","abfaellt","abendlichen","sagte","kooperiert","fluechtlinge","cnn","selben","indischen","seit","erbe","landes","nutzer","evakuiert","fahrzeugen","boot","usamerikanische","bataillon","versuchen","beschaedigen","ladung","moskau","verbrachte","vermittlung","usmilitaers","anschlaegen","rechtsmedizin","verteidigungsministerium","aktivisten","militaerische","beschlagnahmt","sozialen","altreifen","ortsangabe","gespiegelt","zuvor","angriff","anweisungen","verteidigungsministerium","telegram","seriennummern","landes","markt","stadt","telegramkanal","flixbus","land","finnischen","bulgarien","leopard",NA
"73","abgeaendert","abgeglichen",NA,"abfotografierte","abgefangen",NA,"abfall","abgegeben",NA,NA,"abfotografierter","abbrueche","buergerkrieg","truppen","haefen","respektiert","abfaelle","abgebaut","abgegrenzt","pakistan","abbrechen","abfall","abends","twitter","update","fotos","dargestellt","gebracht","kreml","netzwerken","erlebt","zuge","august","evakuierten","folgern","szenen","volksrepublik","baumes","meist","besetzten","nah","sanktionen","verwandten","verteidigung","verteidigungsministerium","anstellen","reise","zivile","erkennen","palaestinensern","dekoration","april","attrappe","falschmeldung","glaube","liegt","anschlaege","armee","international","behauptung","verteidigungsministerium","darunter","regierung","polnische","gazprom","chinesische","berichte","humanitaere","laendern","soldaten",NA
"74","abgebaut","abgegrenzt",NA,"abfotografierten","abgefeuert",NA,"abflug","abgegebene",NA,NA,"abfrage","abc","china","tuerkei","hunden","rueckzug","abfaellt","abgeben","abgehalten","palaestinensische","abbrennen","abflug","abendzeitung","ergab","wenige","teilte","einfaches","finden","militaerische","archiviert","erschienene","wegnehmen","abzeichen","feuers","forscherinnen","bericht","handelt","bbcartikel","toten","besitzer","nationalbank","tower","warne","gespendet","wartete","atomenergiebehoerde","rekonstruktion","februar","autos","raketenangriff","einwanderungspolitik","teilte","boeing","befinde","grenze","sei","auffindbar","aufgenommenen","mehreren","bahnhof","verteidigungsministeriums","fahrzeug","haetten","foto","humanitaerer","hilfe","angriffskrieg","owens","aufgenommen","trwam",NA
"75","abgeben","abgehalten",NA,"abfotografierter","abgefilmten",NA,"abfolge","abgegebenen",NA,NA,"abfragen","abdecken","darunter","udssr","infektionen","russland","abfall","abgebildet","abgeholt","plante","abbruch","abfolge","aberkannt","video","bekannt","sozialen","eingeholt","bericht","moskau","zweiten","erwecken","aufnahmen","alassad","finnischen","gefangenen","tineye","twitter","beladen","schaeden","bewaffnete","nato","tuerkischen","zeichnungen","geschaeften","portal","aufgefordert","russisch","plattform","bezug","russischen","erinnerung","angeblich","erobert","sozialen","grosses","zeigen","aufhoert","aufgezeichnet","uhr","regensburg","abzug","unterstuetzung","behauptung","sagte","indische","flagge","ankunft","prankster","ende","kanadischen",NA
"76","abgebildet","abgeholt",NA,"abfrage","abgefiltert",NA,"abfotografiert","abgeglichen",NA,NA,"abgabe","abdeckung","eingeschlossen","untersuche","kleinen","services","abflug","abgebildete","abgeholzt","praesidenten","abbrueche","abfotografiert","aberle","sagen","berichtet","immer","einschliesslich","experten","nathan","sagte","facebookaccount","weiteres","assad","flaechen","gekauft","hafen","gab","benannt","uebersetzt","carl","originalaufnahmen","kontrolliert","zeitzeugen","sudan","service","aufklebern","russischer","zeigen","gelandet","usluftwaffe","flugzeug","bn","fliehen","ausgegeben","hilfsgelder","regierung","befaenden","ausgefuehrt","besuch","unabhaengigkeit","behauptungen","koenig","dokumentiert","zentrum","jamalpipeline","begraben","butscha","propaganda","landes","osten",NA
"77","abgebildete","abgeholzt",NA,"abfragen","abgefragt",NA,"abfotografierte","abgegrenzt",NA,NA,"abgaben","abdruck","einsaetzen","ursprung","kreuzes","sicherheitslage","abfolge","abgebildeten","abgeklaert","rechtmaessig","abc","abfotografierte","abermals","weiterhin","gleichen","drei","entfuehrungen","medienberichten","network","zeitung","facebookgruppen","zahlreiche","autonomen","flug","geliefert","material","geuebt","bildzeitung","grossteil","details","polen","bulgarien","zogen","chinesischen","weitere","aussenministerium","russischsprachigen","befanden","adler","vergiften","gebiete","earth","gelandet","unterstuetzung","hinteren","monaten","befehl","austausch","rt","erkennen","buergermeister","afpanfrage","seit","richtung","monastyrsky","greco","orient","prorussische","berestove","transport",NA
