"","2001-07-01","2012-12-01","2017-04-01","2017-05-01","2017-06-01","2017-07-01","2017-08-01","2017-09-01","2017-11-01","2018-01-01","2018-02-01","2018-03-01","2018-04-01","2018-05-01","2018-06-01","2018-07-01","2018-08-01","2018-09-01","2018-10-01","2018-11-01","2018-12-01","2019-01-01","2019-02-01","2019-03-01","2019-04-01","2019-05-01","2019-06-01","2019-07-01","2019-08-01","2019-09-01","2019-10-01","2019-11-01","2019-12-01","2020-01-01","2020-02-01","2020-03-01","2020-04-01","2020-05-01","2020-06-01","2020-07-01","2020-08-01","2020-09-01","2020-10-01","2020-11-01","2020-12-01","2021-01-01","2021-02-01","2021-03-01","2021-04-01","2021-05-01","2021-06-01","2021-07-01","2021-08-01","2021-09-01","2021-10-01","2021-11-01","2021-12-01","2022-01-01","2022-02-01","2022-03-01","2022-04-01","2022-05-01","2022-06-01","2022-07-01","2022-08-01","2022-09-01","2022-10-01","2022-11-01","2022-12-01","2023-01-01","2023-02-01"
"17",NA,"abbau","letzten","gezaehlt","folgende",NA,"prozentsatz","°c",NA,NA,"sterberaten","webseite","zukunft","anstieg","tabelle","bevoelkerung","unaids","system","grafik","pro","renten","bernd","zahl","russland","politica","mehr","erfasst","laut","verbrauch","rund","berechnet","quelle","faelle","rund","berechnet","faelle","pdf","ersten","laender","anzahl","faelle","daten","zeitraum","jahren","millionen","betten","krankenhaus","statistischen","kraftstoffe","kilometer","pdf","deutschland","grafik","statistischen","deutschland","pro","schweden","viele","einwohner","zahlen","deutlich","vermoegen","italien","vergleich","rund","laendern","erhoeht","lngtanker","rechnung","menschen","µm"
"18",NA,"abbauen","quelle","gross","innerhalb",NA,"stand","µm",NA,NA,"nennt","angenommen","wurden","benzin","vergleich","zahl","seit","vergleich","preise","seien","liegt","welt","rund","vergleich","pro","deutlich","anstieg","daten","weltwirtschaft","berechnung","boeing","laendern","studie","alexander","fao","ersten","schaetzung","gibt","einsatzcodes","faelle","jahren","durchschnitt","berechnet","todesfaelle","wert","deutschland","suizide","lag","todesrate","rund","prozentpunkte","elektromobilitaet","statistik","vergleich","kilogramm","liegt","deutschland","mehr","kilogramm","strompreise","wert","jahr","adac","jahr","gasversorgung","daten","milliarden","verbrauch","vergleich","vergleich","aachen"
"19",NA,"abbauprodukt","viele","italienische","irrefuehrend",NA,"subsidiaeren","aachen",NA,NA,"usa","bilanz","acht","bundesamt","aussage","laendern","statistiken","kommen","pro","menschen","meisten","oktober","selben","zahl","staatsbuergerschaft","land","deutsche","insgesamt","instituts","ersetzt","jaehrlich","sovaldi","rund","grenzuebertritte","women","werte","maerz","april","suizide","ergibt","lag","anzahl","daten","vergleich","laut","insgesamt","faelle","krankenhausgesellschaft","kliniken","schweden","anstieg","uebersterblichkeit","sharepic","krankenhaeuser","jahr","weniger","vergleich","adac","mehr","liegt","oel","batterie","liter","hoeher","sonnenblumenoel","gestiegen","gwh","weltweit","bulgarien","weltweit","aan"
"20",NA,"abbild","taeglich","jahre","kommentaren",NA,"suggeriert","aan",NA,NA,"oel","bundesamt","anteil","faktor","quelle","weniger","afrika","gab","weltweit","angeschlossen","viele","asylantraegen","zaehlt","mehr","versorgt","angaben","grafik","weltweit","wert","gramm","liter","deutschland","letzten","uninformiert","insgesamt","lag","todesfaellen","deutschland","rund","usa","schaetzungen","wert","mehr","gestiegen","statistik","tote","insgesamt","vergleich","anzahl","indien","niedriger","alter","jahr","lebenserwartung","lag","berechnet","liegen","statistik","anteil","kaufkraft","insgesamt","eautos","daten","schnitt","waermepumpen","deutschland","reichen","tag","anzahl","zusammenhang","aap"
"21",NA,"abbilden","millionen","lag","lesen",NA,"unterschiedlichen","aap",NA,NA,"zwei","diagramm","anzahl","groessten","grafik","fuenf","aids","schweden","schwedische","engpaesse","laendern","millionen","euro","pro","correctiv","liegt","kobalt","report","quelle","meisten","statistik","jahre","liegt","zehn","quelle","betrieb","pro","todesursachen","beispiel","angaben","april","steigt","einwohner","rechnung","vergleich","todesfaelle","angaben","berechnungen","lockdowns","millionen","anzahl","deutlich","mehr","millionen","preise","viele","dezember","todesfaelle","intensivstationen","mehrwertsteuer","zahl","stunde","cent","anzahl","millionen","laender","gefuellt","anteil","viele","mehr","aargauer"
"22",NA,"abbildet","seite","letzten","medizinische",NA,"verschiedener","aargauer",NA,NA,"artikel","durchschnitt","bewertungen","haeufigsten","iab","sieben","berglund","zeigt","schwedischen","hoeher","laut","umweltzonen","viele","hoehe","haushalte","jedoch","bild","rechnung","deutlich","rechnung","weltwirtschaft","mehr","anteil","zuletzt","jahr","bundesregierung","menschen","wert","gestorben","saison","rentenniveau","lag","krankenhaeuser","mehr","krankenhaeuser","deutlich","schliessungen","kliniken","diviintensivregister","insgesamt","berechnung","jahren","hoeher","wert","weniger","alexa","pro","werte","anzahl","jahr","milliarden","kilogramm","preise","weniger","italien","fluessiggas","todesfaelle","bundesamt","eautos","todesfaelle","ab"
"23",NA,"abbildung","alter","quote","mehr",NA,"weitere","abalo",NA,NA,"zeigt","entspricht","dollar","liter","registriert","jahr","daten","verschiedene","koennten","kraftstoffe","vergleich","insgesamt","april","usa","deutlich","berechnet","deutschland","seite","etwa","rentenniveaus","platz","preis","definition","menschen","beispielsweise","bevoelkerung","laendern","italien","april","weniger","schaetzung","hoeher","viele","intensivstationen","jahr","jahre","schueller","deutschland","insgesamt","frauen","umfrage","diw","alter","eautos","anteil","laut","menschen","krankenhaeusern","deutlich","adac","daten","rohstoffe","elektroautos","zeitraum","bestattungsunternehmen","kaufkraft","laut","stammen","lag","umfrage","abalo"
"24",NA,"abbildungen","anfang","registrierten","pressemitteilung",NA,"zahlen","abbag",NA,NA,"gab","erstellt","durchschnittlich","meisten","beatrix","deutlich","gestiegen","wenig","quelle","leer","angaben","positiv","leben","sowie","euro","berechnung","seite","anteil","euro","sicherungsniveau","steuern","facebookbeitrag","erfasst","sprecher","daten","vergleich","insgesamt","mehr","insgesamt","lag","hoehere","liegt","regionen","gemeldeten","lag","rund","sterbefaelle","hoeher","betten","anstieg","insgesamt","elektroautos","zwei","viele","copreis","anzahl","kapazitaeten","hoch","bericht","preises","barrel","doppelt","maerz","dollar","jahren","angaben","jahr","italien","liegt","anteil","abbag"
"25",NA,"abbinder","bezieht","schutzberechtigte","sogar",NA,"allerdings","abbau",NA,NA,"wurden","erwartet","ergebnisse","niedrig","kriminalstatistik","deutschland","schwedischen","thema","wurden","nrw","anteil","laendern","monat","viele","pdf","credit","korrekt","statistik","berechnet","tatsaechliche","tag","human","statistik","euro","angaben","alter","euromomobulletin","menschen","weniger","gestorben","zeitraum","seite","weniger","belegung","saison","vorjahren","deutschland","todesfaelle","gestiegen","vergleich","hoeher","sterbefaelle","weniger","rund","eautos","bundesamt","pandemie","faelle","eautos","gestiegen","diesel","kubikmetern","acht","mehr","vergleich","rund","weniger","zehn","abgebaut","einwohner","abbau"
"26",NA,"abbott","bundeslaendern","seien","unklar",NA,"asylberechtigte","abbauen",NA,NA,"acker","geburtenrate","freien","statistik","acht","ergibt","schwedische","alexander","zwei","preissteigerung","gesamtzahl","fahrzeuge","liegt","weniger","auto","statistik","rund","anstieg","energiesteuer","nordkorea","jeweils","wochen","bezieht","millionen","maenner","pdf","statistischen","hunger","renten","juli","gezaehlt","arbeitslosigkeit","fallzahlen","uebersterblichkeit","laendern","tabelle","rueckgang","kalenderwoche","rechnung","betten","ergibt","je","jahren","intensivstationen","mineralien","quote","weniger","krankenhaeuser","kilowattstunde","hohen","kwh","sonnenblumenoel","rund","gasspeicher","mehr","liegen","twh","liegt","ladestation","angaben","abbauen"
"27",NA,"abbrechen","darauf","unhcrbericht","viertel",NA,"stimmt","abbauprodukt",NA,NA,"argument","grafik","indien","umfrage","deutlich","errechnet","stammen","menschen","heisst","schritt","preise","beispiel","dafuer","ebenfalls","april","suisse","finanzen","auto","fluechtlingskosten","steuern","zeigt","vergleich","seit","liegen","armut","anzahl","schaetzungen","bild","bundesamts","gemeldeten","kalenderwoche","gesunken","etwa","belegt","tag","durchschnitt","statistische","schliessung","jahre","frauenmorden","stimmen","studie","absoluten","statistik","intensivstationen","grafik","hoeher","sterbefallzahlen","uksh","rund","rohoel","produktion","weniger","euro","januar","hoechsten","ungrad","istat","statistik","anstieg","abbauprodukt"
"28",NA,"abbrennen","deutlichen","vergleichen","wurde",NA,"denen","abbild",NA,NA,"asylantraege","liegen","italien","vierte","menschen","laender","regionen","zeitungen","anzahl","ursache","unhcrbericht","viele","deutschen","wurden","schwer","thalhammer","statistische","bericht","million","menschen","anteil","anteil","grafik","batterien","lag","cent","april","gestorben","durchschnitt","pro","diagramm","kmh","rund","frauen","mehr","gestorben","kliniken","laut","depressionen","statistik","wert","pro","berechnet","ebusse","rohstoffe","insgesamt","krankenhaus","uksh","vergleich","zeitraum","schellenberger","europa","angaben","kilogramm","kubikmeter","sonnenblumenoel","weihnachten","kilowattstunden","dezember","milliarden","abbild"
"29",NA,"abbruch","eigentliche","verschiedenen","jahre",NA,"menschen","abbilden",NA,NA,"aufregung","mieten","markt","zusaetzlichen","anteil","stundenwoche","rate","schreibt","betreffen","zaehlt","verhaeltnis","facebookpost","fast","abstand","studie","werte","versteuert","laender","jaehrlich","jahren","deutlich","berechnung","todesfaelle","bosch","anteil","entspricht","hohe","uebersichtsseite","morde","bezieht","kalenderwochen","uebersterblichkeit","absoluten","jahr","quartal","dezember","bundeslaendern","eckert","todesfaelle","todesfaelle","werte","menschen","durchschnittlich","grafik","super","berechnung","millionen","bericht","knapp","stark","strecke","anteil","mehr","million","entspricht","trading","juli","fuenf","angaben","weniger","abbilden"
"30",NA,"abbrueche","entspricht","viele","leser",NA,"ausserdem","abbildet",NA,NA,"ausgetauscht","selben","marokko","dagegen","beschaeftigungsquote","vierten","todesursachen","veroeffentlicht","cent","benzinpreis","beiden","wurden","stimmt","aelteren","statt","denen","mehr","studie","pdf","aktuellen","euro","entwicklung","mdr","bruehning","etwa","kilowattstunde","httpswwweuromomoeubulletinpdfbulletinpdf","webseite","oecd","millionen","nettoersatzquote","angegeben","berechnung","menschen","schiffmann","mehr","mehr","anstieg","gab","euro","stand","jahr","soja","anstieg","vergleich","steigt","insgesamt","menschen","million","kredit","erdgas","diesel","laendern","speicher","anteil","italien","etwa","downloadlink","land","statistische","abbildet"
"31",NA,"abc","erreicht","weiss","schwedische",NA,"facebook","abbildung",NA,NA,"balken","stabil","neubau","gefolgt","forscher","weltweit","anzahl","viele","durchschnittlich","nennt","bevoelkerung","adac","etwa","aktuelle","aehnlich","je","daraus","atlas","jaehrlichen","laesst","tatsaechlich","gezaehlt","gab","indien","bundesamt","schweden","mehr","lag","statistischen","drittel","menschen","menschen","rechnung","lag","insgesamt","pandemie","dargestellt","weniger","carediesel","insolvenzantraege","jagdunfaelle","produktion","anstieg","menschen","millionen","todesfaelle","herzdruckmassage","bundesamt","produktion","preisen","antrieb","erdgas","oesterreich","deutlich","todesfaelle","jahr","monat","deutlich","gab","patienten","abbildung"
"32",NA,"abdecken","fallen","korrekt","alter",NA,"jahr","abbildungen",NA,NA,"behandelt","statistischen","platz","september","niedrigste","wettbewerb","wurden","°c","einwohner","insgesamt","grossteil","angenommene","allerdings","argument","angenommenen","platz","rponline","cent","zurueck","insgesamt","etwa","indien","gesunken","stolzenberg","aktuellsten","offiziellen","tote","jaehrlichen","steigerung","herbrucks","bericht","afghanistan","weltbevoelkerung","behandlungsfehler","menschen","woche","bundesamtes","schnitt","taeglichen","wurden","liter","wert","berechnungen","sterbefaelle","usdollar","deutlich","deutlich","zeitraum","singapur","shell","fluessiggastanker","wert","jahren","wert","milliarden","gasumlage","vergleich","lag","vorjahren","anzahl","abbildungen"
"33",NA,"abdeckung","frage","erklaert","schwedischen",NA,"deutschland","abbinder",NA,NA,"beitrags","steigende","quadratmeter","suggeriert","wert","absoluten","jahren","µm","erwachsene","geht","jahre","dieselfahrverbote","behauptet","asylsuchenden","anpassungen","beim","polen","pendler","weniger","dieselfahrzeuge","analysiert","schnitt","grossbritannien","facebookbeitrag","durchschnittlich","damals","woche","angegeben","entspricht","influenzawelle","million","werte","gemeldeten","fruehstarterbonus","irrefuehrend","facebookbeitrag","anstieg","sterbefallzahlen","menschen","hoch","gesunken","juni","zeitraum","mehr","insgesamt","krankenhaeusern","wert","tabelle","laendern","verivox","gramm","hoeher","frankreich","posting","aussage","lag","waeren","mehr","euro","euro","abbinder"
"34",NA,"abdruck","fuenf","erst","aelter",NA,"wurde","abbott",NA,NA,"benoetigt","systeme","rund","millionen","post","insgesamt","afghanistan","aachen","gefolgt","schreibt","vergleicht","dieselmotoren","januar","aufgelistet","anstieg","insgesamt","deutlich","schulze","laut","halbjahr","aufgestellte","zeitraum","jahres","vergleich","methodik","anteil","jahr","uebersterblichkeit","italien","vermisstenfaelle","gesamtzahl","laendern","grippewelle","hacklerregelung","deutschland","lag","viele","jedoch","pandemie","oesterreich","hoehere","bericht","deutlich","pro","diesel","liste","zeitpunkt","hoeher","viele","mehr","importe","kubikmeter","einwohner","berechnungen","faktoren","acht","januar","anzahl","hoeher","insgesamt","abbott"
"35",NA,"abdruecke","ganz","heisst","°c",NA,"°c","abbrechen",NA,NA,"betten","vorliegenden","schlechtesten","sahra","viele","liegt","asylsuchenden","aan","global","davon","lag","durchgefuehrt","tag","aufgeschluesselt","ausgewiesen","seien","irrefuehrend","statistischen","somit","sinkt","ausgegangen","faelle","oecd","laender","unterschiedlich","jahre","wert","waeren","gab","liegt","verglichen","bevoelkerung","statistik","usa","vergleichbar","kalenderwochen","todesfaelle","insgesamt","bundesamt","land","liegt","afghanischen","altersgruppen","pandemie","iea","covidpatienten","bundesamt","eautos","menschen","unterschiedlichen","lag","tanker","laender","gasversorgung","hoeher","anstieg","zehn","gas","strom","bundesamt","abbrechen"
"36",NA,"abe","geht","worden","µm",NA,"µm","abbrennen",NA,NA,"beziehen","zahl","schweiz","genau","juni","je","erstellt","aap","kronen","viele","euro","eurostat","addiert","behandlungen","basierend","jahre","zudem","quelle","berechnungen","viele","beruht","land","vergleichbar","mehr","schreibt","unbelegt","exzessmortalitaet","jedoch","seite","rund","statistik","angaben","pandemie","facebookbeitrag","pandemie","menschen","rund","standort","deutschen","rate","erfasst","streetscooter","angaben","bundesamtes","benoetigt","seite","zeitraum","dezember","quelle","bild","lng","uebersterblichkeit","gestiegen","kubikmeter","gaslieferungen","angabe","hohe","hoeher","grafik","oiz","abbrennen"
"37",NA,"abel","gerechten","wurde","aachen",NA,"aachen","abbruch",NA,NA,"bundesamt","alter","statistiken","liste","basierend","normalen","laendern","aargauer","neuesten","geteilt","zeitraum","folgeantraege","akuter","belief","berechnung","gibt","wurden","angabe","extremer","anteil","bildung","development","zuwanderern","lediglich","verdienen","tote","gesunken","weltweit","berechnet","jaehrlich","gemeldet","laender","hoeher","kalenderwoche","stark","krankenhaeuser","weniger","bundesamtes","stark","cent","vergleichen","ueberrepraesentiert","todesfaelle","sommer","steigt","bezieht","je","krankenhaus","durchschnittlichen","angaben","verbraucht","posting","sharepic","liegt","milch","energiekrise","zusammen","bundesregierung","laendern","sozialarbeiter","abbruch"
"38",NA,"abend","gesunken","anhand","aan",NA,"aan","abbrueche",NA,NA,"ca","quadratmeter","stechen","denen","bezieht","pro","landstriche","ab","umziehen","laut","facebookpost","italien","basieren","beruecksichtigen","betrug","seite","liegen","definition","fluechtlingszahlen","durchschnittlich","bundeszentrale","zuwanderer","davon","jahre","maennern","menschen","grippetoten","world","statistiken","seite","angabe","gestiegen","deutlich","wochen","werte","bundesamtes","balken","berechnung","zeitraum","ionity","angaben","fehlen","juli","zeitraum","benzin","werte","statistischen","gesamtbevoelkerung","fraunhoferisi","abgaben","entspricht","liege","polen","erdgas","studie","geht","cannabiskonsum","richtig","christensen","gross","abbrueche"
