"","2001-07-01","2012-12-01","2017-04-01","2017-05-01","2017-06-01","2017-07-01","2017-08-01","2017-09-01","2017-11-01","2018-01-01","2018-02-01","2018-03-01","2018-04-01","2018-05-01","2018-06-01","2018-07-01","2018-08-01","2018-09-01","2018-10-01","2018-11-01","2018-12-01","2019-01-01","2019-02-01","2019-03-01","2019-04-01","2019-05-01","2019-06-01","2019-07-01","2019-08-01","2019-09-01","2019-10-01","2019-11-01","2019-12-01","2020-01-01","2020-02-01","2020-03-01","2020-04-01","2020-05-01","2020-06-01","2020-07-01","2020-08-01","2020-09-01","2020-10-01","2020-11-01","2020-12-01","2021-01-01","2021-02-01","2021-03-01","2021-04-01","2021-05-01","2021-06-01","2021-07-01","2021-08-01","2021-09-01","2021-10-01","2021-11-01","2021-12-01","2022-01-01","2022-02-01","2022-03-01","2022-04-01","2022-05-01","2022-06-01","2022-07-01","2022-08-01","2022-09-01","2022-10-01","2022-11-01","2022-12-01","2023-01-01","2023-02-01"
"39",NA,"abendblatt","hingegen","anzahl","aap",NA,"aap","abc",NA,NA,"damals","kommen","sterberaten","insgesamt","bevoelkerung","arbeitsmarkt","lebten","abalo","zufolge","mal","seit","laender","berechnen","beruecksichtigt","bezahlen","falsch","diesel","stark","gesunken","hoeher","case","insgesamt","bundesamt","kirchen","starben","liegt","intensivbetten","todesfaellen","sterbefallzahlen","innerhalb","kw","rueckgang","letzten","berechnung","berechnet","vergleich","krankenhaeusern","bevoelkerung","divi","positivitaetsrate","deutlich","bevoelkerung","woche","todesfaelle","eauto","bundesregierung","steigt","statistischen","kilowattstunden","auswertung","usa","viele","deutlich","statistischen","berechnung","kilometern","importiert","platz","dieselgenerator","liegt","abc"
"40",NA,"abendlichen","jahre","autor","aargauer",NA,"aargauer","abdecken",NA,NA,"datensatz","wert","typische","standesaemtern","fallzahlen","schwer","pflege","abbag","befragten","aktuellsten","zehn","neuseeland","bildet","betraegt","datenschutzes","heisst","fast","bundesamt","kilometern","schnitt","einwohner","somit","mehr","beispiel","weltbank","ende","zwei","insgesamt","vorjahre","arbeitsuchenden","bezieht","lebten","lag","todesfaellen","april","anzahl","betten","anteil","eautos","quote","instituts","zwei","zeigt","renten","intensivbetten","hoeher","anstieg","weniger","statistik","bdew","menge","kobalt","millionen","angegeben","nuhr","kostet","speichern","fluessiggastanker","gibraltar","etwa","abdecken"
"41",NA,"abends","jedenfalls","bamf","ab",NA,"ab","abdeckung",NA,NA,"einfache","euro","usdollar","innerhalb","index","arbeit","platz","abbau","hoeckes","anstieg","zeigen","prozent","bringen","bevoelkerungszahlen","definiert","etwa","grundfreibetrag","focus","niedriger","grafik","entspricht","seien","viele","jahres","jahren","moegliche","europa","faelle","laut","bruecker","pandemie","nordkorea","hohe","viele","anzahl","auswertung","ersten","januar","korrelation","liegt","janichs","durchschnittlich","menschen","auslastung","todesfaelle","posting","bevoelkerung","haeufiger","stichtag","definition","weniger","lebensdauer","produktion","altersgruppen","teneriffa","norwegen","verbrauch","gases","teuer","acht","abdeckung"
"42",NA,"abendzeitung","komplett","berechnet","abalo",NA,"abalo","abdruck",NA,NA,"erfolg","belege","ersten","letzten","rueckgang","institut","prozentzahl","abbauen","ungefaehr","antriebsarten","land","statistischen","bundesamtes","beziffert","doppelten","aermer","steuern","anzahl","niedrigsten","alter","freies","zahl","malmoe","bundesamt","zwei","registriert","todeszahlen","entspricht","menschen","erfassen","weniger","nennt","acht","sterblichkeit","anteil","pressemitteilung","laender","jahre","personal","preis","verbrauch","lag","haelfte","durchschnitt","je","liegen","kliniken","vergleich","bundesregierung","halbjahr","boiloffgas","rentenniveau","kilometer","intensivstationen","preis","vw","jahren","kubikmetern","verzeichnet","land","abdruck"
"43",NA,"aberkannt","maerz","berechnete","abbag",NA,"abbag","abdruecke",NA,NA,"erstellt","schreibt","innerhalb","zuvor","vorjahr","bezogen","syrien","abbauprodukt","daten","anzahl","eigenen","vergleich","daten","ca","durchschnittliche","anteil","veraltet","benzin","rechnung","beruecksichtigt","haeufigsten","blick","zeitraum","milliarden","weltweiten","seit","laender","report","anzahl","grippetoten","deutlich","liegen","liegt","verhaeltnis","woche","untersterblichkeit","bundeslaender","zeitraum","todesraten","bundesamt","verbrennungsmotor","anzahl","quelle","rechnung","kraftstoffe","vier","abgebaut","kliniken","gesamtzahl","kilowattstunde","kraftstoffverbrauch","umgerechnet","belgien","speichern","produktion","zahl","weltweit","rohoel","mehr","nationen","abdruecke"
"44",NA,"aberle","niedrigste","betraegt","abbau",NA,"abbau","abe",NA,NA,"europaeischen","kommt","stehen","viele","veruebten","mehr","tabelle","abbild","juni","anzeigen","mehr","weltbevoelkerung","definition","circa","einjaehrige","asylberechtigte","bezieht","berechnung","kopf","laendern","ifw","aktuellen","laut","demnach","sogar","meisten","taeglichen","mai","aktuelle","schulausbildung","liegt","asylantraege","ifrwert","liegen","letzten","vorjahre","bevoelkerung","statistische","vdek","zeitraum","vier","batterien","vergleichbar","gestorben","steigen","monaten","november","stau","bevoelkerung","kraftstoffe","kilometern","liste","liegen","laender","liegt","land","hohen","sterbefaellen","fuenf","welt","abe"
"45",NA,"abermals","nordrheinwestfalen","bundesamt","abbauen",NA,"abbauen","abel",NA,NA,"frauen","februar","verbandes","welt","schreibt","welt","deutlich","abbilden","usa","argumentation","aethiopien","werte","drittel","daten","einwohner","ausgehend","steigt","berufspendler","kriminalitaetsrate","laut","lag","irrefuehrend","insgesamt","biokraftstoffindustrie","alter","dezember","krankenhaus","global","hoehe","statistik","angaben","viele","liegen","entspricht","belegung","starben","durchschnitt","vergleichen","lockdown","position","bundesministerium","inlaender","verzeichnet","land","tankstelle","krankenhaus","jaehrigen","kalenderwoche","schaetzungen","lag","fahrt","fluessiggas","werte","gasmarkt","berechnungen","eins","zweieinhalb","zeitraum","korrekt","wochen","abel"
"46",NA,"abes","on","correctiv","abbauprodukt",NA,"abbauprodukt","abend",NA,NA,"gar","jahren","pressemitteilung","neben","pro","land","neuinfektionen","abbildet","erwachsenen","ausgehen","benzin","faelle","durchschnittliche","drohungen","fuehre","berechnungen","rente","svenja","ende","email","rangliste","conservancy","fast","christopher","genannten","beim","besonders","anzahl","angegeben","woessmann","wert","saison","faelle","liege","dkg","stimmen","facebookgrafik","mehr","saison","plugsurfing","liegen","batterie","saison","berechnet","wdr","november","verfuegbaren","beruecksichtigen","ueberlastung","mittelstand","ladung","beruecksichtigt","insgesamt","liter","kilogramm","hub","zulagen","gab","berechnet","je","abend"
"47",NA,"abfaelle","pressemitteilung","dennoch","abbild",NA,"abbild","abendblatt",NA,NA,"gegeben","tatsaechlich","vergleich","bremen","letzten","geht","weltweit","abbildung","zeigen","autors","berichte","ganzen","elf","durchschnitt","ganz","durchschnittlichen","meisten","viele","dezember","beiden","rponline","erfasst","menschen","hvo","liegen","angegebenen","hohen","liegen","mai","laendern","gegeben","tabelle","hoeheren","millionen","exzessschaetzung","vier","land","liegt","wert","statistischen","faelle","bruecker","starben","sterblichkeit","facebookbeitrag","quelle","gemeldet","starben","hoehere","schnitt","fahrzeugen","usdollar","kaufkraft","statistik","mai","wert","nachfrage","durchschnittlichen","iao","laut","abendblatt"
"48",NA,"abfaellt","pro","deshalb","abbilden",NA,"abbilden","abendlichen",NA,NA,"gegensatz","handelt","bild","mindestens","daten","ersten","insgesamt","abbildungen","sowie","benzin","bestehe","umfrage","entspricht","eingefuehrten","gegenwaertig","groesstenteils","lediglich","stimmt","angenommen","nachfrage","statistisch","kostet","kontext","jaehrlich","zweite","desto","hoeher","angabe","ersten","tabelle","todesfaelle","million","laendern","diviintensivregister","maerz","schliessung","menschen","viele","liegen","weniger","mehr","diesel","anfang","nennt","kliniken","zufolge","berechnung","je","je","sprit","produktion","deutlich","kilometern","ergibt","deutlich","autos","taeglich","beziehungsweise","batterien","asylsuchenden","abendlichen"
"49",NA,"abfall","reduziert","deswegen","abbildet",NA,"abbildet","abends",NA,NA,"gering","seit","weltbank","laut","wurden","menschen","viele","abbinder","deutschland","beschlossene","daten","liegt","erfasst","einkommen","genauso","hoechsten","kontext","korrekt","jahre","aufgrund","statistischen","rang","pro","kraftstoffe","anhand","eins","veroeffentlicht","erhoben","deutlich","zweite","berechnet","pdf","durchschnitt","gesunken","haelfte","wert","twitterliste","bundesregierung","irrefuehrend","mai","beispiel","verbrenner","tabelle","berechnung","seltene","bevoelkerung","bergner","anstieg","laender","spritpreis","vergleich","jens","spritpreis","entspricht","anstieg","strom","acht","herbst","todesursachen","energiepreise","abends"
"50",NA,"abflug","richtig","detail","abbildung",NA,"abbildung","abendzeitung",NA,NA,"haeufigsten","laut","gab","jedoch","laendern","ganz","bundesregierung","abbott","blick","beziffern","diesel","denen","ergaebe","entspricht","geschlossenen","hoeher","seien","verhaeltnis","kosten","land","ungefaehr","sinnvoll","irrefuehrend","neste","armen","gewinne","niveau","euromomo","liegt","menschen","ncic","zeitraum","geschaetzt","krankenhaeuser","italien","weniger","liegen","millionen","angaben","fast","million","angaben","auszugehen","kobalt","berechnung","blick","divisprecherin","angaben","bezieht","strom","vergangenen","zeitraum","jahre","milliarden","bundesamt","verbraucher","frankreich","legt","werte","statistik","abendzeitung"
"51",NA,"abfolge","rueckgang","deutschland","abbildungen",NA,"abbildungen","aberkannt",NA,NA,"hanspeter","maerz","anstieg","beim","kommt","bericht","geht","abbrechen","stimmen","bezogen","hoeheren","email","erhebung","erklaerungen","gleichzeitig","hoeheren","menschen","ca","entspricht","archivierter","untersuchten","bundeslagebericht","belegen","niedriger","daenemark","heutigem","portal","grafik","viele","deutlich","statistischen","jahren","verhaeltnis","schaetzung","intensivstationen","bundesamts","lag","schreibt","depression","woche","fahrzeuge","faktoren","bezieht","meckel","costeuer","vergangenen","grafik","januar","krankenhaus","strompreis","etwa","tatsaechlichen","grafik","angaben","juli","insgesamt","arbeitsintensitaet","wert","laender","stammen","aberkannt"
"52",NA,"abfotografiert","stand","di","abbinder",NA,"abbinder","aberle",NA,NA,"hingegen","afrika","laendern","seit","italien","juni","seien","abbrennen","teilte","darstellung","jahres","aussage","erwachen","fliessen","herne","kopf","juni","fehler","aktuellen","besteuerung","geteilt","selbstbestimmung","ab","renten","database","lebensdauer","statistische","schaetzung","jahre","verschwinden","weitaus","jahre","land","oktober","schaetzungen","destatis","schweden","dollar","dunkelziffer","gesamtbevoelkerung","menschen","laesst","faelle","sterbezahlen","kobalt","pdf","kalenderwochen","kilowattstunden","todesfaelle","tankstellen","weltweit","geringer","anzahl","liegen","benziner","knapp","berechnung","quellen","sharepic","bevoelkerung","aberle"
"53",NA,"abfotografierte","tag","einfache","abbott",NA,"abbott","abermals",NA,NA,"importieren","arbeitenden","zeigen","abhaengig","jedoch","arbeitskraefte","liegt","abbruch","seit","entwicklung","liessen","hohe","europa","fuers","hoeher","laendern","april","land","daten","durchschnittsverdiener","hauptsaechlich","einwanderung","dezember","rohstoff","drittel","letzte","uebrigen","maerz","eurostat","todesfaellen","maximal","april","april","tankstellen","jahre","millionen","niveau","krankenhauses","hilfe","insolvenzantragspflicht","europa","todesfaelle","zuletzt","insgesamt","nickel","jahren","jahren","statistische","etwa","zapfsaeule","adac","anhand","angegeben","cruz","eurostat","autofahrer","gespeicherte","zeigen","herzkreislauferkrankungen","schwer","abermals"
"54",NA,"abfotografierten","tagen","estland","abbrechen",NA,"abbrechen","abes",NA,NA,"importiert","asien","viele","amerikanern","allgemeinen","artikelueberschrift","ausserdem","abbrueche","tatsaechlich","erhebt","online","bericht","gelbe","gemeldeten","international","lag","anfrage","zufolge","per","eingesammelt","neun","milliarden","knapp","statistik","entwicklungslaendern","matteo","zeitraum","kalenderwoche","griechenland","schulabschluss","steuern","benzin","menschen","faktoren","rund","seien","quote","liter","rueckgang","intensivbetten","schreibt","zeigt","studie","euro","spritpreise","laesst","faelle","gestiegen","sharepic","gab","anteil","nord","anteil","gasimporte","gasmenge","benzinpreise","gestiegen","angabe","ende","zwei","abes"
"55",NA,"abfotografierter","verbessert","eurostat","abbrennen",NA,"abbrennen","abfaelle",NA,NA,"integrationsbeauftragte","ausgedrueckt","freiheit","analysiert","anstieg","aufnimmt","aktuelle","abc","correctiv","faelle","rentenniveau","demnach","gelegen","gestiegenen","italien","liegen","seit","laendern","beispiel","jung","vollendete","millionen","aehnliches","stiegen","gap","quote","millionen","stammen","kalenderwoche","schwedischen","pdf","irks","vergleichbar","nordkorea","jaehrlich","mitte","suiziden","nieden","statistische","morde","basis","anstieg","liegen","liegt","mehr","fuenf","liegt","wert","jeweils","plus","batterie","facebookbeitrag","dollar","rindern","gasspeicher","bier","heroin","euro","liegen","kuemmern","abfaelle"
"56",NA,"abfrage","vereinten","faelle","abbruch",NA,"abbruch","abfaellt",NA,NA,"irland","ausgewiesen","dezember","angenommen","beschaeftigten","ausgetauscht","einbruch","abdecken","jedoch","fallen","standort","deutlich","hoch","grafisch","italiens","meisten","falsch","zwei","angaben","lohn","hoeheren","per","index","zuercher","geschlechtern","schlechteren","durchschnittlich","seite","lag","april","genannten","schaetzungen","werten","anzahl","arbeitsstunden","hoeher","vorjahren","versorgungsvertrag","statistischen","mordopfern","letzten","zeitraum","hoch","deutlich","china","innerhalb","laendern","korrelation","batterien","erhoehte","beispielrechnung","hoch","tote","jahre","kilowattstunde","dieselpreis","hoeher","entspricht","bericht","ressourcen","abfaellt"
"57",NA,"abfragen","verringert","faellt","abbrueche",NA,"abbrueche","abfall",NA,NA,"kamen","beatrix","sogar","antriebsarten","betrachtung","berechnet","gemeldeten","abdeckung","anstieg","falschaussagen","systeme","angenommen","hoeher","hoeher","kenntnisse","report","gibt","elektroauto","wasser","netto","geschaetzt","dennoch","liege","gab","geschwindigkeit","sinkt","regionen","rund","niedrigsten","vergangenen","saison","statistics","stark","covidpatienten","auslastung","vorlaeufigen","darstellung","fast","stieg","positivrate","weniger","beitragsjahre","adac","schweden","zeitraum","aufstellung","anzahl","jahren","benziner","kosten","cent","milliarden","etwa","sharepic","monat","erdgas","importe","hoch","eher","gesamte","abfall"
"58",NA,"abgabe","view","februar","abc",NA,"abc","abflug",NA,NA,"kategorisiert","behauptete","demnach","aspekt","eher","bundesamtes","grafik","abdruck","antriebsarten","focus","transport","fast","hoehere","jaehrliche","kommentierten","statistische","anzahl","litern","genannten","verdraengt","kleiner","allerdings","niedersachsen","schreibt","hoeheren","sozialministeriums","rund","jahres","politikern","stand","viele","jedoch","insgesamt","alter","betreibbaren","zeitraum","blick","sprecher","laendern","sicherungsmassnahmen","unterschiedlich","benzin","datenlage","ende","beispiel","gernot","pdf","coronapandemie","berechnung","laut","duengemittel","angaben","demnach","gefuellt","preise","kilowattstunde","speicher","vergleich","aussagekraeftig","rueckgang","abflug"
"59",NA,"abgaben","weniger","finden","abdecken",NA,"abdecken","abfolge",NA,NA,"kilometer","benannt","denen","aufgestellten","erwerbsfaehigen","daraus","hivaids","abdruecke","arbeitslosigkeit","fuers","unterschiedlichen","veroeffentlicht","hohe","jaehrlichen","kostet","strompreise","bvg","wert","deutschen","verhaeltnis","tatsaechlichen","zudem","null","zaehlt","lagen","stieg","deshalb","laut","samuel","benannt","vermoegen","geschaetzt","je","pandemie","bett","homburg","kalenderwoche","medienbericht","fuenf","uebersterblichkeit","laut","berechnung","diagramm","liegen","tonne","statistische","intensivpatienten","schnitt","berechnungen","hoeher","knoten","angabe","batterien","bundesamt","bundeslaendern","lng","letzten","institut","abbau","jahreswechsel","abfolge"
"60",NA,"abgeaendert","zahlen","group","abdeckung",NA,"abdeckung","abfotografiert",NA,NA,"lag","benutzen","faelle","ausreichendem","haeufigkeit","deutlicher","hoechste","abe","aufnehmen","geschaetzt","verfuegbaren","offenbar","jugendlicher","jeweils","laendern","studie","dieselbusse","sicherheit","darauf","per","rechnet","deutlich","rentenalter","beruecksichtigt","landstrassen","uebergewicht","vergleichen","milliarden","gibt","regionen","seien","statistik","wochen","jedoch","diviintensivregister","versorgung","werte","angegeben","hoehe","freien","laendern","rechnung","durchschnitt","steigen","liegen","steigende","abbau","fuenf","diesel","internationalen","lngtankern","batterien","benzinpreise","steigen","liegen","super","starben","divi","insgesamt","laendern","abfotografiert"
"61",NA,"abgebaut","zugrunde","herkunftslaender","abdruck",NA,"abdruck","abfotografierte",NA,NA,"lebenserwartung","blick","bericht","berechnet","lag","durchgehend","liefert","abel","australien","glaeser","gruende","heisst","kommentierten","lag","lag","wert","elektrobusse","beziehen","aussage","brutto","laut","daten","statistisches","rekordhoch","niedriger","voneinander","kurzarbeit","malaria","bisher","beitrag","jahre","kontinuierlich","todesfaellen","irrefuehrend","jobs","cobepreisung","liegt","seien","quelle","krankenhaeuser","jahren","statistische","liter","zehn","stark","sterbewahrscheinlichkeit","viele","gemeldet","eauto","oesterreich","seemeilen","benzin","gasspeicher","hoechsten","insgesamt","treibstoffverbrauch","entspricht","dollar","rumaenien","registriert","abfotografierte"
"62",NA,"abgeben","jahr","hoch","abdruecke",NA,"abdruecke","abfotografierten",NA,NA,"meisten","cent","schrieb","berechnungen","statistik","eben","milliarden","abend","befragung","gleich","unterschiedliche","webseite","lagen","lagen","lagen","zeigt","gestorbenen","blick","akkus","mio","januar","angaben","verhaeltnis","taeglich","preise","zdf","gemeldet","quellen","angaben","titel","tabelle","millionen","einwohnerzahl","gab","vollzeitstellen","sogar","knapp","gestorben","verschwunden","gab","berechnen","statistischen","schnitt","ganze","anzahl","bericht","patienten","etwa","elektroautos","zahl","vielfaches","bundeswirtschaftsministerium","kmh","etwa","laendern","unternehmen","ab","entspraeche","faktoren","zuletzt","abfotografierten"
"63",NA,"abgebildet","zusammenhang","hoeher","abe",NA,"abe","abfotografierter",NA,NA,"million","dadurch","schreibt","berechnungsmethode","statistisch","eingerechnet","registrierten","abendblatt","belegt","heissen","jahren","erst","lau","liefert","land","unterschiedliche","kontinuierlich","bezieht","angabe","renten","million","monat","jahre","anzahl","schweden","demnach","homburg","aktuellere","verhaeltnis","zwei","letzten","statistiken","geschaetzten","liegt","weniger","angegeben","hoeher","destatis","belegung","geschlossen","blick","verbrennungsmotor","statista","destatis","betten","jaehrigen","wochen","laut","merkur","werte","allein","eautobatterie","nettoersatzquote","menge","umfrage","schnitt","mehr","fassungsvermoegen","angabe","entspricht","abfotografierter"
"64",NA,"abgebildete","leben","irrefuehrend","abel",NA,"abel","abfrage",NA,NA,"mitgefuehl","dagegen","zwei","bevoelkerungszahl","vergleichen","einwohner","steigerung","abendlichen","beliebte","hoehe","muesste","laut","lebend","lohn","leser","haushalte","nebeneinkuenfte","update","ausgewaehlt","umfrage","rueckschluesse","asylberechtigte","angaben","unternehmen","statistik","geht","viele","exzessmortalitaet","faelle","laender","bereich","blick","todesursachen","seien","november","toten","dezember","eautos","grippewelle","meisten","dunkelziffer","gab","tankstellen","dieselheizung","erden","kliniken","bundesregierung","gibt","regional","hoechsten","steuern","ersetzt","preis","voll","rechnung","verbraucherinnen","unternehmen","gestiegen","blick","viele","abfrage"
"65",NA,"abgebildeten","todesfaelle","je","abend",NA,"abend","abfragen",NA,NA,"preisen","deutlicher","europa","dargestellt","vierte","einwohnern","weltweiten","abends","benzin","infolge","sowie","quelle","liessen","pendant","level","bedingt","prognose","institut","batterien","anstieg","niedriger","berichte","schwedischen","bundesregierung","statistische","erfasst","jahren","heruntergerechnet","million","weltweit","seit","je","zufolge","durchschnitt","durchschnitt","erste","liste","grippewelle","gesamtzahl","wochen","kwh","stark","verbrennungsmotoren","divi","gas","belgien","deutschen","ergibt","regionaldirektion","bezieht","benzin","hoehere","spritpreise","befragten","zeigen","steigen","mindestens","kategorien","analyse","schnitt","abfragen"
"66",NA,"abgebrochen","milliarden","lassen","abendblatt",NA,"abendblatt","abgabe",NA,NA,"prozentzahl","durchschnittlicher","jahren","drittel","woche","eurostat","zusammengenommen","abendzeitung","berechnungen","klingt","stimmt","menschen","macht","personal","massgeblich","beleg","rueckgang","befreiter","beatrix","gesunken","bisher","billionen","betroffenen","wurden","weltweite","gestorben","deutlich","influenzatodesfaelle","maerz","mehr","ergibt","platz","knapp","exzessschaetzung","verloren","veroeffentlicht","laendern","hockertz","abgebaut","sterblichkeit","sinken","weniger","laender","gestiegen","kraftstoffpreise","einwohner","korrelation","seite","sterberaten","laendern","ergibt","isi","usdollar","bevoelkerung","steigt","flaschen","registriert","schleswigholstein","genannten","hoeheren","abgabe"
"67",NA,"abgedeckt","betrieben","maerz","abendlichen",NA,"abendlichen","abgaben",NA,NA,"rund","europa","abgaben","einschaetzen","mehr","fallen","juli","aberkannt","berichtsjahr","konzern","quelle","bild","mehrerer","preis","million","genannt","rumaenien","usa","behaftet","niedriger","hoch","copreis","einkommen","korrekt","jahre","asylsuchenden","irrefuehrend","intensivbetten","stand","coronakrise","durchschnittliche","bundesamt","gestorben","seit","grippewelle","jaehrigen","sprecherin","jahresende","woche","hohe","statistik","hohen","stimmen","sterbewahrscheinlichkeit","kupfer","land","notfallmedizin","zusammenhang","vergleichen","markt","jaehrigen","kapazitaet","entspricht","bezieht","hoechsten","bezieht","je","statistics","etwa","grafik","abgaben"
"68",NA,"abgedruckt","gegriffen","miteinander","abends",NA,"abends","abgeaendert",NA,NA,"sogenannte","faelle","achse","entspricht","geht","fasste","irak","aberle","beruhen","krankenhaeusern","fallen","januar","monatliche","rechnet","prozentzahl","quellen","sonderauswertung","amerika","bundesumweltministeriums","angegebenen","bundesrepublik","costeuer","rente","bezieht","mehr","gesunken","seien","italiaoraorg","seit","balkendiagramm","gestiegen","zusaetzlich","null","schaetzungen","fruehjahr","sterbefaellen","etwa","rueckgang","entspricht","waeren","sterberaten","starben","jeweils","jahres","litern","schweden","krankenhausgesellschaft","lag","kilometer","land","preis","kupfer","stark","je","betrieb","mehr","markt","statistischen","weniger","gab","abgeaendert"
"69",NA,"abgefangen","hohen","mitteilte","abendzeitung",NA,"abendzeitung","abgebaut",NA,NA,"standort","fester","analyse","entwicklung","zeitraum","fuehrte","leicht","abermals","beschreiben","laenger","kamen","aehnliches","quote","reichweite","relative","europaeischen","starbucks","stand","coaufschlag","geteilt","instituts","entsprechen","million","lag","laendern","krankenhaeuser","angaben","welthungerhilfe","europa","gegenueberstellung","neuser","bisher","schaetzungen","weltweiten","balken","woechentlichen","data","milliarden","facebookbeitrag","facebookbeitrag","unfaelle","euromomo","laesst","kalenderwoche","rohoelpreis","anstieg","freien","beruecksichtigt","fruehjahr","tatsaechlich","strassenverkehr","lngtanker","veraltet","eins","dafuer","energiepreise","beruecksichtigt","steigen","gestorben","coronapandemie","abgebaut"
"70",NA,"abgefeuert","million","politikern","aberkannt",NA,"aberkannt","abgeben",NA,NA,"standorten","geeignet","argentinien","erfasst","innerhalb","grafik","sued","abes","bewerten","lediglich","soweit","allein","recherche","relativiert","standard","vier","vergleich","laesst","elektroautos","verdient","je","jaehrlich","zusammenfassung","saison","meisten","gestiegen","grafik","angaben","laendern","grippetote","schnitt","migration","vergleicht","zusaetzlichen","erst","gegeben","einwohner","bundesamts","melden","datenbank","irrefuehrend","altersgruppen","irre","vergleicht","tankstellen","tabelle","station","liegt","zusammenhang","januar","jahre","entspricht","strompreise","juni","krematorium","group","bundesregierung","sterbefaelle","jahre","geht","abgeben"
"71",NA,"abgefilmten","mehr","pressesprecher","aberle",NA,"aberle","abgebildet",NA,NA,"tage","gefuellt","aufgefuehrten","ergebe","rheinischen","griechenland","anfrage","abfaelle","bildung","leicht","insgesamt","antwort","rechnen","saetzen","statistik","angabe","verzeichnet","denen","elektrofahrzeuge","bundeslaendern","kontext","koste","gegeben","laendern","nations","etwa","grippetote","zeitraum","waeren","rechnung","sicherungsniveau","laesst","einwohnern","zwei","deutlich","gesamtzahl","gesundheitsministerien","liegen","desto","richtig","eher","nrw","wochen","altersgruppen","verbraucht","intensivstation","erhoehten","liste","beobachten","kommt","hoeher","etwa","hoeher","bericht","todesfaellen","mitteilte","jeweils","tanker","balkendiagramm","meisten","abgebildet"
"72",NA,"abgefiltert","wachstum","publiziert","abermals",NA,"abermals","abgebildete",NA,NA,"tee","genannten","australien","fast","gab","groessten","ganze","abfaellt","bruchteil","leserkommentar","ergibt","armut","regulaere","schaetzt","statistikamts","version","waeren","wochen","erfassten","rente","menschen","mexiko","weniger","angaben","gender","anschlaege","krankenhausinfektionen","nachvollziehbar","aktuellen","sterblichkeit","statistische","letzten","belgien","usdollar","veroeffentlicht","bundeslaendern","voraussichtlich","bild","faelle","hohen","land","zeigen","gramm","angabe","wasserverbrauch","fahrt","bezieht","anzahl","werte","teil","deutschland","europaeischen","beziehungsweise","absoluten","tageinzidenz","jahre","anstieg","umgerechnet","elektroautos","vereinten","abgebildete"
"73",NA,"abgefragt","falsch","quartal","abes",NA,"abes","abgebildeten",NA,NA,"trifft","grossteil","beispielsweise","festgestellt","jahren","hierbei","kleine","abfall","dauerhaft","lindern","frankreich","asylantragszahlen","rentenniveau","schaetzungen","steige","beide","anfang","ab","ergibt","verfuegung","hoeher","niveau","betrug","fuenf","collage","euro","sterblichkeit","statistik","auswertung","sternchen","ueberhoehte","leicht","vier","arbeitslosigkeit","verfuegbaren","einwohner","zurueckgegangen","euro","niveau","ergibt","fuenf","sogar","voll","stand","intensivstation","angaben","land","bundesregierung","beruecksichtigt","beruecksichtigt","stark","pkw","angabe","boeing","waeren","etwa","robert","vielfaches","gestiegene","dezember","abgebildeten"
"74",NA,"abgefuehrt","faelle","registriert","abfaelle",NA,"abfaelle","abgebrochen",NA,NA,"umgewandelt","herkunftslaender","beitrags","forschungslage","arbeit","hoechste","hervor","abflug","erfassten","liter","veroeffentlicht","aufgefuehrt","repraesentativ","somit","steigen","finden","bundeslaendern","knapp","fdp","jaehrlich","liege","offiziellen","denen","je","australien","maenner","gemeldeten","geschaetzt","mehr","verhaeltnis","wohneigentumsquote","laut","genannten","anteil","zeitraum","gab","laut","letzten","gemeldet","tag","vergleicht","grafik","niveau","belegten","bmw","krankenhaeuser","seit","deutlich","liegen","coabgabe","liegt","ersetzen","land","diesel","unterschiedlichen","absoluten","gibt","weniger","jahres","zehn","abgebrochen"
"75",NA,"abgegeben","beseitigt","relevanten","abfaellt",NA,"abfaellt","abgedeckt",NA,NA,"ursache","hoch","bereich","gemeldeten","meldung","hoeheren","ergibt","abfolge","eu","logisch","zeigt","aufgestellte","russland","strom","steigt","mindestens","stueck","letzten","folgeantraege","zeigt","bild","report","facebook","unklar","brutto","strom","normalen","gemeldeten","stark","gab","somit","veraendert","jahres","studie","dezember","woher","jahre","deutlich","deutlich","eurostatdaten","toedliche","kalenderwoche","dollar","werte","wert","laender","interdisziplinaeren","gab","gemeldet","grafik","euro","gewinnung","barrel","kaufkraft","adac","anzahl","davon","jaehrigen","kliniken","deutlich","abgedeckt"
"76",NA,"abgegebene","innerhalb","risiko","abfall",NA,"abfall","abgedruckt",NA,NA,"veraltet","intensive","betrachtung","genauigkeit","neu","jobs","afrikas","abfotografiert","foerderung","massiv","nennt","ausfuehrung","schaetzung","tendenz","stieg","viele","zuwanderern","seien","forscher","spricht","vergangenen","schaetzungen","unterschiedlichen","aufgrund","grossbritannien","liege","beobachten","unbelegt","nachfrage","hohe","angegeben","stammen","webseite","eher","vergangenen","letzten","laesst","tag","steigen","intensivstationen","differenz","liter","world","welle","bericht","starben","kappler","autos","analyse","hoeheren","europaeischen","einzelnen","gasreserve","litern","batterie","cruz","usa","belegt","krankenhaeuser","problem","abgedruckt"
