"","2001-07-01","2012-12-01","2017-04-01","2017-05-01","2017-06-01","2017-07-01","2017-08-01","2017-09-01","2017-11-01","2018-01-01","2018-02-01","2018-03-01","2018-04-01","2018-05-01","2018-06-01","2018-07-01","2018-08-01","2018-09-01","2018-10-01","2018-11-01","2018-12-01","2019-01-01","2019-02-01","2019-03-01","2019-04-01","2019-05-01","2019-06-01","2019-07-01","2019-08-01","2019-09-01","2019-10-01","2019-11-01","2019-12-01","2020-01-01","2020-02-01","2020-03-01","2020-04-01","2020-05-01","2020-06-01","2020-07-01","2020-08-01","2020-09-01","2020-10-01","2020-11-01","2020-12-01","2021-01-01","2021-02-01","2021-03-01","2021-04-01","2021-05-01","2021-06-01","2021-07-01","2021-08-01","2021-09-01","2021-10-01","2021-11-01","2021-12-01","2022-01-01","2022-02-01","2022-03-01","2022-04-01","2022-05-01","2022-06-01","2022-07-01","2022-08-01","2022-09-01","2022-10-01","2022-11-01","2022-12-01","2023-01-01","2023-02-01"
"10","flughafens","artikel",NA,"vergangenen",NA,NA,NA,"bildunterschrift","beide",NA,"drei","kopftuch","videos","erklaerte","juli","for","facebook","rechts","oktober","video","proteste","januar","stammt","muell","nutzerin","bild","allerdings","hochgeladen","brasilien","hyde","google","sehen","sehen","fridays","medien","hochgeladen","fotos","sehen","videos","medien","tor","uebung","user","user","fotos","dezember","demonstration","nutzer","thunberg","tausende","fotos","aufnahme","telegram","wahl","zeigt","hunderte","dezember","szenen","coronamassnahmen","user","stimmzettel","zeigt","aufnahme","niederlaendischen","user","aufnahme","demonstration","demonstration","sehen","dezember",NA
"11","sagte","bild",NA,"vollstaendigkeit",NA,NA,NA,"fall","demonstration",NA,"beweis","online","aufgenommen","zeigen","bild","ausschreitungen","filmcrew","suggeriert","fotos","stammt","polizisten","haag","sehen","sendung","nutzer","blonde","juni","stammt","bilder","melilla","wurde","medien","mann","stammt","videos","cagliari","lied","minute","unten","entstanden","teilnehmerzahl","bilder","stammt","mann","videos","stammt","zeigen","sehen","videos","zeigt","janich","laschet","hunderte","wahlbetrug","sehen","zeigt","november","foto","niederlanden","kontext","hunderte","wahlbetrug","hunderte","videos","geteilten","zeigen","aufnahme","aufnahmen","videos","greta",NA
"12","sehen","darauf",NA,"zeigt",NA,NA,NA,"frisch","lci",NA,"sieht","regionale","youtubevideo","geteilt","aviv","autos","kameramann","szene","franzoesische","wurde","videos","puppe","siegel","zeigen","handelt","bundeswahlleiter","band","nutzer","greta","de","sieht","facebook","zeigt","fotos","falschbehauptung","szene","kontext","facebook","mann","zeigen","zeigt","mann","oktober","demonstration","user","postings","stammt","nutzerinnen","aufnahmen","sehen","tweet","frankreich","juli","ecke","fotos","platz","proteste","strasse","sehen","mann","pen","franzoesischen","demonstration","aufnahme","film","stammt","bologna","nancy","aufnahmen","fotos",NA
"13","versucht","demnach",NA,"kommen",NA,NA,NA,"gratuliert","rechtsradikalen",NA,"deutsch","unruhen","geben","medien","ersten","bildersuche","meer","verschwunden","kurz","geteilt","de","facebookseite","dokumentiert","statisten","video","demo","petition","videos","zeigen","bilder","zeigen","ausschnitt","zeigen","demonstranten","stimmen","fotografen","zeigt","situation","geteilt","aufnahmen","brandenburger","strasse","demonstrationen","fotos","nutzer","mann","fotos","postings","postings","postings","aufnahme","videos","fotos","bild","telegram","geteilt","facebook","bilder","aktuell","bilder","zeigen","film","geteilt","bauern","niederlanden","fotos","zeigen","aufnahme","clip","hand",NA
"14","worten","ende",NA,"linken",NA,NA,NA,"groesseren","wurden",NA,"berichtet","sehen","mehr","konnte","france","bunten","mpalothiaris","videos","facebookseite","fotos","demonstranten","hintergrund","platz","berichteten","collage","hammer","saenger","youtube","wurde","aufgenommen","videos","fotos","collage","aufnahmen","ausbruch","italien","cbs","fotos","facebook","videos","veranstaltung","proteste","zeigen","aufnahmen","mann","videos","user","demonstration","nutzerinnen","aufnahmen","user","aufnahmen","nutzerinnen","wahllokal","italien","november","geteilte","spiegel","olympischen","szene","videos","youtube","zahlreiche","protesten","bauern","mann","proteste","erkennen","november","strasse",NA
"15","wurde","erste",NA,"mai",NA,NA,NA,"hierbei","afpmeldung",NA,"findet","folgenden","sei","gerade","frankreichs","demonstration","szene","heraus","postete","zeigt","france","erkennen","sitzt","foto","medien","pflegerin","proteste","erkennen","august","el","neapel","greta","handelt","facebook","aufnahme","italienischen","krankenhaus","genehmigten","lives","aufnahme","demonstranten","demonstrationen","videos","szene","zeigen","geteilt","dover","urne","tausende","geteilten","wahl","aufgenommen","nutzer","bundestagswahl","aktuell","zeigen","aktuell","zeigen","canmore","hunderte","aufnahmen","macron","geteilten","landwirte","landwirte","aufgenommen","user","bild","aufgenommen","bilder",NA
"16","zettel","facebookeintrag",NA,"website",NA,NA,NA,"immer","festnahmen",NA,"mann","finden","bild","wurde","paris","detail","wurde","hosen","facebook","konnten","franzoesische","sieht","veroeffentlichte","medien","ueberprueft","ruft","sehen","szene","wasser","wahlbetrug","konzert","sic","afp","apollo","mann","zahlreiche","youtube","aufnahme","bild","verwendet","bilderrueckwaertssuche","demonstranten","fotos","erkennen","krankenschwester","aufnahmen","postings","zeigt","bilder","nutzer","wahlbetrug","strasse","fernández","user","facebook","protest","nutzerinnen","wasserwerfer","sendung","erkennen","bilder","videos","erkennen","fotos","bilder","videos","italienischen","lula","logo","aufnahme",NA
"17","zudem","faktencheck",NA,"geteilt",NA,NA,NA,"klarer","november",NA,"afp","handelt","wurde","bewegen","rom","deutschsprachige","aufnahmen","gesehen","online","juncker","gelbwesten","zeigt","facebooknutzer","gab","wurde","screenshots","geteilt","hand","veroeffentlichte","nutzer","nutzer","traktoren","aufgenommen","greta","sehen","triest","krankenhauses","szene","wurde","strasse","collage","coronamassnahmen","aktuell","bilder","nadel","nutzer","nutzer","geteilt","glas","videos","tun","bilder","frankreich","bundeswahlordnung","medien","geteilten","bilder","zeigt","user","aktuell","fotos","twitter","fotos","juni","traktoren","aktuell","youtube","szene","zeigen","twitter",NA
"18","seit","freitags",NA,"italien",NA,NA,NA,"kleidung","standard",NA,"aufgenommen","maerz","april","bildausschnitt","sommer","englischsprachige","sehen","konzert","stammen","menschen","les","geteilt","darauf","mal","daily","stimmzettel","darauf","geteilt","bilderrueckwaertssuche","stimmen","entstanden","handelt","stammt","thunberg","frau","hintergrund","afp","coronamassnahmen","youtube","macron","bilder","aufnahmen","polizisten","stimmzettel","frau","angeli","hunderte","turin","nutzer","geteilt","geteilten","sarg","proteste","wahlvorstand","hunderte","geteilte","impfzentren","sequenz","protesten","zeigen","strasse","marine","aktuell","aufgenommen","aufnahme","postings","mann","bolsonaro","gesicht","zeigen",NA
"19","beginn","gibt",NA,"aktuell",NA,NA,NA,"kopftuechern","anhaenger",NA,"august","aeltere","abgebildete","fehlen","menschen","fand","screenshot","letzten","bild","medien","frankreich","demonstration","getty","geteilt","hintergrund","aufnahme","wurde","de","steht","entstand","berichten","niederlanden","china","minute","alt","aufnahme","saenger","damals","proteste","palma","menschenmenge","aufnahme","reichsflagge","google","sarg","fotos","nutzerinnen","fotos","greta","aktuell","tausende","franzoesischen","postings","bilder","jahr","oktober","weihnachtsmarkt","situation","videos","zahlreiche","erkennen","aufnahmen","nutzerinnen","bilder","stammt","twitter","hintergrund","bilder","sendung","szene",NA
"20","handelt","heisst",NA,"°c",NA,NA,NA,"lassen","anhaengern",NA,"belgischen","afp","aufeinander","gesamte","regierung","franzoesische","dokumentarfilms","youtube","agentur","demo","gepostet","entstand","images","abfotografiert","kommentiert","nutzer","beiden","zahlreiche","brennt","august","medien","berichteten","google","alte","laesst","delfine","szene","stammt","black","aufgenommen","erkennen","szene","aufnahmen","polizisten","aufgenommen","facebook","januar","bilder","szene","telegram","stammt","fanden","aufnahmen","laschet","bilder","videos","stammt","stammt","ottawa","geteilt","twitter","collage","facebook","bauernproteste","szene","geteilte","aktion","clip","online","pelosi",NA
"21","ort","hinweis",NA,"µm",NA,NA,NA,"mimikama","archivierten",NA,"bilder","afpmeldung","aufnahme","klettern","afp","genug","drehort","daniel","begleitet","franzoesischen","bruessel","gelbe","videos","amazon","macron","instagram","fotos","juni","hakim","menschen","stammt","aufgenommen","twitter","tweet","zdf","zeigen","aufnahme","pfeffer","fanden","geteilt","veranstalter","berlin","aufgenommen","fand","dover","user","aufnahmen","zeigen","coronamassnahmen","dezember","postings","stammt","facebook","telegram","geteilte","tun","twitter","demonstrationen","proteste","google","stammt","praesidentschaftswahl","telegram","regierung","armstrong","bilder","geteilten","musikvideo","monge","user",NA
"22","videos","immer",NA,"aachen",NA,NA,NA,"nutzer","argumentation",NA,"datum","aktuell","aufnahmen","langsam","foto","geworfen","facebookchat","sehen","briefwahlunterlagen","wehrt","berichtet","gelbwesten","zeigt","aufnahmen","ray","wahl","stammt","ansa","venedig","reuters","fridays","afp","macron","bilder","wurde","twitter","aktuell","mal","juni","januar","zeigen","gemaelde","proteste","stammt","ebenfalls","aktuell","tiffany","fazit","stammt","paris","nutzer","nutzerinnen","fazit","tausende","videos","bilder","fand","gezeigten","ddrflagge","fotos","aktuell","ebenfalls","sendung","medien","lied","entstand","telegram","proteste","weihnachtsmarkt","hongkong",NA
"23","laut","links",NA,"aan",NA,NA,NA,"oesterreichische","berichte",NA,"de","anhand","belegen","le","video","google","films","saenger","gruss","facebook","wurde","google","zeigen","ausstrahlung","serie","worden","twitter","schwimmbad","medien","videos","stadt","aufbau","szene","videos","gratuliert","aktuellen","facebook","aufgenommen","baum","ebenfalls","august","sommer","postings","eiffelturm","stammt","fazit","facebook","zahlreiche","geteilten","szene","poggenburg","indianerkommune","entstanden","versiegelt","italienische","kamera","demonstration","protest","kanadischen","clip","aufnahme","standortdaten","italienischen","medaille","minute","geteilten","rom","stimmzettel","hand","clip",NA
"24","°c","loeste",NA,"aap",NA,NA,NA,"september","berichterstattung",NA,"erkennt","anzuenden","beobachten","original","saengerin","haelt","kursierende","allerdings","lieber","aufgenommen","bleu","muell","anwesend","berlin","traegt","weitere","linken","sekunden","entstand","neben","weisse","bauernproteste","aufnahmen","november","italienischen","finden","aehnliche","spaziergang","mitte","facebook","berlin","stammt","facebook","postings","hunderte","szene","geteilten","geteilten","demonstration","thunberg","wahlhelfer","szene","twitter","foto","protesten","fand","novi","szene","zeigen","medien","nutzerinnen","hunderte","privatjets","stammt","bruessel","facebook","bild","fotos","geteilt","tate",NA
"25","µm","maennern",NA,"aargauer",NA,NA,NA,"staatsministerin","bestaetigte",NA,"falsche","baum","bildschirm","originalvideo","konnte","herausfinden","marek","bereits","nationalhymne","mehr","champs","niederlaendische","fazit","bildschirm","bildern","erkennbar","demonstration","ebenfalls","sic","google","handelt","bildern","videos","aufnahme","poster","mann","news","hochgeladen","aufnahmen","las","demonstrationen","twitter","twitter","zahlreiche","cnn","tausende","verbreiteten","stammt","zeigen","bilder","yatim","tyson","coronamassnahmen","bundeswahlleiters","damals","italien","pazar","einsatz","nutzerinnen","ebenfalls","stimmen","nutzer","stammt","wurde","sekunde","geteilt","frau","brasilianischen","medien","facebook",NA
"26","aachen","menschen",NA,"ab",NA,NA,NA,"stammt","bewegung",NA,"fernsehsender","bfmtv","brasilien","sekunden","praesident","illegalen","frauen","wurde","news","demonstrieren","dcreateelements","niederlaendischen","steht","bleibt","tweet","beide","gelbwesten","facebook","aufnahme","twitter","liegt","britische","entstanden","beitrag","entstanden","corona","ard","mai","bilderrueckwaertssuche","paulo","freiheit","cbzj","allerdings","hintergrund","kontext","zeigen","krankenschwester","telegram","mann","facebook","minute","nutzer","abbildung","deckel","tausende","postings","tausende","fand","facebook","stammt","geteilte","bereits","fand","zeigen","zeigen","fazit","aufgenommen","wahlbetrug","stehen","film",NA
"27","aan","panik",NA,"abalo",NA,NA,NA,"szene","beweisen",NA,"finger","bild","de","szene","mai","kamera","land","auftraten","rassemblement","fotografen","dgetelementbyidid","pfeil","deutlich","demonstrationen","etwa","facebook","hochgeladen","menschen","entstanden","veroeffentlichte","zusaetzlich","finger","nutzer","medien","geworfen","bauern","verwendet","demonstrationen","screenshot","são","fand","zeigen","posting","zeigen","szene","hunderte","posting","stadt","hunderte","regierung","telegram","fuehrte","mutai","mann","mann","demonstration","mann","aktuell","geteilte","twitter","feuerwehr","sender","beiden","szene","juli","clip","protest","wahlhelfer","thailand","geteilten",NA
"28","aap","posts",NA,"abbag",NA,NA,NA,"tage","bruno",NA,"fotodatenbank","bilder","detail","terrasse","medien","laeden","zeigt","beitraege","szene","franzoesische","dgetelementsbytagnames","protest","rednerpult","demonstrieren","folge","dabei","steht","medien","ebenfalls","oktober","niederlanden","fotografen","boden","demo","de","youtube","geteilt","handele","beiden","wurde","sehen","facebook","august","coronamassnahmen","entstanden","verbreiteten","vermeintlich","ebenfalls","hand","twitter","journalistin","frau","szene","aufnahme","proteste","aufnahmen","hunderte","clip","geteilt","frau","allerdings","clip","arm","bauernprotesten","proteste","rechten","meloni","twitter","aktuell","stammt",NA
"29","aargauer","quelle",NA,"abbau",NA,NA,NA,"tagesspiegel","christian",NA,"france","bildes","eigentuemer","saengerin","italien","libération","gefilmt","bemerkt","verbreitete","gelbe","et","videos","regierung","diskutieren","august","veroeffentlichte","aufgeladen","entstanden","originalfoto","fotografen","maps","hochgeladen","wurde","demonstration","google","nutzer","mann","august","el","google","frau","fotos","collage","veranstaltung","nutzerinnen","frau","februar","coronamassnahmen","geteilt","fotos","uhr","stammen","zeigen","stimmabgabe","aufgenommen","mann","telegram","entstanden","twitter","entstand","sahen","mules","puppe","beiden","gebaeude","erkennen","aktuell","zeigen","instagram","proteste",NA
"30","ab","recherche",NA,"abbauen",NA,NA,NA,"tuerkei","darauf",NA,"gedreht","bleu","einjaehrigen","sieg","geteilt","materials","angeblich","bevor","video","id","facebookjssdk","weste","erkennen","eineinhalb","tatsaechlich","laut","zahlreiche","google","jahr","landtagswahlen","bildern","niederlaendischen","yandex","entstand","zeigen","facebook","medien","zeigen","australien","de","coronaauflagen","denver","gepostet","handelt","spritze","erkennen","regierung","minute","entstanden","handelt","november","hunderte","bildern","verschlossen","tun","stammt","konzert","proteste","tun","fridays","emmanuel","foto","zuges","juli","erkennen","jahr","medien","entstanden","telegram","aktivisten",NA
"31","abalo","schreibt",NA,"abbauprodukt",NA,NA,NA,"uhr","ebenfalls",NA,"gelb","dame","erkennen","facebook","veroeffentlichte","menge","chrastina","beweisen","wahlunterlagen","js","fjs","youtube","zwei","entstandene","demnach","afp","ard","veroeffentlichte","aktuellen","veranstaltung","mann","stickstoffausstoss","steht","szene","twitteraccount","medien","zeigen","angeklickt","google","bilderrueckwaertssuche","demonstrationszug","gefilmt","nutzerinnen","kurz","stadt","nutzerinnen","google","aufnahmen","fazit","zeigen","stimmen","aktuell","laschet","hunderte","geteilt","erkennen","schneeflocken","videos","stammt","geteilten","puppe","zeigen","geteilte","aufnahmen","aufgenommen","linken","verbreiteten","show","geteilte","geteilt",NA
"32","abbag","schwarzer",NA,"abbild",NA,NA,NA,"unglaublich","einfach",NA,"getty","deutschsprachige","feststellen","roten","bereits","neuigkeit","griechischen","beweisvideo","stadt","la","fjsdocument","ausschnitt","szene","erreichte","agentur","angehoeren","bildersuche","darauf","neben","stammt","ausserdem","wasser","demonstration","faehrt","jahre","athen","falschem","angeschlossen","medienberichten","berichtet","love","siegessaeule","geteilt","teilen","gezeigten","krankenschwester","erkennen","damals","fand","geteilte","erkennen","geteilten","rathaus","fotos","rutsche","beschreibt","google","polizei","geteilten","nutzerinnen","geteilten","france","zeigen","frankreich","kontext","strasse","szenen","brasilianische","bildern","wurde",NA
"33","abbau","sklaven",NA,"abbilden",NA,NA,NA,"wurde","ergaenzte",NA,"gruenen","dritten","finden","berichterstattung","abgesagt","steine","restaurant","blonden","banner","manipuliert","fjsparentnodeinsertbeforejs","szene","oktober","erzaehlt","agenturmeldungen","arm","fotograf","aviv","frau","tatsaechlich","september","april","eins","geschichten","stammt","clip","laterne","archivaufnahmen","bereits","berichterstattung","parade","trinidad","wurde","ebenfalls","facebook","bilder","geteilt","wahlbetrug","demo","teilten","logo","macron","stammt","twitter","zeigen","gewerkschaft","postings","teilnehmer","strasse","facebookuser","franzoesischen","jahr","sender","geteilte","italienischen","google","gebaeude","stammt","mann","konnte",NA
"34","abbauen","sozialen",NA,"abbildet",NA,NA,NA,"zeigt","erhielten",NA,"gut","einwohner","folgenden","version","balkon","twitter","bilder","casper","gepostet","protesten","functiond","stimme","kontext","facebookvideo","arc","athen","polizisten","collage","facebook","bildergalerie","grosse","regierung","klimaaktivistin","franzoesischen","steht","registrierungsstelle","saerge","baum","demo","strand","yitzhakrabinstrasse","sagt","mann","wahlbetrug","el","spritze","twitter","wahlurne","images","ebenfalls","bilder","mike","aktuell","briefwahl","geteilten","hofmann","fotos","dezember","china","wurde","hand","ausserdem","dutzende","aktuell","region","telegram","september","geteilten","englisch","nutzerinnen",NA
"35","abbauprodukt","stadt",NA,"abbildung",NA,NA,NA,"zeigte","erklaerte",NA,"haare","entkommen","fragt","kursiert","bezirke","uebertraegt","unsere","contest","dabei","regierung","if","mann","juli","faktencheckverein","demonstrant","aufnahmen","heute","hitlergruss","brasilianischen","facebookcollage","for","oktober","medien","future","berichteten","spyropoulou","hongkong","demonstrieren","tineye","ort","tweet","polizei","tatsaechlich","sheriffs","fotografen","kamala","bukarest","youtube","facebook","fazit","geteilte","thunberg","mann","geoeffnet","fand","tausende","belgrad","stammen","italienischen","nutzer","halle","aufnahme","logo","festival","dreharbeiten","italien","facebook","nutzerinnen","google","protesten",NA
"36","abbild","titelbild",NA,"abbildungen",NA,NA,NA,"zeigten","erste",NA,"haette","errichtet","ganze","screenshot","bildersuche","umgekehrten","august","decken","rechten","uhr","jsid","jahr","fast","film","entstand","aufrufen","berichtet","italienische","scheint","país","beitrag","google","black","youtube","wahrscheinlich","tun","nutzer","demonstrierten","menschen","et","tag","instagram","teilten","twitter","geteilten","pence","medien","aktuell","aktuell","demonstration","fand","facebook","nummer","thunberg","september","telegram","ebenfalls","mehrere","fazit","facebook","berlin","geteilt","twitter","sendung","louis","fand","tun","aufgenommen","verbreitete","fuehrte",NA
"37","abbilden","veroeffentlicht",NA,"abbinder",NA,NA,NA,"bereits","falschmeldungen",NA,"helm","faktenchecks","ganzen","konnten","demonstrationen","zeitung","englisch","demonstranten","zeigen","westen","jssrc","daraufhin","facebook","fridays","faktencheckredaktionen","ausloeser","nutzer","mallorca","youtube","spanische","hintergrund","ausserdem","facebook","ausschnitt","kontext","wurde","gemeinde","entstand","teil","titelbild","rund","august","wdrmitarbeiter","beschreibung","wahlbetrug","ausserdem","collage","netanjahu","spanien","aufgenommen","sendung","user","fand","urnen","triest","massenpanik","minute","hintergrund","draghi","tausende","fand","verbreiteten","verbreiteten","minute","protest","szene","geteilt","user","kaili","frau",NA
"38","abbildet","verwendet",NA,"abbott",NA,NA,NA,"geteilt","fernsehsender",NA,"hemd","franzoesische","genauigkeit","gezeigt","fans","medienberichten","giannis","demonstrationen","september","darauf","la","bestaetigte","tatsaechlich","frueheste","frankreichs","bestaetigte","stadt","minute","geteilt","szene","bilder","mann","bilderrueckwaertssuche","frankreich","damals","rechts","august","googlerueckwaertssuche","demonstrationen","beitrag","klingbeil","lives","hintergrund","ort","kurz","facebookuser","sahen","sahen","verbreiteten","niederlanden","januar","zeigen","gebaeude","wahltag","twitter","fazit","geteilt","kamera","lkwfahrer","youtube","szene","nutzerinnen","nutzer","twitter","szenen","berichtete","geteilte","geteilte","tiktok","zwei",NA
"39","abbildung","wochenende",NA,"abbrechen",NA,NA,NA,"mal","fernsehsenders",NA,"hinfaellig","gefilmt","genauso","ersten","hand","aufgenommen","identifizieren","demzufolge","teil","sieht","le","zwei","ersten","genaue","italienischer","beweis","menschen","proteste","zeitangabe","opposition","version","mal","wasser","tag","finden","steht","steht","il","ebenfalls","erkennen","proteste","minute","februar","facebook","fotografin","beiden","stammen","medien","geteilte","daraufhin","hand","illner","olympischen","zeigt","oktober","nummer","tag","protesten","schwaecheanfall","dreharbeiten","ort","hitlergruss","medien","mann","hintergrund","netzwerken","demonstrierenden","verbreitete","geteilten","medien",NA
"40","abbildungen","zeige",NA,"abbrennen",NA,NA,NA,"bild","folgenden",NA,"hoert","gefunden","geschichten","beim","italienischen","konnten","interessantes","diskutieren","zeigt","teilten","return","sehen","aufnahme","gezeigten","jacke","bildbeschreibung","august","tel","nutzer","ebenfalls","februar","mehrere","tatsaechlich","entstanden","zeigt","oben","aufgenommen","messaggero","zahlreichen","situation","teilgenommen","flughafen","macron","nutzer","geteilt","telegram","ort","netanjahus","frau","berichtete","schutzanzug","zahlreiche","rathauses","wahlzettel","stammt","italienische","verbreiteten","saecke","telegram","cnn","youtube","vote","coronademos","buehne","fotos","nutzer","lied","tausende","ebenfalls","stammen",NA
