"","2001-07-01","2012-12-01","2017-04-01","2017-05-01","2017-06-01","2017-07-01","2017-08-01","2017-09-01","2017-11-01","2018-01-01","2018-02-01","2018-03-01","2018-04-01","2018-05-01","2018-06-01","2018-07-01","2018-08-01","2018-09-01","2018-10-01","2018-11-01","2018-12-01","2019-01-01","2019-02-01","2019-03-01","2019-04-01","2019-05-01","2019-06-01","2019-07-01","2019-08-01","2019-09-01","2019-10-01","2019-11-01","2019-12-01","2020-01-01","2020-02-01","2020-03-01","2020-04-01","2020-05-01","2020-06-01","2020-07-01","2020-08-01","2020-09-01","2020-10-01","2020-11-01","2020-12-01","2021-01-01","2021-02-01","2021-03-01","2021-04-01","2021-05-01","2021-06-01","2021-07-01","2021-08-01","2021-09-01","2021-10-01","2021-11-01","2021-12-01","2022-01-01","2022-02-01","2022-03-01","2022-04-01","2022-05-01","2022-06-01","2022-07-01","2022-08-01","2022-09-01","2022-10-01","2022-11-01","2022-12-01","2023-01-01","2023-02-01"
"10","bestaetigte",NA,"abalo","ab",NA,NA,NA,"abalo","oesterreichischen",NA,"tatsaechlichen","etienne","abstand","personen","termine","abschliessenden","letzten","aap","marion","tweet","schwangerschaftswoche","derartigen","strafgesetzbuch","bundesamts","schweiz","vergangenen","nachfrage","engineered","gefahren","bewertung","saenger","halten","bundeskanzleramt","besucher","bewertung","einschaetzung","ueberpruefende","orf","ueberpruefung","wohnen","unternehmen","apafaktencheck","reisewarnung","cofag","kurdi","minderjaehrigen","vfgh","stadt","shutdown","cafés","inter","einkaufszentren","oesterreich","gilt","geimpft","bayern","mitarbeiter","open","oeffentlichen","sprachnachricht","oesterreichischen","apafaktencheck","boltz","medien","oeffentlichen","burgenland","gaeste","tragen","orgenesis","massnahmen","unternehmen"
"11","betrieben",NA,"abbag","abalo",NA,NA,NA,"abbag","screenshots",NA,"muessen","gemachten","agentur","mai","trafen","ankuendigt","medien","aargauer","regierungschef","demnach","welt","drohende","streichung","derartige","widerspruch","vizekanzler","demos","frontex","markus","abstand","vergleiche","angaben","gereist","betreten","abdeckung","nsar","zusammenkuenfte","mai","einschaetzung","wieser","ueberpruefende","facebookposting","wiener","sebastian","cofag","markus","restaurants","massnahmen","uhr","sebastian","airlines","gesundheitspass","markus","tweet","schweiz","restaurants","br","genesen","arbeitsplatz","tweet","ueberpruefung","gilt","br","politiker","verbot","lockdown","stephan","armbinde","informationen","jaenner","entsprechenden"
"12","christliche",NA,"abbau","abbag",NA,NA,NA,"abbau","wegen",NA,"herrmann","kenntnis","arbeitsmarktservice","allergiker","zukunft","ausgehend","°c","ab","somit","°c","strafgesetzbuch","facebookposting","house","elisabeth","statt","angekuendigt","eustandards","herde","bewertung","behaupteten","vorderen","manipulationen","paywall","frontex","jouwatch","twitter","laender","sprach","bundesregierung","apa","maske","massnahmen","liste","ueberpruefende","einschraenkungen","jaenner","coronamassnahmen","friseur","wien","ueberpruefende","spieler","ihsstudie","covidiot","kinder","tattoofarben","amtsanmassung","bauhaus","spieler","mueckstein","maerz","facebookposting","facebookposting","ahrtal","lebens","oesterreich","hauptwohnsitz","duerfen","oesterreichische","grundversorgung","mitarbeitern","laut"
"13","dabei",NA,"abbauen","abbau",NA,NA,NA,"abbauen","worden",NA,"aussagen","reihenweise","bekamen","aufgehalten","nation","behaupteten","µm","abalo","trotzdem","µm","monat","fokus","dr","entsprochen","april","naeher","fallen","tempelhofer","besonders","biographie","vorwurf","wolfgang","texas","jouwatch","kanzleramt","ischgl","maskenpflicht","soeder","angela","wien","tragen","kurz","oktober","coronamassnahmen","alan","diakonie","austria","testpflicht","ausgangsbeschraenkungen","personen","arbeitgeber","sanitaire","einkaufen","markus","zertifikat","kirchdorf","baumaerkte","wien","nowotny","masken","april","regeln","bundeskanzler","posting","ueberpruefung","wien","apa","mannschaft","migrationsrouten","oesterreich","agentur"
"14","deutlich",NA,"abbauprodukt","abbauen",NA,NA,NA,"abbauprodukt","°c",NA,"gibt","speisen","buerger","aussenministerin","lage","bundeskanzler","aachen","abbag","unterzogen","aachen","pressesprecher","generell","ab","fpoe","°c","orte","kreisen","unternehmen","haelt","graz","gewohnt","fakten","untersagt","rechtliche","mailand","medien","moscheen","sagte","apa","partys","geschlossenen","asyl","verhaengt","oesterreichischen","apa","schutzgewaehrungen","teststrasse","tritolwerk","ausgangssperren","auflagen","facebookposting","massnahmen","testpflicht","wiener","tiroler","verordnung","zutritt","oesterreich","wiener","kinder","einschaetzung","verkehrsmitteln","politiker","dreyer","buschmann","massnahmen","apaanfrage","november","tschentscher","arbeitgeber","anbieter"
"15","erlaubt",NA,"abbild","abbauprodukt",NA,NA,NA,"abbild","µm",NA,"°c","news","endet","bringt","unklar","heinzchristian","aan","abbau","verankert","aan","aeusserte","gespraech","neue","geldstrafe","µm","trat","landesregierung","personen","schweiz","royal","besucher","vielen","hans","rundfunks","ueberpruefende","tweet","ueberpruefung","information","award","ueberpruefende","entlastende","ueberpruefung","bayern","ueberpruefung","ministerpraesidenten","verfassungsgerichtshof","markus","masken","schweiz","oesterreichische","bundesnotbremse","wien","uğur","geimpft","maske","apa","oeffentlichen","jakupovic","posting","quellen","derzeit","oesterreichische","cem","oesterreichischen","veranstaltungen","apa","heldenplatz","oesterreichischen","serbien","ueberpruefung","apa"
"16","fakten",NA,"abbilden","abbild",NA,NA,NA,"abbilden","aachen",NA,"µm","open","gelten","einschraenkung","faelschlicherweise","kickl","aap","abbauen","verschaerfung","aap","andres","grundversorgung","bundeskongress","geniessen","aachen","zurueck","oesterreichischer","cateringservice","allerdings","ausgangssperren","derzeit","sogar","ehefrau","sprach","wien","homepage","apple","einschaetzung","kanzleramt","mallorcazeitung","szartikel","ausgangssperre","facebookposting","apa","şahin","massnahmen","nehammer","ueberpruefung","tweet","verordnung","daenische","pass","coronamassnahmen","flyeraktion","einkaufen","schuberth","gesundheitspass","amg","lockdown","einschaetzung","fussballspieler","oesterreichisches","flughaefen","ahrtal","gesundheitsminister","nitzan","neutralitaet","lovebinde","staedte","einhaltung","aufgenommen"
"17","firma",NA,"abbildet","abbilden",NA,NA,NA,"abbildet","aan",NA,"aachen","stelle","gemeinsam","einziger","geben","klarheit","aargauer","abbauprodukt","verstossen","aargauer","dergleichen","kaernten","dergleichen","giftigen","aan","sitzt","spoe","gloriatv","fakten","geplant","facebookpost","thema","oesterreichische","frist","supermarkt","anweisung","eindaemmung","face","ministerpraesidenten","soeder","ueberpruefung","schulhof","nationalratswahl","bundeskanzler","ugur","sierning","wiener","impfpass","markus","apafaktencheck","uefa","derzeit","bayerischen","gesundheitsverbund","jaenner","wien","pumpe","dalila","genesen","maskenpflicht","geniessen","oesterreichs","gesetzestext","niederlande","frisch","schulen","testungen","apa","kohlenberger","unisextoiletten","auflagen"
"18","gegeben",NA,"abbildung","abbildet",NA,NA,NA,"abbildung","aap",NA,"aan","oktober","gleichen","entstehe","wegen","massnahme","ab","abbild","vorsitzende","ab","dreimonatsfrist","kopenhagen","kuehnert","grundlagen","aap","links","verstaendigt","simone","medien","wurde","runde","beim","gruende","gefordert","bundesamts","hotels","derzeit","services","ministerpraesidentinnen","mallorca","coronapandemie","schueler","laendern","coronapandemie","uğur","stelzer","oeffentlichen","kretschmer","massnahmen","facebookposting","oft","oesterreichischen","gelten","kickl","kinos","ausgerufen","kunden","inserate","geraedts","nehammer","gewaehrleisten","militaertransporte","innsbruck","apafaktencheck","niederlande","oesterreichische","uni","fussball","gilt","armin","austria"
"19","geraeten",NA,"abbildungen","abbildung",NA,NA,NA,"abbildungen","aargauer",NA,"aap","oesterreichische","illegal","erklaerung","tweet","pressegespraech","abalo","abbilden","daenische","abalo","entscheidung","kronen","legalisierung","initiiert","aargauer","gebe","getragen","taetigkeit","heisst","weiterer","twitter","links","neue","presse","regeln","fakten","april","shields","archiviert","facebookposting","fachkraft","einschaetzung","massnahmen","november","abstand","unbegleitete","verordnung","meduni","entscheidung","politiker","mailand","schweizer","gesundheitspass","minderjaehrigen","orte","markus","unternehmen","etwa","hotel","neutralitaet","mapsaufnahme","gemeinsamen","oeffentlichen","heuer","oesterreichischen","frauenhaeuser","politiker","grundversorgung","facebookposting","fpoe","bayern"
"20","links",NA,"abbinder","abbildungen",NA,NA,NA,"abbinder","ab",NA,"aargauer","bezug","konjunktiv","etwa","stellt","reden","abbag","abbildet","erfahren","abbag","handelsblatt","lage","sechsten","inserat","ab","medien","allgemeine","ua","bayerns","oesterreichischen","eigenen","abbruch","bewertung","politiker","aehnlich","information","coronapandemie","stopp","masken","lp","einschaetzung","schule","apa","information","maske","minderjaehrige","grazer","suedafrika","garten","ueberpruefung","fliegen","coronamassnahmen","gregel","orfartikel","oesterreichischen","bayerische","getestet","gesetzestext","geimpft","oevp","schutzstatus","masken","zufolge","ministerpraesidentin","tragen","paderborn","unternehmen","lovearmbinde","innsbrucker","bestaetigte","beiden"
"21","presseagentur",NA,"abbott","abbinder",NA,NA,NA,"abbott","abalo",NA,"ab","ausserdem","kontakten","fake","medien","reisen","abbau","abbildung","oeffentlichen","abbau","katharina","laschet","straffrei","ministerpraesident","abalo","dabei","ministerpraesidentenkonferenz","wissenschaftlerin","beschnitten","fakten","macht","aerztlicher","sieht","gilt","ueberpruefung","dementierte","tragen","ueberpruefende","treffen","schinkenstrasse","baumueller","muenchen","vorschlag","restaurants","markus","verordnung","haslauer","gelten","wiedemeyer","apa","lockerungen","gilt","niederoesterreich","ungeimpfte","wien","oeffentlichen","gregeln","impfen","apafaktencheck","coronamassnahmen","standard","tragen","ueberpruefung","politikerinnen","oesterreichische","schweiz","unternehmens","wiener","oesterreichs","bayerische","betont"
"22","recyceln",NA,"abbrechen","abbott",NA,NA,NA,"abbrechen","abbag",NA,"abalo","laut","kritisch","fotografien","°c","salzburg","abbauen","abbildungen","verlaengerung","abbauen","kevin","niederlande","correctiv","ministerpraesidenten","abbag","etwa","reisewarnung","wochenlang","bestandteil","oeffentlichen","seit","analyse","damals","httpswwwfacebookcomphotophpfbidampsetatypetheater","information","ausgangssperre","coronakrise","fakten","abstand","ueberpruefung","maskenverweigerer","masken","posting","maske","ueberpruefung","vfgh","lockdown","oesterreichischen","masken","restaurants","veranstaltungen","rund","restaurant","tagesschau","schutzmassnahmen","november","derzeit","gelten","facebookposting","einschraenkungen","vertriebenenverordnung","juni","oezdemir","schweinen","pressekonferenz","karl","pressekonferenz","getragen","kurz","einschaetzung","blick"
"23","schliessung",NA,"abbrennen","abbrechen",NA,NA,NA,"abbrennen","abbau",NA,"abbag","°c","mitarbeitern","geniessen","µm","schweiz","abbauprodukt","abbinder","politische","abbauprodukt","legalisierung","patrioten","aktuell","spekulation","abbau","laut","entscheidung","vice","blatt","kraft","september","ankuendigte","ae","juni","angela","bundesheer","ausbreitung","massnahmen","sagte","linien","shields","apa","gebietsweise","posting","erlaubt","lockdown","apa","markus","regeln","schweizerhaus","wko","treten","muessen","lockdowns","facebookposting","gesundheitspass","ahnenpass","zufolge","verordnete","kritik","anfang","gelockert","besuch","impfen","sprach","innenministerium","tragen","spiels","oesterreichischen","haslauer","bringt"
"24","verdeckt",NA,"abbruch","abbrennen",NA,NA,NA,"abbruch","abbauen",NA,"abbau","µm","nahverkehr","gesundheitsminister","aachen","sebastian","abbild","abbott","anspruch","abbild","straffrei","positiven","paragrafen","unterschiedlicher","abbauen","mai","geschichte","einrichtungen","br","kinder","bewertung","band","allianz","zeitpunkt","tweet","freissmuth","masken","ueberpruefung","gearbeitet","angela","straches","ministerpraesident","maske","schulen","facebookposting","dezember","jaenner","faktencheckdpacom","einschaetzung","trinken","herrscht","ages","genesen","oesterreichischen","apa","vorarlberger","badenwuerttemberg","regeln","dpafaktencheck","oft","gruende","gesundheitsminister","eustaaten","unterdessen","einschaetzung","frauenhaus","etwa","schweiz","tweet","heimische","dahin"
"25","verwendete",NA,"abbrueche","abbruch",NA,NA,NA,"abbrueche","abbauprodukt",NA,"abbauen","aachen","niederlande","herbert","aan","signifikanten","abbilden","abbrechen","kinder","abbilden","zeitpunkt","pressesprecher","pressesprecher","erlaubt","abbauprodukt","wurde","gelten","profil","claims","stadt","abgesprochen","bayerischen","anonyme","zeit","zusammen","islaendische","bayern","derzeit","identifizierung","auftraege","face","soeders","oesterreichischen","einschaetzung","ueberpruefende","schutz","lockdowns","ueberpruefende","gelten","regeln","reisen","apafaktencheck","besuch","gregel","apafaktencheck","geimpfte","impfen","apolinario","einschaetzung","apaartikel","oesterreichische","rauch","kurz","aufgenommen","arbeitsstaetten","generelle","tweet","ueberpruefung","apaanfrage","laschet","daniela"
"26","worden",NA,"abc","abbrueche",NA,NA,NA,"abc","abbild",NA,"abbauprodukt","aan","oesterreicher","heuer","aap","slowenien","abbildet","abbrennen","wiener","abbildet","sprach","ramadan","zeitpunkt","verboten","abbild","°c","ja","oesterreichische","facebookposts","grundlage","behoerdlichen","beauftragte","ansaessigen","facebookpost","medien","island","gottesdienste","angedacht","tracking","balearen","duerfen","kontaktpersonen","bayerische","lorenzen","lassen","coronavirus","coronapandemie","coronamassnahmen","schueler","masken","maske","haider","tragen","kepler","clubs","ministerpraesident","mapsaufnahme","fleck","oekonomen","expertenkommission","momente","sagte","bayerischen","gelten","genesen","facebookposting","medien","liste","asylstatistik","orfartikel","darauf"
"27","beginn",NA,"abdecken","abc",NA,NA,NA,"abdecken","abbilden",NA,"abbild","aap","portugal","hofer","aargauer","spielte","abbildung","abbruch","tweet","abbildung","waere","sterben","letzten","luege","abbilden","µm","stand","duerfen","folgetag","httpswwwfacebookcomphotophpfbidampsetatypetheater","bestreitet","bedrohungen","auffaellig","links","presseagentur","massnahmen","gilt","coronaapp","politiker","ballermann","bundeslaendern","coronapandemie","tagesschau","mcdonalds","posting","wochenende","huml","dpabericht","oeffentlichen","verboten","gilt","verhaengt","duerfen","ueberpruefung","covidverordnung","gelten","zertifikat","lindeloef","speyer","haltung","wien","mueller","reisen","situation","marco","oktober","ages","quellen","empfangen","tirol","darf"
"28","sei",NA,"abdeckung","abdecken",NA,NA,NA,"abdeckung","abbildet",NA,"abbilden","aargauer","presse","kickl","ab","strache","abbildungen","abbrueche","derzeit","abbildungen","aktuell","suggerieren","monat","wien","abbildet","aachen","lassen","wochen","friseur","kurz","bunte","beider","aufgehoben","presseagentur","sozialen","derzeit","abitur","kreuz","stand","doemsche","eingehalten","aufgenommen","ueberpruefung","gaeste","geimpft","oevp","hygiene","dpafaktencheckteam","facebookposting","jordanien","schweiz","verpflichtend","ungeimpfte","getestet","gnachweis","geimpft","genesen","aenderungen","veranstaltungen","kanzler","zumindest","bundesland","tage","apa","nos","gewessler","apafaktencheck","binde","frontex","wc","durften"
"29","°c",NA,"abdruck","abdeckung",NA,NA,NA,"abdruck","abbildung",NA,"abbildet","ab","rundfunk","kletterte","abalo","telefonat","abbinder","abc","drei","abbinder","neunten","tschechien","waere","tschechien","abbildung","aan","macht","daher","hinterfragt","links","datenschutz","bewegt","auflagen","oktober","ablauf","aemps","beschlossen","sobotka","davon","palmeras","offenbach","ministerpraesidenten","treffen","gesundheits","coronapandemie","quarantaene","niederoesterreich","restaurants","impfpass","austria","geimpft","massive","geimpft","coronamassnahmen","landesregierung","coronamassnahmen","ausgesprochen","agueero","veterinaermedizinischen","neufassung","gesundheitsminister","woche","polen","coronaimpfpflicht","restaurants","ueberpruefung","ber","fpoe","innsbruck","wissenschafter","ebenso"
"30","µm",NA,"abdruecke","abdruck",NA,NA,NA,"abdruecke","abbildungen",NA,"abbildung","abalo","selten","kulturen","abbag","temporaere","abbott","abdecken","daenemark","abbott","interview","unzensuriertartikel","gefordert","informationen","abbildungen","aap","presseagentur","her","hygiene","april","dato","botschaft","bayerns","teilte","abstand","esc","information","strache","maerz","palmers","massnahmen","schutz","elf","shields","wien","posting","suedafrika","schulen","maskenpflicht","strache","ae","alleine","quellen","personen","massnahmen","duerfen","geoeffnet","bassilaschwili","gesellschaft","presseaussendung","kraft","gelten","sprecherin","genesen","schutzkonzept","gelten","bussen","kapitaensbinde","lockdown","flyer","einschaetzung"
"31","aachen",NA,"abe","abdruecke",NA,NA,NA,"abe","abbinder",NA,"abbildungen","abbag","standard","kunsturhebergesetz","abbau","vizekanzler","abbrechen","abdeckung","tag","abbrechen","correctiv","reduziert","teilte","ausgesprochen","abbinder","aargauer","tragen","ab","kai","oktober","dienstleistungen","bundesland","begleittext","sowie","angerufen","ab","personen","app","begegnungen","tino","ad","tragen","oeffentlichen","lockdown","politiker","innenministerium","pflicht","muessen","soeders","wien","eriksens","ua","apa","gelten","schweizer","stufe","geimpft","gentherapien","auswirkungen","regeln","tragen","pflicht","wien","landesregierung","verbote","verbote","eintreffen","medienartikel","metern","verordnung","entnehmen"
"32","aan",NA,"abel","abe",NA,NA,NA,"abel","abbott",NA,"abbinder","abbau","suedafrika","moeglicher","abbauen","wien","abbrennen","abdruck","daran","abbrennen","spd","weiteres","etwa","oesterreichische","abbott","ab","anfang","daran","kontakt","behauptung","ermoeglichen","dietmar","begruenden","derzeit","anzeigen","jahrgang","einschaetzung","coronakrise","coronaapp","einschaetzung","fahrgaeste","subsidiaerer","maerz","bestaetigte","gmbh","sahin","schulen","oeffentlichen","treffen","medien","fluegen","oesterreichische","coronatests","genesen","ausnahmen","coronaregeln","muessen","gtg","verordnung","wiener","tweet","getragen","oktober","derzeitige","coronapandemie","schweizer","fluechtlingskinder","serbien","migrationsforscherin","neuen","entsprechen"
"33","aap",NA,"abend","abel",NA,NA,NA,"abend","abbrechen",NA,"abbott","abbauen","zieht","nieuws","abbauprodukt","informiert","abbruch","abdruecke","nachrichten","abbruch","sei","aufzeichnung","februar","falschen","abbrechen","abalo","schon","deutschland","kurierartikel","facebookpost","falscher","erster","beschaeftigten","deutschen","auflagen","auswirkungen","httpdpaqdeiny","laut","download","masken","mahlzeiten","unterricht","bluemel","duerfen","kurz","sagte","ueberpruefung","maske","coronamassnahmen","tragen","sebastian","august","gaeste","schritte","posting","gregeln","rumaenien","keyontae","pressekonferenz","sieht","bezug","politiker","etwa","lebensmittelpreise","ueberwiegend","asylwerber","linz","torjubel","oevp","kursierenden","erlaubt"
"34","aargauer",NA,"abendblatt","abend",NA,NA,NA,"abendblatt","abbrennen",NA,"abbrechen","abbauprodukt","zutreffen","restaurants","abbild","oesterreichische","abbrueche","abe","°c","abbrueche","abtreibung","fallen","abbruch","sprecher","abbrennen","abbag","gibt","fakten","marco","sprecher","farben","feiertagen","blatt","deutschland","ausgestellt","tagen","httpswwwfacebookcomphotophpfbidampsetatypetheater","april","empfangen","kurz","tschentscher","schulen","migrationsvertrag","mindestabstand","impfpflicht","silvester","masken","bundesheer","etwa","geltenden","thrombotische","geimpfte","ministerpraesident","testungen","barley","ueberpruefung","ungeimpfte","nikolos","geschichte","tag","etwa","bundesregierung","interview","alleine","open","fpoe","nationalfeiertag","manuel","sera","einzelne","facebookposting"
"35","ab",NA,"abendlichen","abendblatt",NA,NA,NA,"abendlichen","abbruch",NA,"abbrennen","abbild","kontakte","sache","abbilden","sprecher","abc","abel","µm","abc","schwangerschaft","eulaendern","abbrueche","posting","abbruch","abbau","fakten","aktueller","massnahmen","worden","firmen","fokus","bunten","alan","befindlichen","links","tweet","personen","facebookposting","treffen","kontakte","abstand","tschechien","face","bayerischen","ueberpruefung","voigtsberger","coronaverordnung","coronawarnapp","tisch","verkehrsmitteln","einschaetzung","volksbegehrens","csu","gregeln","etwa","arbeitsplatz","restaurants","getestet","gesundheitsminister","posting","italien","tweet","rheinlandpfalz","regeln","gesundheitsministers","oesterreichischer","pressekonferenz","ua","moegliche","fassung"
