"","2001-07-01","2012-12-01","2017-04-01","2017-05-01","2017-06-01","2017-07-01","2017-08-01","2017-09-01","2017-11-01","2018-01-01","2018-02-01","2018-03-01","2018-04-01","2018-05-01","2018-06-01","2018-07-01","2018-08-01","2018-09-01","2018-10-01","2018-11-01","2018-12-01","2019-01-01","2019-02-01","2019-03-01","2019-04-01","2019-05-01","2019-06-01","2019-07-01","2019-08-01","2019-09-01","2019-10-01","2019-11-01","2019-12-01","2020-01-01","2020-02-01","2020-03-01","2020-04-01","2020-05-01","2020-06-01","2020-07-01","2020-08-01","2020-09-01","2020-10-01","2020-11-01","2020-12-01","2021-01-01","2021-02-01","2021-03-01","2021-04-01","2021-05-01","2021-06-01","2021-07-01","2021-08-01","2021-09-01","2021-10-01","2021-11-01","2021-12-01","2022-01-01","2022-02-01","2022-03-01","2022-04-01","2022-05-01","2022-06-01","2022-07-01","2022-08-01","2022-09-01","2022-10-01","2022-11-01","2022-12-01","2023-01-01","2023-02-01"
"35","fluechtlingsangelegenheiten",NA,"abalo","news","abc","zuerst","bedeuten","frage",NA,NA,"falsch","unterkuenfte","emberger","bundesrepublik","deutsche","hartz","ministeriums","fluechtlingspolitik","warnecke","seite","anfrage","steht","vorschlag","anfrage","verfasser","unsere","karten","auslaender","dienst","erhalten","steht","bundesfinanzministerium","bundestag","beitragsservice","bundesagentur","benachteiligungen","ezb","stellen","juni","gefahren","afd","grundgesetz","sorgeberechtigten","senat","winkelmueller","aufnehmen","darf","verrecke","ministeriums","debatte","infektionsschutzgesetz","nordrheinwestfalen","lichtblicke","bundesregierung","regelt","verkuendet","sogenannten","absatz","aenderung","zusaetzlich","souveraenitaet","jahre","rentenversicherung","union","verboten","urteil","basisgehalt","generation","beziehen","finanzielle","gelten"
"36","fluechtlingsunterkunft",NA,"abbag","laut","abdecken","drei","beitrag","viele",NA,NA,"leben","verlieren","milliarden","bundestag","correctiv","seien","schikora","geflohen","wohnungen","nein","dafuer","anerkannte","abgeordnete","beispiel","beitrag","abschaffen","kommunen","syrer","sitzung","deutsche","stehen","kompromiss","malmoe","netzdg","einkommen","einsparung","familien","erhalten","arbeit","pauschal","rente","quarantaenemassnahmen","tuerkei","ab","infektionsschutzgesetz","gesetz","druck","kraft","vorschlag","verbot","beteiligten","verein","telegram","bundestages","email","recht","euro","bund","bundesversorgungsgesetz","nationalen","kommen","ungueltig","zahlungen","bundesregierung","kraft","bmas","iv","deutschlands","saatgut","migration","genehmigt"
"37","fundament",NA,"abbau","hamburg","abdeckung","menschen","berlin","°c",NA,NA,"mehr","wirtschaftswoche","syrischen","einwilligung","website","amt","wirtschaft","indien","aufenthaltserlaubnis","jedoch","recht","antrag","altfaelle","behauptet","rahmen","bereits","niedriglohnsektor","correctiv","milliarden","asylsuchende","berlin","sozial","bekommen","paragraf","gebunden","humanitaeren","morgenmagazin","ab","sprecher","bundesinnenministerium","sollten","umsetzen","zuschuss","geht","verantwortung","bestimmungen","gefluechteten","bundeswehr","sachsenanhalt","bundesaerztekammer","geht","wahl","fluechtlinge","gesetze","muessen","gelten","sollen","grundgesetzes","lastenausgleichsgesetz","organe","familienministerium","bundesagentur","maximal","amtsblatt","bundeslaender","enteignung","kindergeld","deutschen","ausland","entscheidung","genehmigung"
"38","gab",NA,"abbauen","abgeschlossen","abdruck","schwerpunkt","betrifft","µm",NA,NA,"behauptet","wohnungen","migranten","europaeische","wer","bamf","jedoch","kurzfristig","entschieden","innenministerium","abgeordnete","beantragt","anonymous","schreibt","millionen","presseanfrage","obst","moeglich","steuer","beuche","insgesamt","vorschlag","lassen","menschen","grundsicherung","kulturinitiativen","amt","angewiesen","ausser","entscheidung","familien","verlaesst","person","frage","risikogebiet","unternehmen","moegliche","email","eukommission","insolvenzverfahren","laschet","nrw","beschlossen","moeglich","union","australischen","artikel","grundrecht","paragraph","inflation","sprecherin","grundgesetz","bedarf","ausnahmezustand","deutschen","finanzielle","internationalen","bakun","buergerinnen","duerfen","gerichtshof"
"39","gebaeude",NA,"abbauprodukt","angewendet","abdruecke","peter","bleiben","aachen",NA,NA,"abstimmen","identitaet","menschen","ewald","leben","bdew","wurde","lamas","falsche","correctiv","bmz","beduerftigen","aufgehoben","deutsche","jahre","solle","organspenden","pdf","asylbewerber","bundesministeriums","juli","steht","menschen","correctiv","indien","schueler","gegenueber","anspruch","presseanfrage","heimlich","gefaehrdet","voraussetzungen","deutsche","formulierung","per","gewaehrt","bekaempfung","gdv","beschluss","wer","csu","europaeischen","regierung","partei","buerger","verordnung","europaeische","ifsg","protokoll","email","millionen","rentenanspruch","rahmen","bussgeld","geld","fuehrungskommando","bundestag","bundesverfassungsgericht","privaten","regeln","hamburg"
"40","gefluechtete",NA,"abbild","antragsteller","abe","statement","blick","aan",NA,NA,"baut","integration","kommen","gilt","mehr","bundesagentur","artikel","moralisch","wiener","menschen","foerderung","bekommt","bundeshaushalt","eltern","zudem","buerger","unterstuetzung","afdfraktion","cdu","finanziert","asylbewerberleistungsgesetz","crowdtangle","ausserdem","jahre","soforthilfen","schuelerinnen","falsch","asylbewerberleistungsgesetz","zwei","watergatetv","fordert","darin","angehoerigen","rechtliche","laender","buerger","staatlichen","gesetzes","recht","duerfen","neue","neue","hoehe","deutschen","falsch","jahr","vermeiden","leistungen","resolution","deutschland","staat","souveraenitaet","behauptet","finanzielle","absatz","hartz","kinder","przemyśl","sprecherin","muesse","hierzulande"
"41","gemeinschaftsunterkunft",NA,"abbilden","april","abel","°c","bundesamt","aap",NA,NA,"bekaempfung","ausserdem","beschneidung","impfpflicht","echtjetzt","mindestens","mehr","tibetischen","darauf","allerdings","gefragt","betrag","bussgelder","geldstrafen","gibt","europaeische","jahren","erlaubt","verfuegung","fordert","asylblg","neue","erklaert","amt","wdrforyou","sonderpaedagogischer","mitarbeitern","aufnehmen","monate","bundeslaender","zusaetzlich","ganze","bezahlt","sinne","buerger","minderjaehrigen","pruefung","gesetzesentwurf","faellen","heisst","badenwuerttemberg","bundes","hochwasserkatastrophe","neue","paragraf","kraft","solle","regelt","scholz","solle","beschlossene","sozialleistungen","europaeischen","rechtlich","bankkunden","patrouillieren","kosten","unterbringung","gesetz","absatz","innerhalb"
"42","geplant",NA,"abbildet","artikels","abend","µm","bundestagswahl","aargauer",NA,NA,"beschimpft","enthalten","deutschen","kauder","migranten","wespe","muessen","wiederaufbau","lassen","stellen","hartz","buerger","entscheiden","innenministerium","genommen","schulden","mai","hartz","bewertung","gesetz","betrag","darin","gruenen","mehr","parteien","per","monat","bundesfamilienministerium","aufgrund","euro","einrichtung","bank","spd","milliarden","satz","bund","migranten","kundinnen","ziel","gesetz","spd","eingezahlt","bundeswehr","erhalten","regeln","pressekonferenz","aenderungen","vermoegen","tarif","registrieren","bundesfamilienministerium","email","massnahmen","vertriebenen","einsatzbereit","verboten","kommission","absatz","deutsche","dokumentationsstaette","jahren"
"43","geraeumt",NA,"abbildung","asylsuchende","abendblatt","aachen","dementsprechend","ab",NA,NA,"betroffenen","findet","deutsches","koalitionsverhandlungen","behauptet","antwortmail","baden","ziel","schreibt","webseite","titel","duerfen","focus","jobcenter","muessen","volksentscheide","sei","paragraf","behauptet","gtai","binnenmarkt","bundesregierung","gebe","email","erklaert","sprecher","fluechtlinge","einreich","aufhebt","meinung","anordnung","entschaedigung","wer","forderung","ungueltig","bekommen","erhalten","paragraf","sprecher","zustimmung","kraft","gesetzentwurf","betroffene","bundestagswahlen","gilt","annastacia","koennten","vorgaben","unfallversicherung","mitteleuropa","bundeslaender","begutachtung","verboten","yeşilgoezzegerius","kommando","duerfen","arbeit","geld","koennten","gkvspitzenverband","lautet"
"44","haetten",NA,"abbildungen","beantragen","abendlichen","aan","drohen","abalo",NA,NA,"bezahlt","kommen","freieweltnet","moechte","beispiel","kommission","barzahlung","zuflucht","oktober","sei","wurde","eingereicht","fuehrerschein","kurier","behauptet","falsch","wer","seenotrettung","altersentschaedigung","rueckkehr","einkommen","aussage","behauptungen","sollten","gesetze","neuen","beschlossen","erntehelfer","befristen","impfpflicht","darum","kommission","bekommen","wahl","bisher","gestellt","massnahmen","rechtlich","deutschen","minister","bundestagswahl","infektionsschutzgesetz","ipsperren","buerger","gericht","antrag","falsch","neuen","verstoss","schreibt","kriegszustand","land","abs","geht","pandemien","paragraph","sollen","kraft","besatzungskosten","igv","meldungen"
"45","hintergrund",NA,"abbinder","befinden","abends","aap","droht","abbag",NA,NA,"buergschaft","millionen","gesetzentwurf","moegliche","partei","sei","bau","fluechtlingen","mehr","abgeordnete","muessen","entschieden","rente","migrationspakt","europaeischen","deutschen","familie","verordnung","asylbewerbern","verboten","fahrschulen","europaeischen","beispiel","gearbeitet","meinung","wolle","dafuer","fluechtlingen","beratung","pflicht","quarantaene","gewaehrt","seien","fragen","erhalten","form","auswirkungen","geplant","europaeische","gefordert","wahl","infektionsschutzgesetzes","klimaschutzministerium","klage","unternehmen","bundesanzeiger","experimente","schutzimpfungen","laender","entscheidung","landesaerztekammer","per","aufzuheben","mitgliedsstaaten","vorgaben","beschlossen","einkommen","mitgliedstaaten","hoecker","oxford","milliarden"
"46","immer",NA,"abbott","beide","abendzeitung","aargauer","duldung","abbau",NA,NA,"dabei","nennt","hartz","neuen","quelle","tatsaechlich","bundesverfassungsgerichts","gibt","bleiben","abkommen","person","gebe","richter","rahmen","fuenf","behauptungen","fluechtlingen","waschmaschinen","bundestags","versorgung","fluchtursachen","rentner","anerkannte","arbeit","pinews","praevention","stelle","gekuerzt","bundesebene","spahn","ab","unterstuetzen","anwalt","schreibt","oeffentlichen","pruefung","dsgvo","kunden","zustaendigen","ausschuss","deshalb","spenden","vorhaben","wolle","deutschlands","geld","gefaehrdet","vorgesehen","email","dafuer","kraft","bundestag","ausgezahlt","entwurf","vorschriften","norwegischen","verfuegung","wiedereinfuehrung","oxford","recht","moeglichkeit"
"47","inhalt",NA,"abbrechen","bundestag","aberkannt","ab","einzelnen","abbauen",NA,NA,"dauerhafte","fragte","justizministerin","per","falsch","anspruch","einstellen","eigenen","correctiv","berufsschule","deutschen","geld","stehen","respect","bisher","parteien","geld","entscheidung","elternteil","partei","schleppern","artikel","bedient","muessten","laender","bereich","korrekt","gesetz","diskutiert","ministerium","abgewiesen","solle","spahn","massnahmen","anweisung","cdu","egmr","abschluss","gelte","unternehmen","neu","spendengelder","juli","paragraph","ausnahmen","kriegsrecht","buerger","einfuehrung","menschen","geld","deutsche","eingezahlt","einnahmen","verstoss","spd","unterstuetzung","staaten","entscheidung","rehm","tadjeddine","nationen"
"48","insofern",NA,"abbrennen","erhaelt","aberle","abalo","enthaelt","abbauprodukt",NA,NA,"demnach","heute","koalition","rates","sollen","antrag","geschuetzte","sagte","ab","bussgelder","anspruch","geplant","union","uploadfilter","falsch","deutschlands","grundrechte","darf","eukommission","geschaeftsstelle","zentrale","sollten","beschlossen","koennten","landwirte","antrag","erhalten","grenze","drucksache","inhalt","abhaengig","inhalte","muessen","anwaeltin","ausschuss","moeglichkeit","klagen","leistungen","buerger","ausgesetzt","juni","betroffenen","gefluechtete","fdp","gelten","quarantaeneeinrichtungen","unabhaengig","nummer","sei","geben","aufnehmen","geld","entgegen","hoehe","sogenannte","schutz","aenderung","hilfen","neuen","umsetzung","neu"
"49","installiert",NA,"abbruch","erhalten","abermals","abbag","entscheidung","abbild",NA,NA,"ebenso","migranten","muessten","staatliche","behauptung","dokument","obst","aussagen","antrag","dsgvo","ausgaben","grundsaetzlich","unsere","wolfsburg","geht","artikel","bundesregierung","staatsangehoerigkeit","finanziert","bekommen","sollen","beschluss","einlagen","deutschen","mehr","ausbildungs","laendern","griechenland","erlassenen","absatz","anordnungen","beschlossen","milliarden","cm","dienstes","zusaetzlich","schreibt","entscheiden","entscheidung","nutzen","recht","geplant","rheinlandpfalz","gesetz","abgeordneten","quarantaenelager","bestimmten","sozialen","antrag","neuen","gefluechteten","gesetzliche","finanziert","millionen","noetig","gebe","hartz","anspruch","person","unterbringung","niederlaendische"
"50","juli",NA,"abbrueche","etwa","abes","abbau","entscheidungen","abbilden",NA,NA,"einwanderer","gebe","neuen","teilte","angehoerige","gefoerdert","packstueck","schluesselkind","anwendung","finanzielle","gender","grundsicherung","ausland","words","mehr","nein","gilt","sitzungsvorstand","ministerium","inhalte","wurde","gibt","gefluechtete","beschlussfaehig","vereinten","ausgleich","badenwuerttemberg","grundsicherung","infektionsschutzgesetz","recht","beantragt","darf","alshater","drucksache","einreisen","deutschland","wer","staat","menschen","gericht","nehmen","wahlbeteiligung","sperrung","rechte","arbeitslosenrueckversicherung","rechtsverordnungen","verfuegung","bundesgesundheitsminister","schreiben","geht","kaufen","regelung","kloeckner","europaeische","recht","wer","mittel","gefluechtete","duerfen","artikel","oberste"
"51","kuehlschraenke",NA,"abc","fluechtlingen","abfaelle","abbauen","erfolgreich","abbildet",NA,NA,"eulaender","wer","spd","verweigerung","anspruch","gegenueber","schutzalter","video","bleiberecht","fluechtende","pass","interessierten","unterkunft","projekt","abgeordnete","laender","griechenland","deutsche","programm","vertreibung","bislang","pdf","gehoeren","bundestags","recht","bundesagentur","verfuegung","hinzuverdienstgrenze","rassen","wolle","bewaeltigen","wer","bundestags","gehalt","grundrechte","richtig","antraege","fall","weniger","sollten","ab","integration","laschet","gefluechtete","arbeitslosenversicherung","stromkosten","per","regel","bundesrepublik","bank","afd","sozialversicherungsabkommen","organspenden","darum","aenderung","sprecher","parlaments","unterstuetzt","geht","anfrage","per"
"52","landesamts",NA,"abdecken","gar","abfaellt","abbauprodukt","erfolgt","abbildung",NA,NA,"finanziell","dafuer","dabei","wolle","ausland","millionen","wuerttemberg","bildung","erstaufnahmeeinrichtungen","geduldete","staat","klargestellt","teilte","urteil","absatz","bundesebene","millionen","juli","schreiben","beteiligt","hessen","beispiel","geld","eingezahlt","ausgeschlossen","entscheidungen","form","httpdpaqdeclt","ueberwiesen","projekt","bundesverfassungsgericht","dafuer","eingebuergert","gewaehrleistet","haushalt","aufzunehmen","bundes","correctivfaktencheck","hohen","gruene","regierung","erhalten","geht","knopf","arbeitslosenversicherungen","steht","ausland","zusaetzlich","regelungen","banken","gesetz","vertrag","stabilitaet","eukommission","verpflichtet","deutschland","reform","aufgaben","ausgaben","christine","sobald"
"53","lauf",NA,"abdeckung","gekommenen","abfall","abbild","erhalten","abbildungen",NA,NA,"finanziellen","oesterreichische","mitglieder","zukunft","bekaempfung","presseanfrage","koennten","ausbildung","focus","geld","staerkung","kriegen","debatte","dienst","anpassung","bundesinnenministerium","ab","meinung","senats","rede","europaeische","mal","instrumente","euausland","artikel","fluechtlingsbetreuung","hilfe","infektionsschutzgesetzes","verlaengert","geplant","dient","erklaert","immunitaetsausweis","ministerium","rundfunkbeitrag","baumann","sofern","laender","elektronischen","oeffentlich","bundesregierung","partei","hochwasser","odihr","fdp","oberlandesgericht","bedingungen","schutz","arbeit","bestehenden","geld","zahlungen","kommt","laender","generelles","geht","souveraenitaet","binnengrenzen","niemand","einzelnen","spaetestens"
"54","moebel",NA,"abdruck","gestellt","abflug","abbilden","ern","abbinder",NA,NA,"finanzieller","bezug","klar","zuschuss","bezirken","watergatetv","anonymousnews","besser","genehmigt","gesundheitsministerium","wohnraum","miete","regelung","millionen","ausweisen","compactonline","mal","antwort","voraussetzung","nrw","muessten","seite","integration","gesetz","linke","freier","bleiben","koerperliche","geht","laender","erlassen","muessen","infektionsschutzgesetzes","correctiv","senat","bescheinigung","ministerium","fuellmich","gaerten","milliarden","auswaertige","badenwuerttemberg","bundestages","zweitstimme","gerichte","regelung","bezahlen","schaeden","staatliche","entwurfs","land","europaeische","milliarde","befugnisse","sprecherin","milliarden","verfassung","gendarmerietruppe","geregelt","falsch","stets"
"55","morgenpost",NA,"abdruecke","gleichen","abfolge","abbildet","europaeische","abbott",NA,NA,"gemeinsamen","februar","moeglich","richter","bmz","richtig","seien","schweden","hvv","ministerium","millionen","neuen","laender","viele","autofahrer","erhalten","bisher","dienste","bekommen","soziales","unterkunft","bekaemen","meuthen","regelung","per","kuerzen","mehr","paragraph","erhalten","blogs","hilfen","quarantaene","klage","neuen","unversehrtheit","bundesfinanzministerium","gesetze","gelten","kultusministerkonferenz","bekanntmachungen","beschluss","bamf","exekutive","laschet","mitgliedstaat","person","bundestags","monate","impfpflicht","formulierung","geregelt","mindestversicherungszeit","aenderung","beschlagnahmen","regeln","weder","wahrung","gerichtshof","sollen","staaten","uebrigen"
"56","muessen",NA,"abe","illegale","abfotografiert","abbildung","facebookpost","abbrechen",NA,NA,"grossbritannien","sprechen","deutschland","geplant","bundesregierung","deutsche","behoerden","antwortete","konflikt","mittel","laendern","rechtsabteilung","mio","dafuer","bamf","koalitionsvertrag","sprecher","geschaeftsordnung","moeglich","vorher","afrikanischen","beschlossen","paragraf","arbeiten","neue","leistungen","maerz","reform","statt","bislang","lohnsteuer","gegenueber","mdr","daneben","ab","bundestagssitzung","griechenland","person","mobility","dienst","darfst","fluthilfefonds","plaene","europaeischen","regierte","wer","europarat","geht","allianz","frist","jedoch","grundlage","bundesminister","gasleitungen","weder","gruenen","ausser","kreudersonnen","staaten","registrieren","vereinten"
"57","temporaeren",NA,"abel","koennten","abfotografierte","abbildungen","facebookposts","abbrennen",NA,NA,"indirekte","maerz","unternehmen","gericht","bundestages","sowie","sollen","leben","nabu","prepaidkarten","personen","sueddeutsche","afd","bewertungsskala","bezuege","oeffentlichrechtlichen","erst","hammelsprung","hvv","sogenannten","szenario","beschwerde","privatpersonen","deshalb","angeordnet","migrationshintergrund","nehmen","reisedokumenten","euro","richtig","parteien","dokument","regelungen","zwangsimpfung","sollen","einwilligung","ab","zustaendige","zehn","gesundheitsausschuss","gesetzentwurf","migration","sollten","rede","scholz","ab","europarats","koennten","arbeitslos","hope","deutschen","mitgliedstaaten","ministerium","gateway","mittel","falle","grundsaetzlich","souveraener","gilt","mehr","verpflichtenden"
"58","uebersteigen",NA,"abend","kuenftigen","abfotografierten","abbinder","faellen","abbruch",NA,NA,"jobcenter","aendern","erhalten","mehr","daraus","anfrage","person","bericht","parteien","ruhşi","seien","uebrig","fukushima","behauptungen","bundesregierung","reformieren","angehoben","inhalte","koeln","ausserdem","aufgabe","bundesministerium","sanierung","europaeischen","anonymous","mobilitaet","muessen","rente","diskussion","ging","unterbringung","deutsche","urteil","steht","verpflichtet","gesetze","europaeischen","sollten","zudem","hinterbliebenenrente","grundrecht","risikogebieten","land","entschieden","unterliegen","befugnisse","exekutive","abgeordnete","bundesagentur","jens","geht","abkommen","mehr","kommission","inneren","bekommen","vereinten","neue","neue","geld","wirtschaftlich"
"59","unterkuenfte",NA,"abendblatt","landesgrenzen","abfotografierter","abbott","familienangehoerige","abbrueche",NA,NA,"kommunalen","amtlich","schon","darauf","dienst","besonders","deutsche","gehoert","stehen","verbundene","antwort","vorrangig","stimmt","absatz","einfuehrung","wahlprogramm","anonymous","raffer","bundestages","email","kleidung","fluechtlingssteuer","sanierungs","heisst","bundesfamilienministerium","nr","bayern","rentner","eu","suggeriert","verlangt","unterstuetzung","voraussetzungen","hervor","juristisch","journalistenwatch","lage","per","tausende","nabu","grundrechte","schutzsuchenden","gewalt","union","verbindlich","besatzungsrecht","gegebenenfalls","abgeordneten","gegebenenfalls","journalistenwatch","bundesministeriums","sogenannte","falsch","regelung","buerger","bundestag","koenne","darf","anbau","massnahmen","zwei"
"60","verwies",NA,"abendlichen","leerstehende","abfrage","abbrechen","festgestellt","abc",NA,NA,"kritik","anspruch","geht","rede","dienstherren","staaten","behauptung","einwanderer","verabschiedung","vosshoff","darunter","wahl","titel","banken","eugesetz","mehr","anspruch","sinne","praesidentin","schreibt","lufthansa","forderte","strafe","sollen","bundesinnenministeriums","traegerschaft","altmaier","richter","verboten","moegliche","zuwiderhandlung","europaeischen","ifsg","gesetzliche","aenderung","kasse","gilt","duerfen","aussage","thiele","koerperliche","sondervermoegen","geplanten","zusammenarbeit","versicherung","besatzungsstatut","gezahlt","dalai","gerichtshof","leistungen","entschaedigungsrechts","sprecher","organe","koenne","durchgefuehrt","art","zweiten","anfrage","bank","erklaerte","entsprechend"
"61","waschmaschinen",NA,"abends","melden","abfragen","abbrennen","folter","abdecken",NA,NA,"kueche","anwaltverein","leben","echtjetzt","egal","behoerden","bundesverfassungsgericht","europaeischen","artikel","aussage","monat","schon","correctiv","bundestag","eurogendfor","setzt","antrag","verboten","gestellt","vertreter","falsch","gefluechteten","unterbringung","statt","bundesverfassungsgericht","artikel","angebot","umgesetzt","september","webseite","zwangsweise","kommen","fassung","geregelt","eingeschraenkt","mangels","bleibt","anwaeltin","zusammenarbeit","volksentscheid","paragraf","armin","antrag","abstimmung","per","bundesministeriums","menschenrechte","entschaedigungsrechts","lebensversicherung","ratifizierung","kanzleramt","entscheidung","staaten","spd","sicherheit","darf","bundesregierung","erhalten","einkommen","dokument","koennten"
"62","seit",NA,"abendzeitung","neue","abgabe","abbruch","formelle","abdeckung",NA,NA,"moeglichkeiten","arbeitnehmer","ueberschrift","knapp","jeweiligen","anonymousnews","bussgeld","koennten","jahren","praxis","kommen","bundestag","bundesregierung","kleine","menschenrechte","richtig","bestehen","deutschen","mitglieder","geht","bedingungen","integrationsgesetz","wohnung","jeweiligen","chancen","resettlementverfahren","angestellte","verbieten","plenarprotokoll","email","verfuegung","geplant","staat","spenden","richtig","papier","muessten","besondere","abgeordneten","muessen","risikogebieten","millionen","bereits","souveraener","sprecher","einkommen","paragraph","entwurf","libération","registrierung","regelung","recht","gefluechtete","gezwungen","aenderungen","einlagen","gabriel","gefluechteten","euparlament","entwicklung","schon"
"63","sei",NA,"aberkannt","neuen","abgaben","abbrueche","fuenf","abdruck",NA,NA,"neue","asylpolitik","millionen","sei","kampf","verhandlungen","eubuerger","spahn","abgelehnte","bestimmten","afd","kommt","erklaert","kommunen","minister","europaeischen","dienste","sogenannte","fluechtlingen","neuen","fluechtlingen","koalition","steht","ansprueche","darf","bevoelkerungsschutz","anspruch","vorgabe","correctiv","beispielsweise","moegliche","gestellt","steuern","wer","erklaert","uebernimmt","moeglichkeit","bundesgerichtshofs","infektionsschutzgesetzes","antrag","schreibt","schrieb","muessen","regelungen","erlass","gueltig","recht","experimente","riposte","spahn","regelungen","weiterhin","staatlichen","politische","erlaubt","fluechtlinge","maler","verfahren","gaerten","derzeit","sorgen"
"64","laut",NA,"aberle","sei","abgeaendert","abc","gar","abdruecke",NA,NA,"not","aufnehmen","erst","europa","koennten","arbeitsmarkt","freytag","spirituelle","zustaendigen","muessen","anerkannte","recht","hingegen","migration","mittel","islam","gabriel","asylbewerber","form","heisst","ausserdem","koalitionsvertrag","arbeit","auslaendische","dienste","moeglichkeit","antraege","vorschlag","deshalb","veroeffentlicht","notwendigen","deutschen","gelte","anwaelte","regelungen","unhcr","infektionsschutzgesetz","epidemischen","impfpaessen","solle","toeten","beziehen","form","absatz","regelungen","hartz","rechtsverbindlich","lama","sozialgesetzbuch","vertraege","schadensersatzforderungen","euro","vorgesehen","gebrauch","steht","gerichtshof","sfklasse","gesetz","miete","asylsuchende","teil"
"65","°c",NA,"abermals","verboten","abgebaut","abdecken","geben","abe",NA,NA,"papier","ausdruecklich","geld","kommen","kranken","stimmt","fruechte","antwort","geld","weder","asylant","staaten","mindestens","moeglich","monatliche","moeglich","hartz","iv","pkv","schulen","hintergrund","kostenlos","asylsuchende","ausschuessen","duerfen","schuelern","antrag","moeglich","urlaub","gilt","ausfuehrungen","antwortete","sinne","frauen","geld","zustimmung","sei","mitgliedstaaten","trat","entscheidungen","rechte","absatz","betroffenen","milliarden","duerfen","hotelquarantaene","souveraen","plenarsaal","versichert","vorgeschlagen","usdollars","gefluechteten","bundesministerium","bundestag","euro","iv","souveraener","moeglichkeit","notwehr","beantragen","thema"
"66","µm",NA,"abes","verfuegung","abgeben","abdeckung","gehoeren","abel",NA,NA,"rentner","beduerftige","behauptet","richtlinien","krankenversicherung","correctiv","hoehe","allgemeine","rahmen","wer","erneuerbare","sogenannten","sei","nachfrage","organe","ausserdem","iv","formulierung","falsch","menschen","verweist","paragraf","heimat","beschlussfaehigkeit","einnahmen","heimlich","arbeitsagentur","richtig","unsere","berufsausbildung","betroffenen","koennten","waere","hoehe","dritten","ab","verband","resolution","muessen","brd","ganze","buerger","stimmt","rt","recht","ii","verbot","scholz","deutschen","vorschrift","vereinbarung","ende","ernaehrung","pandemien","regierung","sparguthaben","falsch","erklaerte","reiches","beschlossen","verordnungen"
"67","aachen",NA,"abfaelle","vermieter","abgebildet","abdruck","gelten","abend",NA,NA,"senats","bekommen","seien","stellungnahme","lebenden","bundesministerium","kommunen","tatsaechlich","mieter","sogenannten","handy","ganze","geht","pakt","pension","eegumlage","kommission","ab","ebenfalls","aenderung","heisst","plaene","act","bund","europaeische","gesellschaftlichen","arbeitslose","interview","person","besagt","geht","bestimmte","wahlen","mitgeteilt","blog","correctivfaktencheck","geteilt","versammlung","regelungen","zwoelf","wahlkreis","flucht","besatzungsstatut","obersten","politischen","iv","menschen","unversehrtheit","staaten","weltgesundheitsversammlung","verstossen","anspruch","bezahlt","vorschlag","erklaerte","verabschiedet","geld","organisation","solmecke","bima","food"
"68","aan",NA,"abfaellt","voruebergehender","abgebildete","abdruecke","genfer","abendblatt",NA,NA,"sogenannten","beschlossen","heisst","seite","linke","entscheiden","massnahme","veroeffentlicht","leben","fluechtlinge","miete","uebrigen","bereits","rentner","rentner","euwahl","lebende","bekommen","europaeischen","bestimmte","pro","schreibens","unterzeichnet","bundeswehr","foerdern","reduzieren","asylanten","gelte","treten","beschluss","raeumliche","anhoerung","durchfuehrung","schueler","moeglichkeiten","entscheidung","dokument","haus","heisst","schaffen","meinung","einschraenkung","bundeskabinett","koenne","infektionsschutzgesetz","plan","religion","regierung","abstimmung","whoverfassung","zentralbanken","bestehen","sogenannten","zustimmung","artikel","verlieren","wiederaufbau","rahmen","souveraenitaet","bmi","entsprechenden"
"69","aap",NA,"abfall","wohnungsmarkt","abgebildeten","abe","gerade","abendlichen",NA,NA,"steuerzahler","bezog","organisation","gibt","sicherheit","fluechtlingen","nachweisen","wurde","heisst","tuerkischen","obdachlose","email","allerdings","tuerkische","zusaetzlich","konkrete","mittel","cdu","laesst","bundesgesundheitsministerium","jahren","soziales","textes","cdu","frohnmaier","gelte","asylbewerberleistungsgesetz","frage","davon","bosnien","buerger","bezahlt","keinerlei","bundestages","heisst","iii","moeglich","erhalten","milliarden","pruefung","fordern","laschets","entscheidungen","ausgegeben","kraft","quarantaenezentrum","union","moeglich","erklaert","regierung","behauptung","bmas","bahn","debatte","abwicklungsgesetz","ziel","deutsche","fluechtlinge","vertrag","charta","muessen"
"70","aargauer",NA,"abflug","kommt","abgebrochen","abel","gesetzlicher","abends",NA,NA,"syrien","bleiben","abgeordneten","freiheit","soziales","hoehe","pressesprecherin","viele","geht","nachfrage","rede","beispielsweise","anspruch","verpflichtungserklaerungen","teilte","moechte","mittelmeer","sogenannten","sollten","bundesministerium","neue","staat","laender","grundsicherung","fuehrerschein","cdu","asylbewerbern","hoechstens","bisher","buergermeisterin","sitzung","entschaedigungszahlungen","massnahmen","zustaendig","recht","stelle","anfrage","muessen","rahmen","verkehr","laendern","eingeschraenkt","fonds","de","muessten","shaef","zwangsimpfungen","sagte","kodex","gestellt","behauptungen","bundesministeriums","buerger","rheinlandpfalz","bank","absatz","moeglich","beschlossen","art","eroeffnen","wurde"
