"","2001-07-01","2012-12-01","2017-04-01","2017-05-01","2017-06-01","2017-07-01","2017-08-01","2017-09-01","2017-11-01","2018-01-01","2018-02-01","2018-03-01","2018-04-01","2018-05-01","2018-06-01","2018-07-01","2018-08-01","2018-09-01","2018-10-01","2018-11-01","2018-12-01","2019-01-01","2019-02-01","2019-03-01","2019-04-01","2019-05-01","2019-06-01","2019-07-01","2019-08-01","2019-09-01","2019-10-01","2019-11-01","2019-12-01","2020-01-01","2020-02-01","2020-03-01","2020-04-01","2020-05-01","2020-06-01","2020-07-01","2020-08-01","2020-09-01","2020-10-01","2020-11-01","2020-12-01","2021-01-01","2021-02-01","2021-03-01","2021-04-01","2021-05-01","2021-06-01","2021-07-01","2021-08-01","2021-09-01","2021-10-01","2021-11-01","2021-12-01","2022-01-01","2022-02-01","2022-03-01","2022-04-01","2022-05-01","2022-06-01","2022-07-01","2022-08-01","2022-09-01","2022-10-01","2022-11-01","2022-12-01","2023-01-01","2023-02-01"
"10",NA,NA,"darunter","bewohner","empoert","dienstag","staedten","eingeleitet","festgenommenen","fall","bescheid","schule","correctiv","streit","wurde","juli","jaehrigen","august","september","teilte","wurden","frau","wuppertal","stadt","veroeffentlichte","fall","seien","junge","berichtet","fand","mann","tat","correctiv","tiere","wegen","jugendliche","correctiv","wegen","maenner","timpa","sei","correctiv","schule","polizisten","candida","berlin","vorfall","badenwuerttemberg","ausgetauscht","berliner","steinmeier","juli","falschmeldung","bonn","kongsberg","mann","sachsen","menschen","fall","opfer","nuernberg","mandic","mann","juli","anzeige","vorfall","ollsen","hamburg","vater","stuttgart","aap"
"11",NA,NA,"denen","bezeichnen","erfahren","gab","fake","facebookpost","identitaeren","fazit","fall","teilte","sei","maenner","sexuelle","worden","wurde","messer","schreibt","nachfrage","steht","kinderwagen","teilte","menschen","vermisst","fluechtlinge","polizisten","pressemitteilung","jaehrigen","email","sei","berlin","sitzplatz","schreibt","mann","fluechtlinge","artikel","worden","worden","touristen","karlsruhe","beamten","gestorben","uhr","main","kindern","seien","krankenhaus","migrationshintergrund","fressnapf","worden","taeter","behoerden","vorfall","kinder","bad","berlin","ermittlungen","polizisten","kinder","vier","welter","saarbruecken","bamberg","vorfall","gysi","ermittler","fall","worden","porsche","aargauer"
"12",NA,NA,"ehemals","gemeldet","ergebnis","gemeint","hannover","gang","korrigiert","gab","geborenen","muslimische","stadt","correctiv","sei","staatsanwaeltin","haetten","fall","untersuchung","sei","sei","schule","migrationshintergrund","wurde","vier","familie","artikel","fluechtlinge","tat","zitat","truth","correctiv","sei","akbar","generalbundesanwalt","fluechtlingen","gemeinde","kinder","berlin","haetten","eltern","sei","krankenhaus","einsatz","seien","aerztin","berliner","mann","worden","leipzig","bochumer","gewalt","baggerfahrer","fall","stadt","chemnitzer","weihnachtsmarkts","saechsischen","verfassungsschutz","klinik","personen","afd","stuttgart","warmwasser","erfurt","reichelt","polizei","beamten","straftaten","festgenommen","ab"
"13",NA,NA,"faellen","gepostet","erklaert","haelfte","mimikamaat","grund","manipulativer","hause","opfer","informationen","wurde","wegen","artikel","correctiv","migranten","schulz","freiburg","medien","allerdings","deutsche","personen","zwei","laut","kinder","wurden","ashausen","jungen","mann","correctiv","sei","basel","sei","correctiv","artikel","jaehrige","sprecher","schwarzen","stadt","einrichtung","kind","frau","chemnitz","gegeben","kita","taube","worden","seien","personen","bundespraesident","kindern","bundespolizei","kindern","segeberg","oberschwabenklinik","gefaengnisse","bekannt","mann","stadt","verhaftet","bus","feuerwehr","gewalt","roma","email","bus","hamburger","berliner","haverbecks","abalo"
"14",NA,NA,"fakten","medien","facebookseite","kommentar","bayern","haushalte","personen","heisst","polizeipraesidium","anonymousnews","blog","nachricht","fluechtlinge","kinder","maedchen","wurde","tatverdaechtigen","berlin","wurde","facebooknutzer","hinweise","seien","schreibt","opfer","personen","stoeckl","schweigeminute","fazit","fall","jahre","straftaten","allahu","email","gewalt","email","familie","chauvin","opfer","kindes","boden","correctiv","festgenommen","teilte","maz","diakonie","thueringen","bundespolizei","correctiv","gericht","ahrweiler","seifenwasser","teilte","straftaten","suedafrika","sprachnachricht","januar","sei","krankenhaus","hamburg","vorfall","braunschweig","fall","stadt","berlin","fall","berlin","sei","eingabe","abbag"
"15",NA,NA,"geben","nachricht","fazit","september","aelter","jahr","rechtsradikale","mehr","presseerklaerung","gruppe","jungen","sagt","ali","berliner","worden","artikel","einsatz","ev","kollegen","correctiv","deutschen","sei","insgesamt","sei","asylbewerber","straftaten","fall","staatsanwaltschaft","sic","ermittelt","worden","behauptet","opfer","haetten","per","frankfurt","frau","medien","schreiben","schwangere","teilte","jungen","berlin","falschmeldung","gestorben","sei","berliner","niedersachsen","getoetet","tatverdaechtigen","gefunden","bad","tat","jena","klinikum","augsburg","dpa","email","seien","junge","amoklauf","worden","kinder","festgenommen","hamburg","abschiebung","illerkirchberg","neukoelln","abbau"
"16",NA,NA,"gegeben","rechten","fluechtlinge","stand","anfrage","jungen","staatsanwaltschaft","momentan","sexuellen","jaehrige","maenner","personen","halleleaks","seien","echtjetzt","screenshot","polizisten","doebeln","kam","veroeffentlichte","grundschule","augsburg","spaeter","beteiligt","deutschen","laut","juli","statt","seien","taeter","uhr","mutmasslich","uhr","samstag","bka","teilte","pflastersteine","journalistenwatch","kreis","feuerwehr","schulbus","verletzten","server","vorfall","tod","rheinlandpfalz","carsten","sei","jugendliche","einsatzkraefte","sei","baustelle","winkler","kreis","berichteten","frau","maedchen","worden","wegen","staatsanwaltschaft","bamberg","sei","wegen","sozialamt","berlin","straftaten","landkreis","wegen","abbauen"
"17",NA,NA,"gerade","ruecksprache","geteilt","twitternutzer","auslaesst","kommt","verbotene","nachmittag","staatsangehoerigen","skabies","angster","wurde","mai","fall","sexuelle","kurier","artikel","obdachlosen","migrationshintergrund","migranten","jaehrige","blogger","ueberschrift","gab","bundeskriminalamt","berlin","staatsanwaltschaft","anfrage","ermittlungen","tatverdaechtigen","klasse","seien","jaehrige","junge","unserer","jaehrige","opfer","drei","kindern","uhr","falschmeldung","gegeben","junge","masturbation","polizisten","per","pressemitteilung","frauen","angriffe","nordrheinwestfalen","ahrweiler","junge","sprecher","schule","gewalt","gekuendigt","polizistinnen","kind","frauen","tatverdaechtigen","straftat","wohnung","juli","sei","peter","faelle","verdaechtigen","angegriffen","abbauprodukt"
"18",NA,NA,"informiere","sachverhalt","macht","ungluecklichen","beim","konnte","versammlung","oeffentlichkeit","wurde","tatverdaechtigen","jaehrige","junge","zwei","geklaert","uhr","schule","fall","tatverdaechtigen","tuerkische","sei","tatverdaechtigen","danach","dabei","gewaltkriminalitaet","tauber","wegen","august","teilte","kinder","email","wegen","email","thueringer","kind","muenchen","personen","ums","polizisten","wegen","tiergarten","kindes","person","sprecher","verstorben","dementiert","st","wegen","abend","flasche","jugendliche","berichtet","tatverdaechtigen","rainer","vorfall","festgenommen","karlsruhe","saechsischen","zug","autokorso","wild","straftaten","angegriffen","familie","pressemitteilung","vier","junge","medien","haftstrafe","abbild"
"19",NA,NA,"innenministeriums","sorgt","male","verletzt","berichten","muslimischen","fake","oft","person","artikel","sonntag","nachbar","seehofer","hamburger","gab","seien","hampel","zeitung","spaeter","artikel","wurde","falschmeldung","person","krankenhaus","wochenblick","sei","worden","wurde","oktober","pressemitteilung","mann","hunde","seien","koeln","worden","gesundheitsbestaetigung","berliner","faelle","familie","sprecher","sprecher","pressemitteilung","diaspora","worden","email","gericht","sprecher","ermittelt","messerangriff","person","email","berlin","worden","uhr","geruecht","oberlausitzer","pferd","sei","ermittlungsverfahren","laut","vergewaltigungen","haetten","gegeben","berliner","anschlag","ermittlungen","wurde","mann","abbilden"
"20",NA,NA,"jaeger","spaeter","migranten","versuchte","beschaeftigt","netz","mann","personen","blog","deutsche","fall","mann","fritz","hund","fluechtlingen","taeter","missbrauch","frau","gab","kinder","sei","guenter","pressemitteilung","mann","deutsche","gruppe","artikel","pressemitteilung","zuwanderung","artikel","breitscheidplatz","hallo","per","email","gebet","polizeibeamte","herkunft","dpa","gesucht","opfer","mann","jaehrige","mann","ingelheim","damme","medienbericht","sei","fahndungsliste","vorfall","feuerwehr","geruecht","uhr","sei","waldsee","vorgang","twitternutzer","opfer","herkunft","hannover","verletzt","jungen","fluechtlinge","behoerden","per","truth","pressemitteilung","opfer","seien","abbildet"
"21",NA,NA,"klaerte","taz","personen","viele","besuchen","oberbuergermeister","news","polizei","halle","essen","kam","zeitung","berger","iran","fall","september","pollinger","angaben","statt","pressestelle","laut","konnte","teilte","zugestellt","zwei","personen","jaehrige","faktencheck","berlin","sachsen","jaynes","kita","hintergrund","maenner","gertrud","polizistin","pflastersteinen","abend","familien","festnahme","todesursache","demonstrationen","kam","sprachnachricht","protonotarios","stadt","amtsgericht","kriminalitaet","haetten","uhr","sprecher","ausgetauscht","jungen","klinikums","ort","vorfall","worden","nachricht","hausfriedensbruch","mutter","pressemitteilung","anfrage","allgemeinen","razzia","kinder","jaehrige","compact","sei","abbildung"
"22",NA,NA,"landesamt","verfuegbaren","screenshot","vormittag","bietet","pressemitteilung","abend","tauchten","mann","wurde","mann","dabei","faellen","luebecker","mann","laut","postleitzahl","tat","anfrage","mann","frau","schwaben","denen","nachfrage","haeftlinge","robinson","ermittelt","deutscher","korancds","weizsaecker","tempohomes","mutmasslicher","medienberichten","schrieb","lampedusa","ramazan","stadt","beitrag","leben","verletzungen","klinik","bewusstlos","email","artikel","zeitung","voshaar","delegierte","opfer","per","fouad","wurde","wegen","norwegen","sei","gefaengnissen","junge","freien","klinikum","hauptbahnhof","vorliegenden","geschaefte","maenner","krankenhaus","kraefte","teilte","seien","razzien","landgericht","abbildungen"
"23",NA,NA,"maenner","innenministerium","stunden","drei","brutale","pressestelle","absicht","wohlbehalten","schreibt","webseite","jaehrigen","antwerpen","belaestigung","tatverdaechtigen","laut","anfrage","hamburg","afd","strasse","laut","worden","eindruck","facebooknutzerin","kindern","kriminalitaet","taeter","frankfurt","gab","mutmasslichen","nachfrage","opfer","januar","sei","motivierte","maedchen","maedchen","touristen","wurde","august","stern","tod","verletzte","touristen","sozialpaedagogin","krematorium","teilte","maedchen","woelfe","schulen","tatverdaechtige","leipzig","beide","drachenlord","medienberichten","haftstrafen","christoph","seien","senatsverwaltung","bekannt","personen","offenbar","ermittler","seien","seien","verantwortlich","chemnitz","bundespolizei","sachsen","abbinder"
"24",NA,NA,"maennern","nachdem","titel","menschen","daran","sei","antwortete","°c","gab","fluechtling","juergen","auslaender","chemnitz","deutsche","belaestigung","perennis","blog","tuerkischen","teilte","maenner","drei","pinneberg","jugendclub","vier","straftat","person","zeitung","gleisbett","brief","steht","frau","mal","mutter","kinder","beten","dresden","wegen","erfunden","michaelshoven","polizeieinsatz","faelle","correctiv","attentaeter","fall","niedersachsen","polizisten","thueringer","ermittlungen","email","medien","jharkhand","afd","falschmeldung","krankenhaus","geldstrafe","polizeigewalt","kindern","gestorben","tochter","demnach","berichtet","straftaten","sinti","flasche","schwedische","ermittler","bka","ausschreitungen","abbott"
"25",NA,NA,"mann","zurueck","volljaehrig","schwerpunkt","dementieren","stehe","aufgegriffen","µm","laut","halle","schluesselkind","berliner","orellana","wurde","vergewaltigung","restaurant","afd","schreibt","personen","nachfrage","express","betroffenen","jugendlichen","zwei","taten","schreibt","anfrage","sachsen","nachfrage","fakten","wurde","stadt","pressemitteilung","ort","pressemitteilung","seien","hunde","berichtet","artikel","tatverdaechtige","stadt","sei","tuerk","teilte","familie","klinik","menschen","staatsbuerger","angriff","stadt","getoetet","frau","landkreis","schrieb","bekannt","gehen","allgemeinverfuegung","entschuldigte","stgb","antwortete","deutschen","taeter","wuerzburg","sprecher","artikel","russin","staatsbuerger","rechtskraeftig","abbrechen"
"26",NA,NA,"november","per","zweifel","ausbildung","derartiger","wochenende","auszuueben","aachen","angeklagten","leaks","wegen","falschmeldung","perennis","jedoch","artikel","teleschau","laut","henryk","anzeigen","haetten","keltek","konnten","offenen","zudem","tatverdaechtig","seien","mail","zwei","wegen","handele","seien","koeln","neun","brandt","menschen","schreibt","henriquez","kindern","jaehrigen","verletzt","verstorben","worden","tuerkischen","anfrage","frau","email","stuttgarter","stuttgart","bochum","weissen","kind","bundeskriminalamt","maedchen","teilte","artikel","screenshot","freistaat","zeitung","behauptet","sprecherin","person","opfer","ort","frau","per","schule","richter","gericht","abbrennen"
"27",NA,NA,"polizei","teilt","jahre","°c","duesseldorf","worden","beispiel","aan","aussetzung","maedchen","teilte","jungen","susanna","allerdings","restaurant","worden","gemeldet","kollegen","beteiligten","hungerstreik","stoeckl","familie","offensichtlich","veroeffentlichte","kriminalstatistik","zug","wegen","jaehriger","mal","veroeffentlichte","geprueft","beitrag","personen","zwei","stellungnahme","jahre","polizist","henriquez","jugendlichen","vorfall","berlin","vorfall","vorfall","sprecher","worden","schule","friedlich","toetung","erzwingungshaft","lieferwagen","maedchen","pflegeeinrichtung","nordrheinwestfalen","nachgefragt","uhr","gekommen","landespolizeipraesidium","nordrheinwestfalen","vorfall","sprecher","sei","samstag","berlin","bekannt","busse","gab","wohnung","person","abbruch"
"28",NA,NA,"polizeiliche","einwanderer","leser","µm","erklaert","zitiert","berichten","aap","berlin","schulleiter","artikel","pressemitteilung","juergen","news","per","anonymousnews","minderjaehrige","maedchen","beymel","viersen","artikel","entstanden","wegen","kind","correctiv","juli","vater","jaehrige","derzeit","angaben","bombenholocaust","kinder","zwei","nachfrage","klinik","gruppen","seien","jena","kind","wurde","eltern","teilte","hoefer","niemand","jugendlichen","leipzig","liste","pressemitteilung","juni","transporter","strecke","sprachnachricht","faelle","badenwuerttemberg","klinik","teilte","schiessbefehl","faelle","gruppen","email","gegeben","pressestelle","unterkunft","gemeinsam","gestorben","abgeschoben","strasse","stuttgarter","abbrueche"
"29",NA,NA,"pressesprecher","fluechtlinge","schwedische","aachen","fazit","zurueck","berichteten","aargauer","besonders","sonntag","seien","straftaten","welt","beschuldigte","frau","opfer","oldenburg","nord","email","stadt","maedchen","mal","koelner","medien","autoren","drei","mal","vorfall","deutscher","opfer","sexuelle","eingeschlaefert","berliner","jugendlichen","jaehrigen","sei","polizisten","bka","hannover","gestorben","junge","eggert","november","woelfe","polizeisprecher","ndr","per","wurde","verurteilt","worden","worden","straftat","wegen","opfer","email","brief","haetten","uhr","person","angegriffen","billigung","jaehrige","krankenhausgruppe","bierflasche","gab","gespraech","kinder","kinder","abc"
"30",NA,NA,"ralf","berichtet","artikel","aan","frankfurt","zweifeln","beruft","ab","fakten","truth","schreibt","taeter","arppe","dpronline","tatverdaechtigen","tag","schafe","rbb","gelsenkirchen","afd","strasse","gericht","worden","hamburg","denen","verurteilt","per","beschrieben","geboren","verletzt","zuwanderer","fahrlaessigkeit","erfurt","news","mimikama","beerdigung","haetten","kind","worden","einsatz","september","kirstein","per","medien","gekommen","jaehrige","veroeffentlichte","per","gegeben","ermittelt","oel","tatverdaechtige","teilte","einsatz","teilte","wegen","hinweise","umfeld","zusammenhang","clans","bundespolizei","junge","buergermeister","montagsdemonstrationen","migrationshintergrund","worden","berlin","kam","abdecken"
"31",NA,NA,"raum","breitbart","epoch","aap","freistaat","wurden","beruht","abalo","gruppenvergewaltigung","anfrage","fritz","vater","staatsanwaltschaft","hintergruende","nachfrage","kinder","verbrechen","uebernachten","schlaegerei","menschen","vergewaltigung","meldung","mal","hamburger","pressemitteilung","gewalt","junge","laut","ueberschrift","wochenblick","laut","leipzig","malik","todesopfer","seien","demokratie","anfrage","uhr","unfall","strasse","koeln","maedchen","berliner","kreis","zwei","jaeger","medien","ermittlungsverfahren","wegen","betroffenen","tag","geworden","angriffe","starben","bundesweite","person","bekannt","zustaendige","sei","hessen","bundesweit","vorfall","telefonisch","soeren","schweden","opfer","per","gewalt","abdeckung"
"32",NA,NA,"sachen","screenshot","website","aargauer","gefunden","post","besonders","abbag","guido","bekannt","opfer","mai","storch","sicherheitsbehoerden","screenshot","philosophia","haetten","voix","stoeckl","meldung","veroeffentlichte","worden","weitere","moscheen","aussagen","wurde","kind","jaehrigen","deutsche","bestaetigt","artikel","maedchen","moschee","menschen","jedoch","dortmund","presseanfrage","artikel","strasse","junge","falschmeldungen","polizeisprecher","geruecht","januar","gegeben","oldenburg","kindern","hoefler","eltern","opfer","zwei","bamberg","anschlag","hilfe","cottbus","bautzen","rechtsextreme","jungen","mutter","koerperverletzungen","durchsuchungsbeschluss","eltern","junge","bremen","staatsanwalt","mutmasslich","abschiebungen","beamten","abdruck"
"33",NA,NA,"sagen","mai","times","ab","genauen","°c","correctiv","abbau","halleleaks","website","wohl","mal","vergewaltigung","screenshot","bereits","frontal","text","vortrag","teils","beitrag","februar","heisst","handelt","polizei","worden","lampedusa","kriminalstatistik","mitteilte","eltern","schreibt","berlin","verletzt","rassistischen","februar","berlinneukoelln","ermittlungen","karlsruhe","worden","wurde","schrieb","berliner","schwerverletzten","gekommen","spaeter","nachricht","tat","stadt","lehrerin","frau","hinweise","hinweise","julia","saechsischen","tod","kinderarzt","dresden","vater","fluechtlinge","berichteten","rechtsanwalt","entlassen","laut","hospital","september","zustaendige","buergermeister","bundeskriminalamt","chemnitz","abdruecke"
"34",NA,NA,"sagte","geteilt","°c","abalo","geschichte","µm","dabei","abbauen","halleleaksde","seien","frau","buffet","vergewaltigungen","drei","maenner","schueler","personen","zufolge","berlin","weitere","deutscher","bekannt","steht","tim","auslaendern","sanyal","opfer","deutsche","phantombild","ueberschrift","text","per","tot","amadeuantoniostiftung","bundeskriminalamt","friedhof","luthe","seien","koelner","bundespraesident","jaehrigen","menschen","duesseldorf","sachsen","bett","telefon","einsatz","leipziger","asylbewerber","koblenz","zustaendigen","wagen","winklarson","achtjaehrigen","schusswaffen","erstattet","partei","menschen","autokorsos","rechtsextremen","ermittlungsverfahren","veroeffentlichte","gefluechteten","ermittlungen","pressemitteilung","polizisten","ermittlungen","gelaende","abe"
"35",NA,NA,"sex","hamburg","µm","abbag","herausgefunden","aachen","davon","abbauprodukt","islamisten","bestaetigen","zwei","berlin","blog","tag","fluechtlinge","wurden","bamberger","menschen","pressemitteilung","angriffe","kassel","text","afdlandtagsabgeordnete","unicef","blb","staatsanwaltschaft","oskar","zug","staatsanwaltschaft","kinder","augsburger","zwei","trauerbeflaggung","chemnitz","mannheim","nordrheinwestfalen","taeter","festgenommen","opfer","sanitaeter","karlsruhe","beamten","ludwigsburg","dpa","berichtet","uhr","jaehrige","moschee","niklas","landkreis","bekannt","zug","jaehrigen","fahndungen","fall","jochen","teilnehmern","falschinformation","duesseldorf","schafe","innenministerium","wurde","faelle","toedlichen","person","berliner","ermittlungsverfahren","haft","abel"
"36",NA,NA,"sicher","news","aachen","abbau","internet","aan","duden","abbild","jaehriges","deutschen","ausserdem","meldung","gab","medien","seien","email","bestaetigt","wurde","polizei","angriffen","koeln","schreibt","aussen","deutsche","brunnen","brief","straftaten","nationalitaet","terrorwelle","chefarzt","aurich","bericht","wohnung","islamistische","rassismus","jungen","kinder","mutmasslichen","tuerkischen","wochenende","maedchens","einsatzkraefte","tuerkische","email","vorwurf","bekannt","auslaender","reitschusterde","peta","sachsenanhalt","berlin","september","freien","landkreis","behoerden","polizeiangaben","erlitten","mutter","freiwillige","taetern","kantonspolizei","person","frau","unfall","zustaendig","sprecher","hanau","stadtteil","abend"
"37",NA,NA,"steht","aktuell","aan","abbauen","landeshauptstadt","aap","entsprechend","abbilden","kontakt","wegen","jedoch","sei","laut","buergerkrieg","wegen","saeugling","handelt","haetten","mehr","bosnier","koelner","unsere","bestaetigt","bekannt","bundespolizei","mal","stuttgart","artikel","truthnet","maenner","christbaum","faellen","zeugen","perennis","tat","bestaetigte","news","tat","vermisst","krankenhaus","unterfranken","festnahme","zeitung","berichtet","falschmeldung","wurde","polizeidirektor","staatsanwaltschaft","stuttgarter","einsatz","motorradfahrer","laut","medien","oeffentlichkeitsfahndung","querdenker","potsdamer","netzwerken","staatsbuerger","menschenhandel","veruebt","rettungsdienst","untersuchung","drei","sprachnachricht","wurde","berichtet","mitteilung","personen","abendblatt"
